epoch;loss;lr;val_loss
0;0.4248564541339874;0.01;0.4084130823612213
1;0.4042629599571228;0.01;0.3967568874359131
2;0.3934067189693451;0.01;0.39059239625930786
3;0.3873130977153778;0.01;0.386056512594223
4;0.3831605017185211;0.01;0.38871830701828003
5;0.37127554416656494;0.0009999999;0.38811975717544556
6;0.3679582178592682;1e-04;0.38703200221061707
7;0.3675605356693268;1e-04;0.38745635747909546
8;0.3672780394554138;1e-04;0.3876861333847046
9;0.3670622408390045;1e-04;0.3869481384754181
10;0.36682817339897156;1e-04;0.3877865970134735
11;0.3665877878665924;1e-04;0.38829904794692993
12;0.36633431911468506;1e-04;0.38775497674942017
13;0.3661760687828064;1e-04;0.3883076310157776
14;0.3659117519855499;1e-04;0.3882460594177246
