epoch;loss;lr;mu;step
0;3.8257901735505584e-08;0.01;0.60134476;77
0;2.737910731465121e-10;0.01;0.60189974;78
0;3.22304778421767e-08;0.01;0.6023979;79
0;1.7269188390400814e-07;0.01;0.6028294;80
0;4.750857840463141e-07;0.01;0.6031737;81
0;1.5682596332666776e-09;0.01;0.60348535;82
0;2.0412988632756424e-08;0.01;0.603766;83
0;1.1731192444131011e-06;0.01;0.60393226;84
0;2.479218785822468e-08;0.01;0.60408103;85
0;1.6509643430140386e-08;0.01;0.60421455;86
0;6.802687266826979e-07;0.01;0.604289;87
0;7.526510614752624e-08;0.01;0.6043514;88
0;8.956924375524977e-07;0.01;0.60434794;89
0;1.5973078859587986e-08;0.01;0.6043438;90
0;2.873500193345535e-07;0.01;0.60432047;91
0;1.9400516748646623e-09;0.01;0.60429925;92
0;1.5267742625724168e-09;0.01;0.60427994;93
0;1.0269071992752288e-07;0.01;0.6042552;94
0;1.7800138607526605e-07;0.01;0.6042202;95
0;1.4130688441582606e-06;0.01;0.60408723;96
0;5.549899739776265e-08;0.01;0.6039627;97
0;2.1047411280505912e-07;0.01;0.60383385;98
0;4.813952614313166e-08;0.01;0.6037134;99
0;9.69250280036249e-09;0.01;0.6036036;100
0;5.125701463271071e-08;0.01;0.6034998;101
0;1.4263516590062864e-08;0.01;0.6034047;102
0;8.014455232796536e-08;0.01;0.6033112;103
0;1.3635731654915162e-08;0.01;0.6032253;104
0;4.6221874328011836e-08;0.01;0.60314304;105
0;6.882119762963157e-09;0.01;0.60306793;106
0;5.885662801574654e-08;0.01;0.60299385;107
0;3.266695358661309e-08;0.01;0.6029233;108
0;8.197920919883472e-08;0.01;0.6028504;109
0;1.2430547258190927e-08;0.01;0.602783;110
0;1.331418104655313e-07;0.01;0.60270643;111
0;1.909139957234629e-09;0.01;0.60263693;112
0;3.324112896052611e-08;0.01;0.60256994;113
0;5.802488445283416e-08;0.01;0.6025018;114
0;5.254785264696693e-07;0.01;0.60237014;115
0;1.0666416194737849e-08;0.01;0.60224956;116
0;1.611511635246643e-08;0.01;0.6021381;117
0;7.534777246576141e-09;0.01;0.6020362;118
0;2.637246723224962e-07;0.01;0.6019;119
0;1.0270481354268668e-08;0.01;0.60177505;120
0;9.176822146628183e-08;0.01;0.60164434;121
0;1.7009162078807094e-08;0.01;0.6015226;122
0;5.5101093465736994e-08;0.01;0.6014001;123
0;8.603906032078612e-09;0.01;0.6012871;124
0;3.178682561610913e-08;0.01;0.60117644;125
0;7.56869233953239e-09;0.01;0.6010741;126
0;4.290250821270547e-09;0.01;0.6009802;127
0;3.040402773990536e-08;0.01;0.6008844;128
0;3.0916226023691706e-08;0.01;0.6007853;129
0;3.0714655818719905e-10;0.01;0.60069567;130
0;2.097034351722371e-10;0.01;0.60061455;131
0;1.5795358077053123e-11;0.01;0.60054123;132
0;3.6386080780326235e-12;0.01;0.60047495;133
0;1.1338868212418252e-12;0.01;0.60041505;134
0;9.763003738783027e-09;0.01;0.60035235;135
0;1.6238029809656496e-09;0.01;0.60029405;136
0;1.6015647474887373e-08;0.01;0.60022134;137
0;7.395556389511171e-11;0.01;0.60015553;138
0;8.146003871445373e-10;0.01;0.60009414;139
0;6.46621922673063e-10;0.01;0.6000361;140
0;1.742874941590422e-11;0.01;0.59998345;141
0;1.5791343926929713e-11;0.01;0.59993625;142
0;2.1681195727651925e-10;0.01;0.5998949;143
0;2.106657036315962e-11;0.01;0.5998576;144
0;4.7169407269009866e-11;0.01;0.5998241;145
0;1.6518481027461007e-11;0.01;0.5997938;146
0;2.451377545398259e-09;0.01;0.59977096;147
0;1.3699840151204512e-09;0.01;0.59975266;148
0;1.1387829568221264e-09;0.01;0.5997379;149
0;4.3438216912328187e-10;0.01;0.5997252;150
0;9.317129290309367e-10;0.01;0.59971505;151
0;2.7290900442289434e-11;0.01;0.59970593;152
0;9.291592495408452e-11;0.01;0.5996978;153
0;5.1921329458082255e-09;0.01;0.59969723;154
0;5.834406291427285e-09;0.01;0.59970427;155
0;2.50276221969159e-09;0.01;0.5997139;156
0;5.356882937235241e-09;0.01;0.5997301;157
0;1.1953350309568123e-08;0.01;0.59976226;158
0;3.118350716535545e-11;0.01;0.59979135;159
0;6.491289727961203e-10;0.01;0.5998189;160
0;2.794777520520597e-09;0.01;0.59984994;161
0;2.894298800626416e-09;0.01;0.59988576;162
0;3.902513867615198e-10;0.01;0.5999195;163
0;6.149024067703124e-10;0.01;0.599953;164
0;4.7186008572674965e-11;0.01;0.5999837;165
0;3.156376895963042e-11;0.01;0.6000122;166
0;8.455119471315747e-14;0.01;0.6000379;167
0;6.141249401375726e-12;0.01;0.600061;168
0;1.870918871216265e-11;0.01;0.6000818;169
0;4.824580665530043e-11;0.01;0.60010034;170
0;3.5906341788738416e-10;0.01;0.6001156;171
0;7.257972001184498e-10;0.01;0.60012674;172
0;1.5521462587431145e-11;0.01;0.60013676;173
0;1.3759925421297226e-09;0.01;0.6001416;174
0;2.193231707359189e-11;0.01;0.6001459;175
0;5.618589482558889e-10;0.01;0.60014814;176
0;5.966872135276802e-11;0.01;0.60015;177
0;1.1516606557293585e-09;0.01;0.60014844;178
0;4.2779702003059583e-10;0.01;0.6001458;179
0;1.8914809718495462e-09;0.01;0.6001379;180
0;3.9992821554424296e-11;0.01;0.6001306;181
0;8.024498843184347e-10;0.01;0.60012144;182
0;1.7196630404392454e-12;0.01;0.60011315;183
0;1.1800055377264584e-10;0.01;0.6001052;184
0;9.603181583273113e-10;0.01;0.6000941;185
0;2.513482651178567e-11;0.01;0.60008395;186
0;2.6332167002429685e-10;0.01;0.6000734;187
0;4.828157318392812e-10;0.01;0.600061;188
0;1.87293389131149e-10;0.01;0.6000485;189
0;1.9346449789403586e-11;0.01;0.600037;190
0;1.0578236203651059e-11;0.01;0.6000265;191
0;9.740116699297197e-12;0.01;0.60001683;192
0;1.3890642976133183e-11;0.01;0.6000078;193
0;1.2956213792797433e-12;0.01;0.59999955;194
0;4.0053440512533207e-16;0.01;0.5999921;195
0;3.3306419688211575e-13;0.01;0.5999854;196
0;1.7965486737159253e-11;0.01;0.59997994;197
0;2.3900438919643996e-11;0.01;0.5999755;198
0;1.7432337517941932e-10;0.01;0.59997475;199
0;2.237235787252989e-12;0.01;0.5999741;200
0;5.272880656409518e-13;0.01;0.5999735;201
0;1.4084572397266015e-10;0.01;0.59997535;202
0;9.914608023464666e-11;0.01;0.59997886;203
0;5.526146207301963e-11;0.01;0.5999832;204
0;1.3479957428064182e-10;0.01;0.59999084;205
0;1.9214413859904717e-13;0.01;0.5999977;206
0;3.0450949650272924e-14;0.01;0.6000039;207
0;5.5502269447060826e-12;0.01;0.60000885;208
0;3.562890813543079e-13;0.01;0.60001326;209
0;2.755041333957209e-11;0.01;0.6000163;210
0;4.904168390829078e-11;0.01;0.6000176;211
0;2.7149862219522092e-11;0.01;0.6000181;212
0;9.159687765214475e-12;0.01;0.60001826;213
0;2.567467245750965e-11;0.01;0.6000178;214
0;2.3296649331872032e-11;0.01;0.6000167;215
0;2.3407094405097917e-12;0.01;0.6000157;216
0;3.1003047351596535e-11;0.01;0.60001385;217
0;4.965904423781531e-12;0.01;0.600012;218
0;1.1037172911732007e-11;0.01;0.6000099;219
0;1.3838930001952576e-13;0.01;0.600008;220
0;7.135187351983013e-14;0.01;0.6000063;221
0;1.2541079286165768e-12;0.01;0.6000046;222
0;7.317742332230148e-13;0.01;0.60000306;223
0;9.916835588656431e-15;0.01;0.60000163;224
0;2.2742032324170325e-13;0.01;0.60000026;225
0;7.035267062714557e-18;0.01;0.59999907;226
0;3.95501536523072e-14;0.01;0.599998;227
0;4.365952044338428e-13;0.01;0.5999971;228
0;7.642528645525337e-13;0.01;0.59999645;229
0;3.05812168123476e-12;0.01;0.59999627;230
0;7.688518875378914e-13;0.01;0.5999962;231
0;5.358259951189492e-13;0.01;0.59999627;232
0;2.9441141365105228e-12;0.01;0.5999967;233
0;6.333760555962686e-13;0.01;0.59999716;234
0;1.0835776720341528e-13;0.01;0.5999976;235
0;3.6989315554741484e-14;0.01;0.599998;236
0;1.2096121088274459e-13;0.01;0.5999984;237
0;1.002284684420299e-14;0.01;0.5999988;238
0;1.6970414153731866e-15;0.01;0.59999907;239
0;6.36691711858187e-15;0.01;0.59999937;240
0;4.3329536312408266e-16;0.01;0.5999996;241
0;1.0880571041317535e-14;0.01;0.59999985;242
0;9.907198444829266e-17;0.01;0.6000001;243
0;8.882747696978754e-16;0.01;0.60000026;244
0;3.9534828708709e-16;0.01;0.60000044;245
0;5.421010862427522e-18;0.01;0.6000006;246
0;3.9513145088775764e-14;0.01;0.60000074;247
0;6.5102486457844534e-15;0.01;0.60000086;248
