epoch;loss;lr;val_loss
0;0.008966573514044285;0.01;0.0072826663963496685
1;0.004815602675080299;0.01;0.004936747718602419
2;0.004526669625192881;0.01;0.004803293384611607
3;0.003942929208278656;0.01;0.002998142037540674
4;0.002132794354110956;0.01;0.00191298290155828
5;0.0017722422489896417;0.01;0.001993129262700677
6;0.0006565002840943635;0.0031599998;0.0006397037068381906
7;0.0006552456179633737;0.0031599998;0.0005795250763185322
8;0.0004487709084060043;0.00099856;0.0003852737136185169
9;0.0003749407478608191;0.00099856;0.0003194075252395123
10;0.00027998644509352744;0.00031554495;0.00023388152476400137
11;0.00026771696866489947;0.00031554495;0.0002317094331374392
12;0.00023688677174504846;9.9712204e-05;0.00020244723418727517
13;0.00022452221310231835;3.150906e-05;0.00019737094407901168
14;0.00022039399482309818;1e-05;0.00019234650244470686
15;0.00021962561004329473;1e-05;0.0001918101916089654
16;0.0002188040962209925;1e-05;0.0001911476720124483
17;0.00021812107297591865;1e-05;0.0001906833058455959
18;0.0002173187822336331;1e-05;0.00019045418594032526
19;0.00021671886497642845;1e-05;0.0001877795730251819
20;0.00021611656120512635;1e-05;0.00018876187095884234
21;0.00021516205742955208;1e-05;0.00018754122720565647
22;0.00021452280634548515;1e-05;0.00018771590839605778
23;0.00021397919044829905;1e-05;0.00018671042926143855
24;0.00021317721984814852;1e-05;0.00018578108574729413
25;0.00021249412384349853;1e-05;0.00018636533059179783
26;0.00021201520576141775;1e-05;0.00018468659254722297
27;0.00021104307961650193;1e-05;0.00018460607680026442
28;0.0002106494939653203;1e-05;0.00018467733752913773
29;0.00020987917378079146;1e-05;0.00018380295659881085
30;0.00020930216123815626;1e-05;0.00018304494733456522
31;0.00020862814562860876;1e-05;0.0001829963002819568
32;0.00020791521819774061;1e-05;0.00018248840933665633
33;0.00020721931650768965;1e-05;0.00018169857503380626
34;0.00020672366372309625;1e-05;0.0001816143048927188
35;0.0002062652783934027;1e-05;0.00018021572032012045
36;0.00020535623480100185;1e-05;0.0001794030104065314
37;0.00020506654982455075;1e-05;0.00017734029097482562
38;0.00020424877584446222;1e-05;0.00017887215653900057
39;0.00020377493638079613;1e-05;0.00017893507902044803
