epoch;loss;lr;val_loss
0;0.04409020021557808;0.01;0.008927351795136929
1;0.006843635346740484;0.01;0.0059280963614583015
2;0.004077741876244545;0.01;0.003771483898162842
3;0.0031686793081462383;0.01;0.003472719108685851
4;0.002828984521329403;0.01;0.0026133437640964985
5;0.0022243133280426264;0.01;0.002482483396306634
6;0.00256195361725986;0.01;0.0026411162689328194
7;0.0012165954103693366;0.0009999999;0.0012464660685509443
8;0.0010776990093290806;0.0009999999;0.0012238654308021069
9;0.001015984802506864;1e-04;0.0011620846344158053
10;0.0010064349044114351;1e-04;0.0011612537782639265
11;0.0009987103985622525;1e-04;0.0011482370318844914
12;0.0009961826726794243;1e-04;0.0011448157019913197
13;0.0009900258155539632;1e-04;0.0011436743661761284
14;0.0009895175462588668;1e-04;0.001149483723565936
