epoch;loss;lr;val_loss
0;0.020162804052233696;0.01;0.0028288925532251596
1;0.0023241364397108555;0.01;0.002191986655816436
2;0.0019931867718696594;0.01;0.0020261253230273724
3;0.00182616978418082;0.01;0.001796527998521924
4;0.0017673199763521552;0.01;0.0021118938457220793
5;0.0011853158939629793;0.0009999999;0.0012493135873228312
6;0.001116594416089356;0.0009999999;0.0012295643100515008
7;0.0010671495692804456;1e-04;0.0012006001779809594
8;0.0010713263181969523;1e-04;0.001199291436932981
9;0.0010644647991284728;1e-04;0.001195015967823565
10;0.00106517702806741;1e-04;0.0011951078195124865
11;0.001057241577655077;1e-04;0.001187345595099032
12;0.0010603402042761445;1e-04;0.0011900929966941476
13;0.0010590122547000647;1e-04;0.0011811292497441173
14;0.0010568654397502542;1e-04;0.0011798774357885122
