epoch;loss;lr;val_loss
0;0.4364965558052063;0.01;0.41758525371551514
1;0.42527511715888977;0.01;0.41753509640693665
2;0.41933417320251465;0.0009999999;0.4173710346221924
3;0.4171009957790375;0.0009999999;0.4184443950653076
4;0.4148206114768982;1e-04;0.4184449315071106
5;0.41426897048950195;1e-04;0.41872769594192505
6;0.41380906105041504;1e-04;0.41943857073783875
7;0.41332802176475525;1e-04;0.4189451038837433
8;0.4128183424472809;1e-04;0.4191280007362366
9;0.41239333152770996;1e-04;0.41987061500549316
10;0.41186097264289856;1e-04;0.41970348358154297
11;0.4111802875995636;1e-04;0.42008545994758606
12;0.41063693165779114;1e-04;0.4200149178504944
13;0.40997835993766785;1e-04;0.4199618697166443
14;0.40934115648269653;1e-04;0.41999903321266174
