epoch;loss;lr;val_loss
0;0.006839741952717304;0.01;0.00413664523512125
1;0.004226971417665482;0.01;0.004095593933016062
2;0.001102461013942957;0.0031599998;0.0008787563419900835
3;0.0008434245246462524;0.0031599998;0.0009544615750201046
4;0.0005605522310361266;0.00099856;0.0005180120351724327
5;0.0005436685169115663;0.00099856;0.0005275167641229928
6;0.00045760118518956006;0.00031554495;0.00041946640703827143
7;0.00042945719906128943;9.9712204e-05;0.00039635313441976905
8;0.0004262012371327728;9.9712204e-05;0.00039189402014017105
9;0.00041460685315541923;3.150906e-05;0.00038722503813914955
