epoch;loss;lr;val_loss
0;0.4238904118537903;0.01;0.412509560585022
1;0.4026167392730713;0.01;0.40128982067108154
2;0.3930228352546692;0.01;0.4005140960216522
3;0.3876294195652008;0.01;0.39383700489997864
4;0.3841824531555176;0.01;0.3936243951320648
5;0.3813333511352539;0.01;0.3941952586174011
6;0.3696291148662567;0.0009999999;0.3916971981525421
7;0.3662136495113373;0.0009999999;0.3930278718471527
8;0.36366575956344604;1e-04;0.39266666769981384
9;0.36315980553627014;1e-04;0.3932373821735382
10;0.36287012696266174;1e-04;0.39353039860725403
11;0.3626621961593628;1e-04;0.39366161823272705
12;0.3624124825000763;1e-04;0.3937511444091797
13;0.36220261454582214;1e-04;0.39390939474105835
14;0.3619958162307739;1e-04;0.39426952600479126
