epoch;loss;lr;val_loss
0;0.4316631853580475;0.01;0.4169616401195526
1;0.42426082491874695;0.01;0.4168517589569092
2;0.4210754334926605;0.01;0.4124891459941864
3;0.4175321161746979;0.01;0.40718838572502136
4;0.4146559536457062;0.01;0.40601086616516113
5;0.41290614008903503;0.01;0.40836450457572937
6;0.40537288784980774;0.0009999999;0.40059205889701843
7;0.4038820266723633;0.0009999999;0.39977404475212097
8;0.4028257429599762;0.0009999999;0.3987637758255005
9;0.40227875113487244;0.0009999999;0.3989006578922272
10;0.40102291107177734;1e-04;0.3983571231365204
11;0.40082427859306335;1e-04;0.39855891466140747
12;0.4006819427013397;1e-04;0.3983345627784729
13;0.40062955021858215;1e-04;0.39842137694358826
14;0.40048784017562866;1e-04;0.3981996476650238
