epoch;loss;lr;val_loss
0;0.41473785042762756;0.01;0.40277886390686035
1;0.39060884714126587;0.01;0.39608484506607056
2;0.3829463720321655;0.01;0.39568987488746643
3;0.37948358058929443;0.01;0.3968343138694763
4;0.36576423048973083;0.0009999999;0.3946916162967682
5;0.36186733841896057;0.0009999999;0.39582711458206177
6;0.3588545620441437;1e-04;0.3961185812950134
7;0.3583622872829437;1e-04;0.3963819742202759
8;0.35803914070129395;1e-04;0.39643022418022156
9;0.35775983333587646;1e-04;0.39706069231033325
10;0.35750144720077515;1e-04;0.3970440924167633
11;0.35723280906677246;1e-04;0.39754483103752136
12;0.35694369673728943;1e-04;0.39751389622688293
13;0.3567107319831848;1e-04;0.3975120484828949
14;0.35647648572921753;1e-04;0.3978802263736725
