epoch;loss;lr;mu;step
0;0.000612061470746994;1e-04;0.8999001;2
0;0.0014214864932000637;1e-04;0.8998037;3
0;0.00044590525794774294;1e-04;0.8997151;4
0;0.00011341925710439682;1e-04;0.89963937;5
0;0.0010128715075552464;1e-04;0.8995566;6
0;0.0022952775470912457;1e-04;0.89947075;7
0;0.0008866848074831069;1e-04;0.8993849;8
0;0.0002498778630979359;1e-04;0.8993056;9
0;0.00012508410145528615;1e-04;0.8992338;10
0;0.00666790409013629;1e-04;0.89916396;11
0;0.0027270177379250526;1e-04;0.89908934;12
0;0.0010030916891992092;1e-04;0.899018;13
0;0.004075479693710804;1e-04;0.8989393;14
0;0.0005086995079182088;1e-04;0.8988651;15
0;0.003378692315891385;1e-04;0.8987863;16
0;0.0007939134957268834;1e-04;0.8987106;17
0;0.010832533240318298;1e-04;0.8986284;18
0;0.0062930407002568245;1e-04;0.8985403;19
0;0.0006303911795839667;1e-04;0.8984582;20
0;0.00247856043279171;1e-04;0.8983768;21
0;0.0036759781651198864;1e-04;0.89829284;22
0;0.01244968269020319;1e-04;0.8982005;23
0;0.0025151437148451805;1e-04;0.8981108;24
0;0.0009415128151886165;1e-04;0.89802647;25
0;0.0003176789032295346;1e-04;0.89794886;26
0;0.0017083482816815376;1e-04;0.8978734;27
0;4.0155151509679854e-05;1e-04;0.89780456;28
0;0.003463063156232238;1e-04;0.89773303;29
0;0.0032209064811468124;1e-04;0.89766085;30
0;1.857002280303277e-05;1e-04;0.89759505;31
0;0.006695065181702375;1e-04;0.89751977;32
0;0.001255909213796258;1e-04;0.89744824;33
0;0.001280751544982195;1e-04;0.89737946;34
0;0.0006364515284076333;1e-04;0.8973153;35
0;0.0007114257314242423;1e-04;0.89725506;36
0;0.00587500911206007;1e-04;0.8971856;37
0;0.003026990918442607;1e-04;0.89711523;38
0;0.0029824026860296726;1e-04;0.8970436;39
0;0.0103092510253191;1e-04;0.89695793;40
0;0.0037600742653012276;1e-04;0.8968719;41
0;0.0011397721245884895;1e-04;0.8967907;42
0;0.009273476898670197;1e-04;0.8966987;43
0;0.011694631539285183;1e-04;0.8965959;44
0;0.0020798174664378166;1e-04;0.8964983;45
0;0.00524440361186862;1e-04;0.89640003;46
0;0.006198761519044638;1e-04;0.89629847;47
0;0.011327804997563362;1e-04;0.8961882;48
0;0.002362060360610485;1e-04;0.8960838;49
0;0.00017147646576631814;1e-04;0.89598864;50
0;0.0020392260048538446;1e-04;0.8958988;51
0;0.00447505759075284;1e-04;0.8958082;52
0;0.008958809077739716;1e-04;0.8957114;53
0;0.0005475524812936783;1e-04;0.8956226;54
0;0.00353810447268188;1e-04;0.8955348;55
0;2.5979356905736495e-06;1e-04;0.89545506;56
0;0.005888716783374548;1e-04;0.8953711;57
0;0.00974450446665287;1e-04;0.8952778;58
0;0.00035267422208562493;1e-04;0.89519244;59
0;0.0012613583821803331;1e-04;0.8951121;60
0;0.005780789535492659;1e-04;0.89502966;61
0;0.0067026931792497635;1e-04;0.89494216;62
0;0.00035662774462252855;1e-04;0.8948623;63
0;0.00228316243737936;1e-04;0.894785;64
0;1.9989145584986545e-05;1e-04;0.8947149;65
0;0.0002642147883307189;1e-04;0.8946506;66
0;0.001673273160122335;1e-04;0.89458877;67
0;0.00988988671451807;1e-04;0.894515;68
0;0.0002584173926152289;1e-04;0.8944478;69
0;0.0002102293656207621;1e-04;0.8943861;70
0;0.00042860067333094776;1e-04;0.8943297;71
0;0.000646910339128226;1e-04;0.89427686;72
0;0.0038875718601047993;1e-04;0.89422107;73
0;0.00015425747551489621;1e-04;0.89417046;74
0;2.0362376744742505e-06;1e-04;0.89412457;75
0;0.00013214244972914457;1e-04;0.89408255;76
0;0.0005609794752672315;1e-04;0.89404315;77
0;0.004770749714225531;1e-04;0.8939981;78
0;8.015082130441442e-05;1e-04;0.8939571;79
0;0.00024664532975293696;1e-04;0.8939192;80
0;6.597374886041507e-05;1e-04;0.8938847;81
0;0.00013419910101220012;1e-04;0.89385325;82
0;0.001423005829565227;1e-04;0.8938214;83
0;4.300902583054267e-05;1e-04;0.89379257;84
0;0.00015613128198310733;1e-04;0.8937659;85
0;0.001208568806760013;1e-04;0.8937392;86
0;6.465203478001058e-05;1e-04;0.8937149;87
0;0.002339291386306286;1e-04;0.8936877;88
0;0.0007970352889969945;1e-04;0.8936613;89
0;0.002835640450939536;1e-04;0.893632;90
0;0.0002841346140485257;1e-04;0.89360446;91
0;0.0003810142516158521;1e-04;0.8935792;92
0;0.0004930983996018767;1e-04;0.89355505;93
0;2.1659923731931485e-05;1e-04;0.8935332;94
0;0.0010017338208854198;1e-04;0.8935108;95
0;2.899924083976657e-06;1e-04;0.8934906;96
0;0.00022119935601949692;1e-04;0.8934715;97
0;0.00017892368487082422;1e-04;0.89345354;98
0;2.5725683372002095e-05;1e-04;0.89343727;99
0;0.0004233276122249663;1e-04;0.8934213;100
0;0.000799138389993459;1e-04;0.89340466;101
0;0.002229008125141263;1e-04;0.89338565;102
0;4.266547330189496e-05;1e-04;0.8933683;103
0;0.0008097141981124878;1e-04;0.8933502;104
0;0.00012951946700923145;1e-04;0.8933337;105
0;0.0007252900395542383;1e-04;0.8933169;106
0;0.000847294635605067;1e-04;0.89329916;107
0;4.7292138333432376e-05;1e-04;0.8932827;108
0;0.0003322186239529401;1e-04;0.89326745;109
0;0.00047768314834684134;1e-04;0.89325225;110
0;2.5288409233326092e-05;1e-04;0.8932385;111
0;0.00013193898485042155;1e-04;0.8932256;112
0;5.344820601749234e-05;1e-04;0.8932139;113
0;0.00042838469380512834;1e-04;0.89320207;114
0;0.0007538110367022455;1e-04;0.893189;115
0;0.004777589812874794;1e-04;0.8931672;116
0;0.0006545844953507185;1e-04;0.89314485;117
0;4.927847476210445e-05;1e-04;0.8931247;118
0;8.374073513550684e-05;1e-04;0.89310604;119
0;0.00012676857295446098;1e-04;0.89308935;120
0;8.69102223077789e-05;1e-04;0.8930738;121
0;0.0006271661841310561;1e-04;0.8930593;122
0;0.0012458540732041001;1e-04;0.893044;123
0;0.00036472550709731877;1e-04;0.8930289;124
0;2.6520063329371624e-05;1e-04;0.89301527;125
0;1.5107297258509789e-05;1e-04;0.89300287;126
0;0.0007342667086049914;1e-04;0.89299047;127
0;0.0011650421656668186;1e-04;0.89297605;128
0;1.6439473256468773e-05;1e-04;0.892963;129
0;0.00012711380259133875;1e-04;0.8929506;130
0;5.906488240725594e-06;1e-04;0.8929393;131
0;4.539882866083644e-05;1e-04;0.8929289;132
0;1.896041339932708e-06;1e-04;0.8929195;133
