epoch;loss;lr;mu;step
0;0.0004593211051542312;1.0;-0.09896171;2
0;0.0024395608343183994;1.0;0.34102324;3
0;0.0002528080949559808;1.0;0.81504846;4
0;9.130704711424187e-05;1.0;1.1518167;5
0;0.00041418030741624534;1.0;1.3781937;6
0;0.006200956180691719;1.0;1.0951917;7
0;0.0074626123532652855;1.0;0.53254396;8
0;8.086834714049473e-05;1.0;0.08283812;9
0;0.006493573542684317;1.0;0.18092307;10
0;0.02202063798904419;1.0;0.6670856;11
0;0.00016979596694000065;1.0;1.0839307;12
0;0.006110755726695061;1.0;1.3698153;13
0;0.00962060410529375;1.0;1.5763056;14
0;0.019044118002057076;1.0;1.6393431;15
0;0.019283397123217583;1.0;1.5954949;16
0;0.05509376525878906;1.0;1.3820659;17
0;0.0066022914834320545;1.0;1.1392788;18
0;0.03322402015328407;1.0;0.70224357;19
0;7.824523345334455e-05;1.0;0.30089003;20
0;3.0281533327070065e-05;1.0;-0.062885344;21
0;0.0931251049041748;1.0;0.26959887;22
0;0.0007483537774533033;1.0;0.5774872;23
0;1.2231913387950044e-05;1.0;0.8592274;24
0;0.0037967239040881395;1.0;1.0797921;25
0;0.009346667677164078;1.0;1.2424232;26
0;0.006669570691883564;1.0;1.3652036;27
0;0.002202949719503522;1.0;1.4732453;28
0;0.0022588197607547045;1.0;1.5613489;29
0;0.004018664360046387;1.0;1.6381425;30
0;0.03697200119495392;1.0;1.6487929;31
0;0.0210109855979681;1.0;1.6532071;32
0;4.8842131946003065e-05;1.0;1.6576781;33
0;9.834850061452016e-05;1.0;1.6620786;34
0;0.0012278344947844744;1.0;1.6610318;35
0;0.013342384248971939;1.0;1.6392425;36
0;0.017440207302570343;1.0;1.601164;37
0;0.007948917336761951;1.0;1.5448437;38
0;0.0008703935891389847;1.0;1.4947479;39
0;0.029003066942095757;1.0;1.38035;40
0;0.0014348463155329227;1.0;1.2778261;41
0;0.027635687962174416;1.0;1.0825438;42
0;0.007985223084688187;1.0;0.87657666;43
0;0.0002494584769010544;1.0;0.6862744;44
0;0.0008817205671221018;1.0;0.48202252;45
0;0.0018689659191295505;1.0;0.35064185;46
0;0.013318803161382675;1.0;0.42405424;47
0;0.00020779174519702792;1.0;0.49434447;48
0;0.002174259163439274;1.0;0.6284462;49
0;2.5280116460635327e-05;1.0;0.747605;50
0;0.001626413781195879;1.0;0.8220287;51
0;0.009236544370651245;1.0;0.7707093;52
0;0.002888009650632739;1.0;0.67692566;53
0;0.00043727763113565743;1.0;0.5745745;54
0;2.7351148673915304e-05;1.0;0.48514307;55
0;0.002483631484210491;1.0;0.48143682;56
0;0.0003630618448369205;1.0;0.489071;57
0;7.212335913209245e-05;1.0;0.4981496;58
0;4.150026143179275e-06;1.0;0.50658154;59
0;0.0007068609702400863;1.0;0.54106575;60
0;6.534464773721993e-05;1.0;0.5762163;61
0;2.8825332265114412e-05;1.0;0.6123829;62
0;8.725205589144025e-06;1.0;0.6427846;63
0;7.965744589455426e-05;1.0;0.6639745;64
0;2.4380735339946114e-05;1.0;0.6819887;65
0;3.50535901816329e-06;1.0;0.69817954;66
0;0.0004240583803039044;1.0;0.698253;67
0;6.561525879078545e-06;1.0;0.6981539;68
0;0.0002989367058034986;1.0;0.68799;69
0;1.0247959835396614e-05;1.0;0.67844796;70
0;1.756279743858613e-06;1.0;0.6697107;71
0;0.0002466514997649938;1.0;0.64916706;72
0;5.223740117799025e-06;1.0;0.630193;73
0;2.3337072434514994e-06;1.0;0.6127264;74
0;1.883076583908405e-05;1.0;0.59132725;75
0;1.5876699990258203e-06;1.0;0.5726418;76
0;1.199799771711696e-05;1.0;0.5574975;77
0;5.455542850540951e-05;1.0;0.549046;78
0;0.00017115128866862506;1.0;0.5552925;79
0;1.5220310160657391e-05;1.0;0.56230533;80
0;5.492051059263758e-06;1.0;0.56922334;81
0;4.035961683257483e-05;1.0;0.5809209;82
0;3.0216767754609464e-07;1.0;0.5915771;83
0;2.9442812632396453e-08;1.0;0.60124254;84
0;3.99994739552767e-08;1.0;0.6098655;85
0;1.2690038886375987e-07;1.0;0.61762065;86
0;4.4128496483608615e-06;1.0;0.62363;87
0;6.160373118291318e-07;1.0;0.6289761;88
0;1.5550015177723253e-06;1.0;0.6336103;89
0;1.2625665704035782e-06;1.0;0.6376395;90
0;4.3385465687606484e-05;1.0;0.6365929;91
0;7.46917550031867e-08;1.0;0.63563734;92
