epoch;loss;lr;val_loss
0;0.006045762449502945;0.001;0.006633081007748842
1;0.004633469041436911;0.001;0.003576382528990507
2;0.002728608902543783;0.001;0.002592008328065276
3;0.0021932292729616165;0.001;0.002125257160514593
4;0.0019258111715316772;0.001;0.0020490067545324564
5;0.0016527496045455337;0.00020000001;0.0017567650647833943
6;0.001613214728422463;0.00020000001;0.0017164661549031734
7;0.0015598851023241878;4.0000003e-05;0.001671218778938055
8;0.001548642641864717;8.000001e-06;0.0016655119834467769
9;0.0015462231822311878;1.6000001e-06;0.001665032235905528
10;0.001545759616419673;1e-06;0.0016643996350467205
11;0.001545512001030147;1e-06;0.0016645489959046245
12;0.0015453920932486653;1e-06;0.0016640363028272986
13;0.0015452011721208692;1e-06;0.001664022565819323
14;0.0015450273640453815;1e-06;0.0016631537582725286
