time,batch_size,batch_mean_reward,batch_min_reward,batch_max_reward,batch_done_count,episodes_completed_total,transitions_total,replay_buffer_size
98.779,32,0.05383064743873546,-0.10653451532125471,0.22761545814573764,0,272,50502,50502
98.782,32,0.11805042256601156,-0.10658518895506859,0.2811771367676556,0,272,50534,50534
98.783,32,0.14030490514487612,-0.03659411147236827,0.28733171075582503,0,272,50566,50566
98.897,32,0.3417372765019536,0.22327089598402383,0.4439049988985061,0,272,50598,50598
99.007,32,0.15245446121552958,-0.06421126952045597,0.3662287458777428,0,272,50630,50630
99.009,32,0.17101813349727307,-0.11101298909634355,0.30195041075348855,0,272,50662,50662
99.009,32,0.0617279818328825,-0.16831324696540834,0.1861578998621553,0,272,50694,50694
99.13,32,0.19791701471258422,0.05428680195473137,0.3201604291796684,0,272,50726,50726
99.133,32,0.06781296178182286,-0.09716502353549006,0.17961542820557952,0,272,50758,50758
99.245,32,0.15812742138514296,0.004713368415832503,0.30869063287973403,0,272,50790,50790
99.368,32,0.16689434479631016,0.0187165506184101,0.3082223345525563,0,272,50822,50822
99.371,32,0.1564785831498739,0.057592616090550997,0.23385193906724455,0,272,50854,50854
99.372,32,0.04861360726208659,-0.17573726177215582,0.21888752854429183,0,272,50886,50886
99.486,32,0.10829844009713269,-0.09388648718595508,0.2578446917235851,0,272,50918,50918
99.489,32,0.13615545266275147,0.03765000086277723,0.2148446158040315,0,272,50950,50950
99.599,32,0.1448257098418253,-0.028115183860063536,0.2919205792248249,0,272,50982,50982
99.602,32,0.34101868775105687,0.17800531741231682,0.46813411577604713,0,272,51014,51014
99.719,32,0.3403951233543921,0.10256425216794018,0.48660521283745767,0,272,51046,51046
99.722,32,0.0995277207228355,-0.14242820069193837,0.2819860219955444,0,272,51078,51078
99.835,32,0.09905814425528661,-0.013580590486526517,0.1806605385616422,0,272,51110,51110
99.838,32,0.029566439107293258,-0.2542194291949272,0.19775600060820578,0,272,51142,51142
99.946,32,0.024515135059482416,-0.3197281010448933,0.18165936693549156,0,272,51174,51174
99.949,32,0.10553410109714605,0.00904307104647159,0.24508871585130693,0,272,51206,51206
100.061,32,0.1165430942041894,-0.013471391797065746,0.2483395345509052,0,272,51238,51238
100.183,32,0.12998074564457057,-0.045658618211746216,0.29279936850070953,0,272,51270,51270
100.186,32,0.3645357283814519,0.1893973570317029,0.46308617754839365,0,272,51302,51302
100.293,32,0.208051365884603,0.0442135104909539,0.38397166263312105,0,272,51334,51334
100.296,32,0.12065081506734715,-0.10162361264228825,0.2855471067130566,0,272,51366,51366
100.297,32,0.0467543225888221,-0.20353142321109774,0.2375703998608515,0,272,51398,51398
100.405,32,0.19705979156769898,0.02802761700004336,0.32863343730568884,0,272,51430,51430
100.513,32,0.06800869794096796,-0.031408542394638084,0.13648485168814659,0,272,51462,51462
100.516,32,0.16668840023921802,0.002739416062831873,0.30245984783396124,0,272,51494,51494
100.633,32,0.11493744065955978,-0.06940504983067514,0.3098121382296085,0,272,51526,51526
100.634,32,0.13842339401890058,-0.011584795266389836,0.2690695755183697,0,272,51558,51558
100.751,32,0.05815061555476859,-0.17036413177847864,0.20976680666208267,0,272,51590,51590
100.754,32,0.07108323131033102,-0.1104206308722496,0.21686548721045257,0,272,51622,51622
100.862,32,0.11733945476589724,-0.008896268904209137,0.19889116709819063,0,272,51654,51654
100.865,32,0.19767484083213277,0.06478923129616307,0.3486410439014435,0,272,51686,51686
100.975,32,0.3636104448523838,0.16711670998483896,0.46558414697647094,0,272,51718,51718
100.978,32,0.2968519985093735,0.12254057452082634,0.4321384340524673,0,272,51750,51750
101.094,32,0.10853546711150558,-0.09807595014572146,0.28010486364364623,0,272,51782,51782
101.097,32,0.07760483292368006,-0.10144202820956708,0.1823748355731368,0,272,51814,51814
101.204,32,0.020405940187629305,-0.09560928717255596,0.18445354290306568,0,272,51846,51846
101.208,32,0.06664942033530678,-0.06474428847432137,0.23454633280634882,0,272,51878,51878
101.319,32,0.14405153659681671,0.014531238935887814,0.2710366084007546,0,272,51910,51910
101.321,32,0.07320086923427879,-0.03325739502906799,0.16728890351951123,0,272,51942,51942
101.438,32,0.24363609493448166,0.10574212446808814,0.36943138812202964,0,272,51974,51974
101.441,32,0.346320767927682,0.11135907024145125,0.47725886106491094,0,272,52006,52006
101.552,32,0.1579059803079872,0.014267794275656331,0.2739426378160715,0,272,52038,52038
101.555,17,0.10792988027062488,0.021674832701683022,0.20842892862856388,1,273,52055,52055
101.556,32,0.04964543432433857,-0.45107663199305537,0.17525578662753105,0,273,52087,52087
101.666,32,0.11838774967764037,-0.01868291459977628,0.21417814902961255,0,273,52119,52119
101.836,32,0.19546362535620573,0.03651612326502801,0.3270585283637047,0,273,52151,52151
101.851,32,0.06055403385544196,-0.016403897106647497,0.14802026227116583,0,273,52183,52183
101.862,32,0.17868094696023035,0.03877293989062308,0.2898943092674017,0,273,52215,52215
101.868,32,0.07182357902056537,-0.03201372325420379,0.20528670176863667,0,273,52247,52247
101.909,32,0.10537795939017087,-0.030816881358623538,0.2554862052202225,0,273,52279,52279
101.978,32,0.1894452841974271,-0.014088930934667593,0.3116570031270385,0,273,52311,52311
102.013,32,0.16303972679525033,-0.03698925357311966,0.2379450812935829,0,273,52343,52343
102.072,32,0.06460125382291151,-0.21578728109598158,0.17054812312126158,0,273,52375,52375
102.129,32,0.09881543634692207,-0.06919506639242173,0.21073657199740412,0,273,52407,52407
102.197,32,0.12777420658612754,-0.02249615136533975,0.23541241567581894,0,273,52439,52439
102.257,32,0.13212516893399878,0.004590871557593357,0.27469259425997733,0,273,52471,52471
102.295,32,0.3550286331075767,0.20865628458559515,0.47058368586003785,0,273,52503,52503
102.36,32,0.37866042612331513,0.1791285276412964,0.49882370037958024,0,273,52535,52535
102.422,32,0.17816315425516221,-0.04391149431467056,0.3055312678217888,0,273,52567,52567
102.482,32,0.06511105481040433,-0.06328795033041387,0.1688291274011135,0,273,52599,52599
102.605,32,0.016916480186046096,-0.18917283266782764,0.12715279459953308,0,273,52631,52631
102.608,32,0.13625392042740714,-0.012153311073780038,0.2642883207648993,0,273,52663,52663
102.716,32,0.10922597312796825,-0.028475385904312145,0.2605270303785801,0,273,52695,52695
102.719,32,0.0879038170329295,-0.13604661710560326,0.2376311209052801,0,273,52727,52727
102.828,32,0.1710158340356429,0.006013723090291023,0.3093581970781088,0,273,52759,52759
102.831,32,0.3500905968801817,0.1967755973339081,0.4752907516434789,0,273,52791,52791
