timestamp,time,episode_lengths,episode_rewards,episode_mean_step_rewards,stream_batch_sizes,lap_times,reward_difficulty,difficulty,replay_buffer_size,batch_size,gradient_steps,learning_rate,actor_loss,critic_loss,ent_coef_loss,ent_coef,total_weight_updates,total_timesteps,UDT,post_process_duration,training_duration
2026-05-26 12:46:41,9.535414457321167,[154],[-115.35552666418847],[-0.7490618614557691],"[32, 32, 32, 32, 26]",[],,,515,1024,32,0.0003,-2.151984691619873,4.935537815093994,-0.03120940923690796,0.9904375076293945,32,507,0.0631163708086785,0.0,0.2875051498413086
2026-05-26 12:46:41,9.633387804031372,[99],[-75.8138033262913],[-0.7657959931948618],"[32, 32, 32, 3]",[],,,655,1024,32,0.0003,-2.3157403469085693,4.138287544250488,-0.06374165415763855,0.9809716939926147,64,638,0.10031347962382445,0.0,0.08638381958007812
2026-05-26 12:46:42,9.821839094161987,[99],[-74.50537329612521],[-0.752579528243689],"[32, 32, 32, 3]",[],,,753,1024,32,0.0003,-2.4636521339416504,2.0024027824401855,-0.12775969505310059,0.9623194336891174,128,737,0.17367706919945725,0.0,0.09472131729125977
2026-05-26 12:46:42,10.018618106842041,[117],[-83.56010515226572],[-0.7141889329253479],"[32, 32, 32, 21]",[],,,834,1024,32,0.0003,-2.6709253787994385,4.651183605194092,-0.19273057579994202,0.9440343976020813,192,822,0.23357664233576642,0.0,0.09532284736633301
2026-05-26 12:46:42,10.210970163345337,[94],[-67.75732279740936],[-0.7208225829511636],"[32, 32, 30]",[],,,924,1024,32,0.0003,-2.7062699794769287,4.592019557952881,-0.25544750690460205,0.9261025786399841,256,916,0.2794759825327511,0.0,0.08938741683959961
2026-05-26 12:46:42,10.404545307159424,[99],[-82.53909611767979],[-0.8337282436129271],"[32, 32, 32, 3]",[],,,1026,1024,32,0.0003,-2.806622266769409,3.735809326171875,-0.32101988792419434,0.9085114598274231,320,1015,0.31527093596059114,0.0,0.09322285652160645
2026-05-26 12:46:42,10.59450101852417,[94],[-67.20320786082124],[-0.7149277432002258],"[32, 32, 30]",[],,,1109,1024,32,0.0003,-2.8672356605529785,3.59512996673584,-0.3859947919845581,0.8912670016288757,384,1109,0.3462578899909829,0.0,0.08727622032165527
2026-05-26 12:46:43,10.808401346206665,[99],[-72.40715260194018],[-0.7313853798175775],"[32, 32, 32, 3]",[],,,1208,1024,32,0.0003,-2.7226223945617676,3.4686923027038574,-0.44848549365997314,0.8743502497673035,448,1208,0.3708609271523179,0.0,0.09726858139038086
2026-05-26 12:46:43,10.99443531036377,[101],[-72.01569638419045],[-0.7130266968731724],"[32, 32, 32, 5]",[],,,1309,1024,32,0.0003,-2.7201578617095947,2.4221339225769043,-0.5116087794303894,0.8577759265899658,512,1309,0.39113827349121466,0.0,0.08530330657958984
2026-05-26 12:46:43,11.342561960220337,[81],[-63.194234351371804],[-0.7801757327329849],"[32, 32, 17]",[],,,1422,1024,32,0.0003,-2.6416854858398438,4.943246841430664,-0.6054741144180298,0.8334951400756836,608,1422,0.42756680731364277,0.0,0.08572506904602051
2026-05-26 12:46:43,11.519551992416382,[104],[-79.53810673469246],[-0.7647894878335811],"[32, 32, 32, 8]",[],,,1494,1024,32,0.0003,-2.720707416534424,2.619009494781494,-0.6740039587020874,0.8177095055580139,672,1494,0.4497991967871486,0.0,0.08492851257324219
2026-05-26 12:46:43,11.698955774307251,[89],[-64.19545798808996],[-0.7212972807650558],"[32, 32, 25]",[],,,1599,1024,32,0.0003,-2.779210329055786,4.182652473449707,-0.7291052937507629,0.8022317290306091,736,1583,0.4649399873657612,0.0,0.08604192733764648
2026-05-26 12:46:44,11.78953742980957,[58],[-45.10076632743221],[-0.7775994194384863],"[32, 26]",[],,,1641,1024,32,0.0003,-2.7260706424713135,2.119264841079712,-0.7574295997619629,0.7946127653121948,768,1641,0.4680073126142596,0.0,0.08683419227600098
2026-05-26 12:46:44,11.987650156021118,[56],[-43.0064510707176],[-0.7679723405485287],"[32, 24]",[],,,1740,1024,32,0.0003,-2.741454601287842,4.395572185516357,-0.8253385424613953,0.7795923352241516,832,1729,0.48120300751879697,0.0,0.09139204025268555
2026-05-26 12:46:44,12.18062424659729,[113],[-80.4160615142293],[-0.7116465620728257],"[32, 32, 32, 17]",[],,,1842,1024,32,0.0003,-2.6631383895874023,3.7312026023864746,-0.8859227299690247,0.7648671269416809,896,1842,0.48642779587404994,0.0,0.09314489364624023
2026-05-26 12:46:44,12.278424501419067,[53],[-45.90431165013825],[-0.8661190877384574],"[32, 21]",[],,,1873,1024,32,0.0003,-2.974008321762085,3.8936657905578613,-0.9150848388671875,0.7576107382774353,928,1863,0.4981213097155126,0.0,0.0947115421295166
2026-05-26 12:46:44,12.569039583206177,[147],[-96.17577597871455],[-0.6542569794470379],"[32, 32, 32, 32, 19]",[],,,2016,1024,32,0.0003,-2.9777348041534424,4.076236724853516,-1.0079166889190674,0.7362646460533142,1024,2010,0.5094527363184079,0.0,0.093658447265625
2026-05-26 12:46:45,12.762619256973267,[104],[-73.9517263037084],[-0.7110742913818118],"[32, 32, 32, 8]",[],,,2114,1024,32,0.0003,-3.201693534851074,3.593747854232788,-1.0695152282714844,0.7224372625350952,1088,2114,0.5146641438032167,0.0,0.09435486793518066
2026-05-26 12:46:45,12.95449709892273,[103],[-66.13175670636784],[-0.6420558903530856],"[32, 32, 32, 7]",[],,,2228,1024,32,0.0003,-3.6739072799682617,2.028658151626587,-1.128227949142456,0.7088895440101624,1152,2217,0.5196211096075778,0.0,0.09368014335632324
2026-05-26 12:46:45,13.155813455581665,[98],[-69.76913399147696],[-0.7119299386885405],"[32, 32, 32, 2]",[],,,2315,1024,32,0.0003,-3.621520519256592,3.3892037868499756,-1.1778314113616943,0.6955896019935608,1216,2315,0.5252699784017278,0.0,0.09517788887023926
2026-05-26 12:46:45,13.358007669448853,[116],[-77.5417466413451],[-0.6684633331150438],"[32, 32, 32, 20]",[],,,2431,1024,32,0.0003,-3.4409866333007812,2.7977073192596436,-1.2447224855422974,0.6825909614562988,1280,2431,0.5265322912381736,0.0,0.09140205383300781
2026-05-26 12:46:46,13.748226404190063,[156],[-89.07753897950892],[-0.5710098652532622],"[32, 32, 32, 32, 28]",[],,,2628,1024,32,0.0003,-3.824474334716797,2.8847646713256836,-1.350904107093811,0.6574177742004395,1408,2619,0.5376097747231768,0.0,0.09078836441040039
2026-05-26 12:46:46,13.837655305862427,[90],[-56.29587441251438],[-0.6255097156946042],"[32, 32, 26]",[],,,2685,1024,32,0.0003,-3.95489764213562,1.8670107126235962,-1.3753613233566284,0.6512781977653503,1440,2677,0.537915577138588,0.0,0.08601713180541992
2026-05-26 12:46:46,14.02645492553711,[95],[-55.75409481950027],[-0.5868852086263188],"[32, 32, 31]",[],,,2772,1024,32,0.0003,-3.783362865447998,4.333467960357666,-1.4192259311676025,0.6391921043395996,1504,2772,0.5425685425685426,0.0,0.08734679222106934
2026-05-26 12:46:46,14.303381443023682,"[99, 33]","[-68.16226790951097, -25.323283465714958]","[-0.688507756661727, -0.7673722262337869]","[32, 32, 32, 3, 32, 1]",[],,,2912,1024,32,0.0003,-3.644136905670166,4.3923797607421875,-1.5185561180114746,0.6215333342552185,1600,2904,0.5509641873278237,0.0,0.09396481513977051
2026-05-26 12:46:46,14.587693452835083,[103],[-71.5070762620052],[-0.6942434588544195],"[32, 32, 32, 7]",[],,,3007,1024,32,0.0003,-3.745762825012207,2.436786651611328,-1.6061296463012695,0.6043627262115479,1696,3007,0.5640172929830396,0.0,0.08924317359924316
2026-05-26 12:46:46,14.684147119522095,[77],[-48.905244939056054],[-0.6351330511565721],"[32, 32, 13]",[],,,3084,1024,32,0.0003,-3.7361156940460205,2.9163899421691895,-1.6357715129852295,0.5987371206283569,1728,3084,0.5603112840466926,0.0,0.09097647666931152
2026-05-26 12:46:47,15.1490159034729,[194],[-111.61423372473386],[-0.5753311016738858],"[32, 32, 32, 32, 32, 32, 2]",[],,,3310,1024,32,0.0003,-3.9025990962982178,2.4356794357299805,-1.7426928281784058,0.5714783668518066,1888,3310,0.570392749244713,0.0,0.09059262275695801
2026-05-26 12:46:47,15.33660364151001,[119],[-63.13244344584769],[-0.5305247348390564],"[32, 32, 32, 23]",[],,,3397,1024,32,0.0003,-3.705676555633545,2.1973421573638916,-1.802222490310669,0.5609604120254517,1952,3397,0.5746246688254342,0.0,0.08960819244384766
2026-05-26 12:46:47,15.630688905715942,[155],[-76.28335971040904],[-0.49215070780909054],"[32, 32, 32, 32, 27]",[],,,3560,1024,32,0.0003,-3.7589778900146484,3.022430419921875,-1.8942985534667969,0.5455619692802429,2048,3552,0.5765765765765766,0.0,0.0950479507446289
2026-05-26 12:46:48,15.834226369857788,[99],[-60.762599263861006],[-0.613763628927889],"[32, 32, 32, 3]",[],,,3651,1024,32,0.0003,-3.752840042114258,2.86445689201355,-1.9281811714172363,0.5355299711227417,2112,3651,0.5784716516023007,0.0,0.10495853424072266
2026-05-26 12:46:48,16.24082326889038,[190],[-86.18494382759718],[-0.45360496751366935],"[32, 32, 32, 32, 32, 30]",[],,,3873,1024,32,0.0003,-3.910101890563965,1.9845908880233765,-2.0782203674316406,0.5160272121429443,2240,3873,0.5783630260779757,0.0,0.09486150741577148
2026-05-26 12:46:48,16.43653106689453,[99],[-61.49601060205086],[-0.6211718242631399],"[32, 32, 32, 3]",[],,,3984,1024,32,0.0003,-3.912837505340576,1.8070504665374756,-2.100480079650879,0.506537914276123,2304,3972,0.5800604229607251,0.0,0.0962839126586914
2026-05-26 12:46:48,16.631763458251953,[99],[-66.4994859820008],[-0.6717119796161698],"[32, 32, 32, 3]",[],,,4039,1024,32,0.0003,-3.6429426670074463,2.683317184448242,-2.174325704574585,0.497233510017395,2368,4039,0.5862837335974251,0.0,0.09532451629638672
2026-05-26 12:46:49,16.925965547561646,[167],[-74.51405405373525],[-0.4461919404415286],"[32, 32, 32, 32, 32, 7]",[],,,4206,1024,32,0.0003,-4.087141990661621,2.480682849884033,-2.246677875518799,0.48359423875808716,2464,4206,0.5858297669995245,0.0,0.09407448768615723
2026-05-26 12:46:49,17.115850925445557,[91],[-55.52481460905],[-0.6101627979016482],"[32, 32, 27]",[],,,4297,1024,32,0.0003,-3.6979775428771973,3.3868980407714844,-2.2472047805786133,0.47472307085990906,2528,4297,0.5883174307656505,0.0,0.08872842788696289
2026-05-26 12:46:49,17.410948276519775,[182],[-109.92630108392545],[-0.603990665296294],"[32, 32, 32, 32, 32, 22]",[],,,4479,1024,32,0.0003,-3.720703125,1.908608317375183,-2.318739891052246,0.4617295265197754,2624,4479,0.5858450546997097,0.0,0.0950784683227539
2026-05-26 12:46:49,17.605118989944458,[99],[-66.24130860913965],[-0.6691041273650471],"[32, 32, 32, 3]",[],,,4578,1024,32,0.0003,-3.5209293365478516,1.9047777652740479,-2.4054367542266846,0.45326825976371765,2688,4578,0.5871559633027523,0.0,0.09111952781677246
2026-05-26 12:46:50,17.900086402893066,[99],[-64.17431110385665],[-0.6482253646854209],"[32, 32, 32, 3]",[],,,4677,1024,32,0.0003,-3.4635443687438965,1.837792158126831,-2.509901762008667,0.4408412277698517,2784,4677,0.5952533675432969,0.0,0.09681272506713867
2026-05-26 12:46:50,18.069044828414917,[31],[-22.13563601796175],[-0.7140527747729597],[31],[],,,4708,1024,32,0.0003,-3.3729751110076904,1.7683780193328857,-2.525792360305786,0.4367768168449402,2816,4708,0.5981308411214953,0.0,0.12788128852844238
2026-05-26 12:46:50,18.26340389251709,[70],[-37.65946809564892],[-0.537992401366413],"[32, 32, 6]",[],,,4828,1024,32,0.0003,-3.4717893600463867,2.426182270050049,-2.5458602905273438,0.42875102162361145,2880,4810,0.5987525987525988,0.0,0.09482192993164062
2026-05-26 12:46:50,18.361459493637085,[58],[-37.68748522556634],[-0.6497842280270059],"[32, 26]",[],,,4845,1024,32,0.0003,-3.1050870418548584,2.1542091369628906,-2.580414295196533,0.42480456829071045,2912,4836,0.6021505376344086,0.0,0.09522271156311035
2026-05-26 12:46:50,18.55097460746765,[106],[-66.89605570149885],[-0.6310948651084798],"[32, 32, 32, 10]",[],,,4950,1024,32,0.0003,-3.20212459564209,2.068389892578125,-2.670802116394043,0.4170108437538147,2976,4942,0.6021853500607042,0.0,0.09522867202758789
2026-05-26 12:46:51,18.838870525360107,[129],[-66.24325837535903],[-0.5135136308167367],"[32, 32, 32, 32, 1]",[],,,5077,1024,32,0.0003,-3.16426420211792,1.6957142353057861,-2.7064664363861084,0.4056134819984436,3072,5071,0.6057976730427923,0.0,0.10295915603637695
2026-05-26 12:46:51,19.122325897216797,[183],[-72.0646936913582],[-0.39379614038993555],"[32, 32, 32, 32, 32, 23]",[],,,5254,1024,32,0.0003,-3.0558414459228516,1.703697919845581,-2.7640886306762695,0.39450493454933167,3168,5254,0.6029691663494481,0.0,0.08643794059753418
2026-05-26 12:46:51,19.51313352584839,"[158, 43]","[-85.25316738088571, -29.92188722558063]","[-0.5395770087397831, -0.6958578424553634]","[32, 32, 32, 32, 30, 32, 11]",[],,,5455,1024,32,0.0003,-3.297272205352783,1.512007236480713,-2.861071825027466,0.3802145719528198,3296,5455,0.6042163153070578,0.0,0.09115791320800781
2026-05-26 12:46:51,19.704904079437256,[99],[-50.19044376488648],[-0.5069741794432978],"[32, 32, 32, 3]",[],,,5564,1024,32,0.0003,-2.878486156463623,2.067023277282715,-2.9038333892822266,0.3732820451259613,3360,5554,0.6049693914296003,0.0,0.08844304084777832
2026-05-26 12:46:52,19.889604568481445,[99],[-52.12671288127305],[-0.5265324533461927],"[32, 32, 32, 3]",[],,,5662,1024,32,0.0003,-2.9662041664123535,1.4631290435791016,-2.9369049072265625,0.36646658182144165,3424,5653,0.6056960905713781,0.0,0.0888972282409668
2026-05-26 12:46:52,20.079880475997925,[99],[-52.95890187547378],[-0.5349384027825633],"[32, 32, 32, 3]",[],,,5752,1024,32,0.0003,-2.669739246368408,0.8030033111572266,-3.076706886291504,0.3597906827926636,3488,5752,0.6063977746870653,0.0,0.0871737003326416
2026-05-26 12:46:52,20.283114433288574,[99],[-54.268319473401206],[-0.5481648431656687],"[32, 32, 32, 3]",[],,,5861,1024,32,0.0003,-2.8691632747650146,1.2909681797027588,-3.045726776123047,0.3532509207725525,3552,5851,0.6070757135532387,0.0,0.09179496765136719
2026-05-26 12:46:53,21.096374034881592,"[88, 48, 83]","[-39.532217211916745, -27.989000388902294, -44.23871753311245]","[-0.44922974104450814, -0.5831041747687978, -0.5329965967844873]","[32, 32, 24, 32, 16, 32, 32, 19]",[],,,6237,1024,32,0.0003,-2.7994818687438965,1.5840950012207031,-3.123534917831421,0.3500417470932007,3584,6230,0.5752808988764045,0.0,0.09324765205383301
2026-05-26 12:46:53,21.389638900756836,[308],[-138.68261114261736],[-0.45026821799551076],"[32, 32, 32, 32, 32, 32, 32, 32, 32, 20]",[],,,6378,1024,32,0.0003,-2.488018751144409,2.343360185623169,-3.1247382164001465,0.3405461013317108,3680,6378,0.576983380370022,0.0,0.09431719779968262
2026-05-26 12:46:54,21.77467179298401,[180],[-59.80553428528394],[-0.33225296825157746],"[32, 32, 32, 32, 32, 20]",[],,,6564,1024,32,0.0003,-2.769850254058838,1.9422974586486816,-3.1297645568847656,0.3282533586025238,3808,6558,0.5806648368405002,0.0,0.09676194190979004
2026-05-26 12:46:54,21.87279987335205,[51],[-29.017242273032505],[-0.5689655347653432],"[32, 19]",[],,,6609,1024,32,0.0003,-2.3449478149414062,1.3688101768493652,-3.214303731918335,0.3252503573894501,3840,6609,0.5810258738084431,0.0,0.09456181526184082
2026-05-26 12:46:54,21.971988439559937,[50],[-31.1990230244104],[-0.6239804604882081],"[32, 18]",[],,,6667,1024,32,0.0003,-2.516986608505249,2.2358553409576416,-3.2920100688934326,0.3222697973251343,3872,6659,0.5814686889923412,0.0,0.09585142135620117
2026-05-26 12:46:54,22.172824144363403,[99],[-57.987789999835236],[-0.585735252523588],"[32, 32, 32, 3]",[],,,6758,1024,32,0.0003,-2.4095981121063232,1.023620367050171,-3.2995352745056152,0.31638720631599426,3936,6758,0.5824208345664398,0.0,0.0910186767578125
