timestamp,time,episode_lengths,episode_rewards,episode_mean_step_rewards,lap_times,reward_difficulty,difficulty,total_timesteps,training_duration,replay_buffer_size,batch_size,gradient_steps,learning_rate,actor_loss,critic_loss,ent_coef_loss,ent_coef,total_weight_updates,UDT
2026-04-02 13:59:29,60.501816511154175,"[83, 99, 96, 109, 99, 131, 52, 94, 99, 75, 82]","[-24.281310046630303, -37.66274523194196, -30.447630071218775, -30.870163906520506, -24.958658031429437, -19.44791458525569, -21.858570539597494, -25.416850376958887, -35.10584837269183, -27.14825633368134, -29.232781920330705]","[-0.29254590417626875, -0.3804317700196157, -0.3171628132418622, -0.28321251290385785, -0.25210765688312564, -0.14845736324622663, -0.4203571257614902, -0.2703920252867967, -0.3546045290170891, -0.3619767511157512, -0.3564973404918379]",[],,,32402,0.8014936447143555,32402,256,256,0.0003,2.9552547931671143,0.6140239238739014,-3.8242506980895996,0.08244561403989792,8960,0.2765261403617061
2026-04-02 13:59:30,61.91091966629028,"[104, 116, 117, 120, 187, 156, 119]","[-23.23645226343945, -18.783976501486954, -21.53456679159583, -16.197090264167073, -46.18480197821382, -41.277681403247996, -33.22724672919843]","[-0.2234274256099947, -0.16193083190937027, -0.18405612642389602, -0.13497575220139227, -0.24697755068563537, -0.2646005218156922, -0.27922056074956664]",[],,,33321,0.7703578472137451,33321,256,256,0.0003,3.2002182006835938,1.7087578773498535,-4.124539375305176,0.07715605944395065,9216,0.2765823354641217
2026-04-02 13:59:32,63.32728147506714,"[149, 130, 213, 99, 123, 60, 89]","[-39.13379446029394, -36.41200274447024, -42.979590613227266, -25.09618733155386, -39.36392041680598, -22.258664053888737, -26.369806301016336]","[-0.26264291584089877, -0.28009232880361734, -0.20178211555505748, -0.2534968417328673, -0.3200318733073657, -0.370977734231479, -0.29628995843838574]",[],,,34184,0.784325361251831,34184,256,256,0.0003,3.3742048740386963,1.0780560970306396,-3.2808375358581543,0.07234451919794083,9472,0.277088696466183
2026-04-02 13:59:33,64.95079588890076,"[99, 95, 86, 92, 224, 104, 100, 124, 92]","[-26.673499322276655, -25.82857654336447, -26.166872078555947, -23.52635521898828, -41.345909521610594, -33.687110200454555, -22.04411317313472, -31.916142056466455, -19.10311243774713]","[-0.26942928608360256, -0.27187975308804707, -0.3042659544018133, -0.25572125238030735, -0.18457995322147588, -0.323914521158217, -0.2204411317313472, -0.2573882423908585, -0.20764252649725143]",[],,,35200,0.8141634464263916,35200,256,256,0.0003,3.4755048751831055,0.3817431330680847,-3.4838359355926514,0.0680186077952385,9728,0.27636363636363637
2026-04-02 13:59:35,66.40111184120178,"[123, 92, 126, 108, 99, 72, 116, 91, 46, 44]","[-35.91764479568789, -26.959210489677176, -22.130621174040126, -21.63431547084068, -26.517502989786692, -20.993660830170843, -24.381730079320796, -18.318294230750453, -19.94742712761386, -20.13697570810699]","[-0.29201337232266567, -0.2930348966269259, -0.17563985058762002, -0.20031773584111737, -0.26785356555340095, -0.2915786226412617, -0.2101873282700069, -0.20129993660165332, -0.43363972016551877, -0.4576585388206134]",[],,,36117,0.8195896148681641,36117,256,256,0.0003,3.727231025695801,0.6403071284294128,-3.223520278930664,0.06403971463441849,9984,0.27643491984384083
2026-04-02 13:59:36,67.87116003036499,"[90, 86, 91, 165, 55, 99, 312]","[-19.199874486899915, -17.265210494127345, -22.257992396215652, -26.54030085870442, -21.199509589522584, -22.41101444263387, -46.33043214140525]","[-0.2133319387433324, -0.2007582615596203, -0.2445933230353368, -0.16085030823457225, -0.38544562890041056, -0.2263738832589279, -0.14849497481219628]",[],,,37015,0.8353090286254883,37015,256,256,0.0003,3.4014389514923096,1.5979275703430176,-3.434173583984375,0.060428742319345474,10240,0.27664460353910575
2026-04-02 13:59:38,69.37775778770447,"[99, 172, 153, 99, 66, 119, 74, 136]","[-23.74992883727733, -26.53186572563068, -38.014609431554554, -31.79501261759005, -21.323801501790673, -20.519217261872576, -22.97818018264814, -25.829249281558205]","[-0.2398982710836094, -0.15425503328855047, -0.24846149955264418, -0.32116174361202066, -0.32308790154228284, -0.17243039715859307, -0.310515948414164, -0.18992095059969266]",[],,,37933,0.8525471687316895,37933,256,256,0.0003,4.076325416564941,0.518512487411499,-2.6931509971618652,0.05710962042212486,10496,0.2766983892652835
2026-04-02 13:59:39,70.92377781867981,"[99, 99, 109, 109, 51, 159, 99, 99, 30, 75, 113]","[-30.676694985462696, -31.15570985630287, -26.655131022669934, -18.761163328082525, -21.665719544275156, -37.69135885223179, -26.76876703396224, -25.386066528603017, -20.436193440196966, -17.58733561664376, -18.165745104855954]","[-0.3098656059137646, -0.31470413996265517, -0.24454248644651308, -0.1721207644778213, -0.424818030279905, -0.2370525713976841, -0.2703915862016388, -0.2564249144303335, -0.6812064480065655, -0.2344978082219168, -0.1607588062376633]",[],,,38975,0.7309823036193848,38975,256,256,0.0003,4.252374172210693,1.2585316896438599,-3.2704927921295166,0.05413166061043739,10752,0.2758691468890314
2026-04-02 13:59:41,72.31831502914429,"[61, 101, 139, 153, 99, 56, 94, 49, 109]","[-20.780324410919206, -13.318169861782565, -20.804387103099074, -21.960476173557197, -29.45442501442888, -19.71926343668689, -16.333530156584366, -22.646714960442115, -16.41149960327033]","[-0.3406610559167083, -0.13186306793844121, -0.1496718496625833, -0.14353252401017777, -0.29751944459019064, -0.3521297042265516, -0.17376095911259964, -0.4621778563355533, -0.1505642165437645]",[],,,39836,0.7521979808807373,39836,256,256,0.0003,4.392409324645996,0.457736611366272,-2.110901117324829,0.051353178918361664,11008,0.2763329651571443
2026-04-02 13:59:42,73.9140841960907,"[66, 87, 32, 98, 76, 99, 57, 180, 138]","[-21.09558707021225, -16.66743854958871, -20.084908061486797, -16.844122547441998, -22.538199899667568, -36.97299852107032, -21.011048917698492, -19.84547407313161, -39.954152231046024]","[-0.3196301071244281, -0.19157975344354838, -0.6276533769214624, -0.17187880150451018, -0.2965552618377312, -0.3734646315259627, -0.36861489329295605, -0.11025263373962006, -0.2895228422539568]",[],,,40669,0.8122191429138184,40669,256,256,0.0003,4.577998161315918,0.6402813196182251,-2.3523454666137695,0.04878821223974228,11264,0.27696771496717404
2026-04-02 13:59:44,75.37883710861206,"[123, 54, 195, 180, 103, 106, 62, 97]","[-19.776266348379842, -20.150754753146092, -25.14015055900164, -32.66507241266661, -17.583462570503993, -15.157465300471694, -19.03588492891216, -17.565868233459522]","[-0.1607826532388605, -0.373162125058261, -0.12892384902052123, -0.18147262451481455, -0.17071322883984463, -0.14299495566482728, -0.3070304020792284, -0.1810914250872115]",[],,,41589,0.8248929977416992,41589,256,256,0.0003,4.56493616104126,0.33511778712272644,-1.917963981628418,0.04645619913935661,11520,0.2769963211426098
2026-04-02 13:59:45,76.80880928039551,"[97, 61, 204, 99, 77, 79, 70, 99, 91]","[-16.33315941569101, -22.836939049319756, -41.40263386069412, -35.399242001767696, -16.794073621962212, -18.95392738060682, -20.461869182083536, -24.304695863749533, -22.921133309255517]","[-0.1683830867597011, -0.3743760499888485, -0.20295408755242217, -0.35756810102795655, -0.2181048522332755, -0.23992313140008634, -0.2923124168869077, -0.24550197842171248, -0.2518805858159947]",[],,,42466,0.7839891910552979,42466,256,256,0.0003,4.882159233093262,0.2975149154663086,-1.7466278076171875,0.044175535440444946,11776,0.27730419629821507
2026-04-02 13:59:47,78.41497874259949,"[159, 92, 183, 143, 137, 182, 103]","[-22.813925188936295, -15.650521739497002, -47.54429325008819, -41.41011771003515, -15.09116485908602, -44.94931704835383, -15.691000468745735]","[-0.14348380621972512, -0.17011436673366304, -0.25980488114802286, -0.28958124272751856, -0.11015448802252567, -0.24697426949644954, -0.15233981037617217]",[],,,43465,0.7805259227752686,43465,256,256,0.0003,5.395146369934082,0.6810567378997803,-1.5633491277694702,0.0419345423579216,12032,0.27682043023122055
2026-04-02 13:59:48,79.98343086242676,"[304, 164, 84, 200, 291]","[-30.23450143721187, -45.916109579513154, -15.901906342340538, -14.670303874172728, -30.844698597982898]","[-0.0994555968329337, -0.27997627792386065, -0.18930840883738737, -0.07335151937086365, -0.10599552782811998]",[],,,44508,0.890345573425293,44508,256,256,0.0003,5.418588161468506,1.2359509468078613,-2.338923692703247,0.03969907760620117,12288,0.27608519816662175
