s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,d_right_iqp,d_left_iqp
0.000000,-4.458554,-5.795950,-1.606757,0.931685,2.721262,-0.331671,1.877721,0.517204
0.099883,-4.358723,-5.794910,-1.514097,0.925150,2.709060,-0.450398,1.784170,0.516157
0.199765,-4.259392,-5.784653,-1.421688,0.926257,2.692403,-0.400535,1.688250,0.519595
0.299648,-4.161293,-5.765190,-1.327688,0.956627,2.677503,-0.027693,1.590294,0.522355
0.399531,-4.065820,-5.736535,-1.229868,1.008803,2.676469,-0.027693,1.491297,0.527257
0.499413,-3.973499,-5.698437,-1.128958,1.008992,2.675436,-0.023395,1.391449,0.527758
0.599296,-3.885533,-5.651283,-1.028691,0.997052,2.674562,0.067856,1.291966,0.532947
0.699179,-3.802578,-5.595608,-0.931423,0.954716,2.677095,0.361110,1.193865,0.546811
0.799061,-3.725405,-5.532339,-0.836886,0.940409,2.690535,0.395026,1.098726,0.568880
0.898944,-3.654193,-5.462237,-0.753081,0.733026,2.705160,1.847665,1.007905,0.598101
0.998827,-3.588392,-5.387228,-0.690727,0.523087,2.772542,3.166103,0.922841,0.613745
1.098709,-3.526760,-5.308738,-0.641638,0.460467,2.884348,3.305369,0.844390,0.632275
1.198592,-3.468717,-5.227379,-0.598765,0.393878,2.996625,3.548105,0.774119,0.661221
1.298475,-3.413952,-5.143991,-0.565440,0.274452,3.112644,4.401878,0.712288,0.699807
1.398358,-3.361373,-5.058938,-0.543890,0.158140,3.250830,5.362150,0.652631,0.747586
1.498240,-3.310272,-4.973236,-0.533095,0.058477,3.411608,6.371718,0.602105,0.798757
1.598123,-3.259566,-4.887054,-0.532178,-0.039306,3.593315,6.536956,0.553399,0.849751
1.698006,-3.208609,-4.801198,-0.540588,-0.129091,3.770646,5.184620,0.519252,0.901189
1.797888,-3.156495,-4.715917,-0.557968,-0.216442,3.905570,3.759219,0.501630,0.934875
1.897771,-3.102583,-4.631764,-0.582570,-0.276178,4.000555,2.668975,0.501497,0.970654
1.997654,-3.046432,-4.549225,-0.613191,-0.334238,4.066646,1.552998,0.510441,1.017388
2.097536,-2.987523,-4.468454,-0.647344,-0.349020,4.104613,1.195341,0.524467,1.074145
2.197419,-2.925952,-4.389934,-0.682910,-0.362049,4.133598,0.885606,0.553103,1.133022
2.297302,-2.861494,-4.313540,-0.718640,-0.352871,4.154942,0.977218,0.594214,1.199466
2.397184,-2.794487,-4.239577,-0.753412,-0.343829,4.178368,1.063133,0.633065,1.272563
2.497067,-2.724880,-4.167853,-0.787253,-0.333332,4.203705,1.172303,0.680622,1.351296
2.596950,-2.653023,-4.098582,-0.820009,-0.323281,4.231468,1.270566,0.736005,1.434393
2.696832,-2.578873,-4.031585,-0.851923,-0.315378,4.261354,1.321024,0.797733,1.521206
2.796715,-2.502734,-3.967028,-0.883012,-0.307512,4.292206,1.359363,0.863016,1.606636
2.896598,-2.424571,-3.904778,-0.913361,-0.299952,4.323724,1.393344,0.925245,1.684381
2.996480,-2.344647,-3.844950,-0.942939,-0.292594,4.355793,1.425179,0.976529,1.759697
3.096363,-2.262946,-3.787438,-0.971816,-0.285434,4.388352,1.455092,0.951909,1.787493
3.196246,-2.179696,-3.732316,-0.999961,-0.278390,4.421347,1.484838,0.934524,1.822981
3.296128,-2.094896,-3.679500,-1.027437,-0.271664,4.454764,1.510414,0.919227,1.865673
3.396011,-2.008736,-3.629028,-1.054235,-0.265177,4.488503,1.533567,0.907107,1.907967
3.495894,-1.921233,-3.580836,-1.080427,-0.259205,4.522500,1.569914,0.903255,1.900226
3.595776,-1.832542,-3.534941,-1.106017,-0.253328,4.557041,1.617066,0.907841,1.895916
3.695659,-1.742694,-3.491293,-1.131036,-0.247617,4.592348,1.662211,0.920796,1.884316
3.795542,-1.651812,-3.449889,-1.155485,-0.242017,4.628359,1.706586,0.939919,1.869571
3.895424,-1.559941,-3.410687,-1.179386,-0.236554,4.665043,1.749729,0.949390,1.853642
3.995307,-1.467182,-3.373671,-1.202743,-0.231216,4.702357,1.791947,0.957366,1.839683
