s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,d_right_iqp,d_left_iqp
0.000000,-4.541240,-5.790889,1.478978,-0.877209,2.772673,0.028409,0.513152,1.953690
0.099992,-4.640146,-5.777355,1.390180,-0.903318,2.773697,-0.029718,0.501832,2.042909
0.199983,-4.737678,-5.754886,1.297945,-0.940044,2.772626,-0.029718,0.501261,2.129153
0.299975,-4.832549,-5.723485,1.204508,-0.931498,2.771554,0.032205,0.511227,2.211616
0.399966,-4.924129,-5.683365,1.111214,-0.933312,2.772715,0.011731,0.521518,2.289087
0.499958,-5.011714,-5.635068,1.024795,-0.795273,2.773138,1.070909,0.515946,2.321478
0.599949,-5.095095,-5.580015,0.951822,-0.669929,2.811487,1.873934,0.521723,2.264068
0.699941,-5.174595,-5.519305,0.885751,-0.649986,2.877362,1.758010,0.535035,2.184372
0.799932,-5.249898,-5.453641,0.821989,-0.626411,2.937820,1.705429,0.546235,2.109480
0.899924,-5.320964,-5.383332,0.759570,-0.623007,2.995304,1.496115,0.568950,2.038180
0.999915,-5.387524,-5.308717,0.697227,-0.623119,3.044838,1.297554,0.592346,1.971429
1.099907,-5.449343,-5.230113,0.635997,-0.601537,3.087156,1.333074,0.619834,1.909699
1.199898,-5.506297,-5.147974,0.576870,-0.581003,3.130036,1.365264,0.656067,1.853011
1.299890,-5.558421,-5.062632,0.520192,-0.552653,3.173350,1.483414,0.699792,1.801199
1.399881,-5.605730,-4.974575,0.466275,-0.527099,3.219753,1.575027,0.747517,1.753617
1.499873,-5.648347,-4.884097,0.414378,-0.510802,3.268300,1.579154,0.790550,1.700300
1.599864,-5.686265,-4.791616,0.364076,-0.495290,3.316262,1.594112,0.828808,1.646130
1.699856,-5.719584,-4.697314,0.315506,-0.476028,3.363984,1.659812,0.872606,1.600770
1.799847,-5.748359,-4.601594,0.268835,-0.458329,3.412964,1.713725,0.921162,1.564986
1.899839,-5.772730,-4.504595,0.223718,-0.443904,3.462808,1.735467,0.972612,1.537874
1.999830,-5.792760,-4.406668,0.180038,-0.430082,3.512563,1.753840,1.020876,1.506605
2.099822,-5.808571,-4.307916,0.137714,-0.416341,3.562140,1.767678,1.072781,1.465599
2.199813,-5.820252,-4.208640,0.096750,-0.403402,3.611419,1.779629,1.121373,1.428081
2.299805,-5.827923,-4.108928,0.057011,-0.391356,3.660361,1.787878,1.172437,1.400604
2.399796,-5.831685,-4.009035,0.018468,-0.379823,3.708879,1.797074,1.226327,1.383717
2.499788,-5.831652,-3.909033,-0.018959,-0.368718,3.757016,1.811366,1.282742,1.377707
2.599779,-5.827933,-3.809132,-0.055285,-0.358121,3.804920,1.845685,1.336299,1.381424
2.699771,-5.820637,-3.709401,-0.090592,-0.348030,3.853118,1.877864,1.385320,1.374299
2.799762,-5.809878,-3.610008,-0.124898,-0.338317,3.901546,1.909619,1.436717,1.365790
2.899754,-5.795761,-3.511015,-0.158258,-0.328940,3.950184,1.941370,1.463718,1.367953
2.999745,-5.778398,-3.412556,-0.190691,-0.319917,3.999024,1.972651,1.470545,1.362748
3.099737,-5.757893,-3.314691,-0.222243,-0.311199,4.048047,1.983387,1.457177,1.365288
3.199728,-5.734354,-3.217521,-0.252937,-0.302966,4.096747,1.991819,1.447486,1.377561
3.299720,-5.707881,-3.121101,-0.282844,-0.295239,4.145077,1.997613,1.441637,1.364087
3.399711,-5.678576,-3.025510,-0.311993,-0.288035,4.192988,2.000062,1.439760,1.356754
3.499703,-5.646527,-2.930798,-0.340458,-0.281352,4.240416,1.998821,1.433350,1.359645
3.599694,-5.611829,-2.837028,-0.368267,-0.275008,4.287290,1.973506,1.426740,1.368120
3.699686,-5.574564,-2.744244,-0.395462,-0.268961,4.333074,1.943862,1.424372,1.372652
3.799677,-5.534818,-2.652499,-0.422061,-0.263162,4.377701,1.916640,1.416849,1.371907
3.899669,-5.492670,-2.561826,-0.448094,-0.257563,4.421262,1.892222,1.410212,1.372449
3.999660,-5.448204,-2.472276,-0.473578,-0.252257,4.463852,1.868204,1.405352,1.364486
4.099652,-5.401489,-2.383866,-0.498546,-0.247154,4.505506,1.851169,1.401234,1.366347
4.199643,-5.352609,-2.296649,-0.523013,-0.242332,4.546404,1.866917,1.401774,1.366192
4.299635,-5.301623,-2.210627,-0.547013,-0.237695,4.587280,1.881566,1.404484,1.365994
4.399626,-5.248616,-2.125858,-0.570558,-0.233385,4.628112,1.891996,1.407792,1.362983
4.499618,-5.193633,-2.042330,-0.593690,-0.229249,4.668810,1.901337,1.402901,1.366680
4.599609,-5.136764,-1.960105,-0.616414,-0.225409,4.709355,1.906798,1.401178,1.366147
4.699601,-5.078039,-1.879159,-0.638772,-0.221734,4.749668,1.911138,1.392261,1.366236
4.799592,-5.017552,-1.799559,-0.660754,-0.217988,4.789733,1.902346,1.388280,1.353963
4.899584,-4.955325,-1.721270,-0.682370,-0.214315,4.829284,1.895051,1.389315,1.349895
