# This is normalization information calculated 2023-05-24 at time 09-02-21
# Done with git-revision: unknown
# Data files used to calculate normalization information:
#     ./SI_Toolkit_ASF/Experiments/1_DNN/Recordings/Train/F1TENTH_Blank-MPPI-1__2023-05-23_09-51-48.csv
#     ./SI_Toolkit_ASF/Experiments/1_DNN/Recordings/Train/F1TENTH_Blank-MPPI-1__2023-05-23_09-54-40.csv
#     ./SI_Toolkit_ASF/Experiments/1_DNN/Recordings/Train/F1TENTH_Blank-MPPI-1__2023-05-23_09-59-34.csv
#     ./SI_Toolkit_ASF/Experiments/1_DNN/Recordings/Train/F1TENTH_Blank-MPPI-1__2023-05-23_10-02-42.csv
#     ./SI_Toolkit_ASF/Experiments/1_DNN/Recordings/Train/F1TENTH_Blank-MPPI-1__2023-05-23_10-05-38.csv
#     ./SI_Toolkit_ASF/Experiments/1_DNN/Recordings/Train/F1TENTH_Blank-MPPI-1__2023-05-23_10-14-41.csv
#     ./SI_Toolkit_ASF/Experiments/1_DNN/Recordings/Train/F1TENTH_Blank-MPPI-1__2023-05-23_10-17-47.csv
#     ./SI_Toolkit_ASF/Experiments/1_DNN/Recordings/Train/F1TENTH_Blank-MPPI-1__2023-05-23_10-20-38.csv
#
# Original (calculated from data) Normalization Information:
#,         ,      ,         ,LIDAR_0000,         ,LIDAR_0001,         ,LIDAR_0002,         ,LIDAR_0003,         ,LIDAR_0004,         ,LIDAR_0005,         ,LIDAR_0006,         ,LIDAR_0007,         ,LIDAR_0008,         ,LIDAR_0009,         ,LIDAR_0010,         ,LIDAR_0011,         ,LIDAR_0012,         ,LIDAR_0013,         ,LIDAR_0014,         ,LIDAR_0015,         ,LIDAR_0016,         ,LIDAR_0017,         ,LIDAR_0018,         ,LIDAR_0019,         ,LIDAR_0020,         ,LIDAR_0021,         ,LIDAR_0022,         ,LIDAR_0023,         ,LIDAR_0024,         ,LIDAR_0025,         ,LIDAR_0026,         ,LIDAR_0027,         ,LIDAR_0028,         ,LIDAR_0029,         ,LIDAR_0030,         ,LIDAR_0031,         ,LIDAR_0032,         ,LIDAR_0033,         ,LIDAR_0034,         ,LIDAR_0035,         ,LIDAR_0036,         ,LIDAR_0037,         ,LIDAR_0038,         ,LIDAR_0039,         ,LIDAR_0040,         ,LIDAR_0041,         ,LIDAR_0042,         ,LIDAR_0043,         ,WYPT_REL_X_00,         ,WYPT_REL_X_01,         ,WYPT_REL_X_02,         ,WYPT_REL_X_03,         ,WYPT_REL_X_04,         ,WYPT_REL_X_05,         ,WYPT_REL_X_06,         ,WYPT_REL_X_07,         ,WYPT_REL_X_08,         ,WYPT_REL_X_09,         ,WYPT_REL_X_10,         ,WYPT_REL_X_11,         ,WYPT_REL_X_12,         ,WYPT_REL_X_13,         ,WYPT_REL_X_14,         ,WYPT_REL_Y_00,         ,WYPT_REL_Y_01,         ,WYPT_REL_Y_02,         ,WYPT_REL_Y_03,         ,WYPT_REL_Y_04,         ,WYPT_REL_Y_05,         ,WYPT_REL_Y_06,         ,WYPT_REL_Y_07,         ,WYPT_REL_Y_08,         ,WYPT_REL_Y_09,         ,WYPT_REL_Y_10,         ,WYPT_REL_Y_11,         ,WYPT_REL_Y_12,         ,WYPT_REL_Y_13,         ,WYPT_REL_Y_14,         ,WYPT_VX_00,         ,WYPT_VX_01,         ,WYPT_VX_02,         ,WYPT_VX_03,         ,WYPT_VX_04,         ,WYPT_VX_05,         ,WYPT_VX_06,         ,WYPT_VX_07,         ,WYPT_VX_08,         ,WYPT_VX_09,         ,WYPT_VX_10,         ,WYPT_VX_11,         ,WYPT_VX_12,         ,WYPT_VX_13,         ,WYPT_VX_14,         ,WYPT_X_00,         ,WYPT_X_01,         ,WYPT_X_02,         ,WYPT_X_03,         ,WYPT_X_04,         ,WYPT_X_05,         ,WYPT_X_06,         ,WYPT_X_07,         ,WYPT_X_08,         ,WYPT_X_09,         ,WYPT_X_10,         ,WYPT_X_11,         ,WYPT_X_12,         ,WYPT_X_13,         ,WYPT_X_14,         ,WYPT_Y_00,         ,WYPT_Y_01,         ,WYPT_Y_02,         ,WYPT_Y_03,         ,WYPT_Y_04,         ,WYPT_Y_05,         ,WYPT_Y_06,         ,WYPT_Y_07,         ,WYPT_Y_08,         ,WYPT_Y_09,         ,WYPT_Y_10,         ,WYPT_Y_11,         ,WYPT_Y_12,         ,WYPT_Y_13,         ,WYPT_Y_14,         ,angular_control,         ,angular_control_calculated,         ,angular_vel_z,         ,linear_vel_x,         ,linear_vel_y,         ,mu,         ,pose_theta,         ,pose_theta_cos,         ,pose_theta_sin,         ,pose_x,         ,pose_y,         ,slip_angle,         ,steering_angle,         ,translational_control,         ,translational_control_calculated,         
#,           ,mean,           ,4.09004,           ,3.51333,           ,3.05087,           ,2.64785,           ,2.17609,           ,1.87335,           ,1.70955,           ,1.69761,           ,1.85909,           ,2.12822,           ,2.38458,           ,2.56629,           ,2.74092,           ,2.99061,           ,3.48255,           ,4.01411,           ,4.54856,           ,5.04732,           ,5.28367,           ,5.37774,           ,5.3096,           ,5.03782,           ,4.68648,           ,4.28625,           ,3.93773,           ,3.64388,           ,3.26619,           ,2.77567,           ,2.44954,           ,2.2824,           ,2.18267,           ,2.13377,           ,2.11567,           ,1.98514,           ,1.6735,           ,1.61233,           ,1.58433,           ,1.58187,           ,1.60045,           ,1.63833,           ,1.70556,           ,1.8218,           ,1.97646,           ,2.20218,           ,0.34725,           ,0.67707,           ,0.99414,           ,1.2954,           ,1.57716,           ,1.83628,           ,2.07148,           ,2.28252,           ,2.47002,           ,2.6346,           ,2.77705,           ,2.89838,           ,2.99953,           ,3.08146,           ,3.1456,           ,0.02444,           ,-0.03231,           ,-0.11208,           ,-0.21347,           ,-0.33428,           ,-0.471,           ,-0.62052,           ,-0.77962,           ,-0.94628,           ,-1.11811,           ,-1.29319,           ,-1.4701,           ,-1.64748,           ,-1.82384,           ,-1.99822,           ,3.95084,           ,3.96753,           ,3.98833,           ,4.01272,           ,4.04028,           ,4.07002,           ,4.10125,           ,4.13327,           ,4.1657,           ,4.19841,           ,4.23085,           ,4.26228,           ,4.29254,           ,4.32193,           ,4.35094,           ,2.04898,           ,2.0408,           ,2.03215,           ,2.02269,           ,2.01312,           ,2.00455,           ,1.99742,           ,1.99253,           ,1.98978,           ,1.9897,           ,1.99249,           ,1.99823,           ,2.00704,           ,2.01916,           ,2.03445,           ,-2.23004,           ,-2.23527,           ,-2.2365,           ,-2.23333,           ,-2.22563,           ,-2.21372,           ,-2.1979,           ,-2.17856,           ,-2.15606,           ,-2.13062,           ,-2.10264,           ,-2.07243,           ,-2.04027,           ,-2.00669,           ,-1.97193,           ,-0.03971,           ,-0.04082,           ,-0.51002,           ,3.57161,           ,0.0,           ,1.049,           ,0.01086,           ,-0.13577,           ,-0.02523,           ,2.07461,           ,-2.27832,           ,-0.00182,           ,-0.05744,           ,3.74191,           ,3.7394,           
#,           ,std,           ,2.76083,           ,2.58729,           ,2.41656,           ,2.19944,           ,1.75712,           ,1.28171,           ,0.80547,           ,0.61637,           ,0.98214,           ,1.32992,           ,1.51317,           ,1.58638,           ,1.66279,           ,1.90041,           ,2.51407,           ,2.92597,           ,3.25062,           ,3.37508,           ,3.3115,           ,3.25294,           ,3.14096,           ,2.80703,           ,2.40751,           ,2.00157,           ,1.85164,           ,1.87708,           ,1.79556,           ,1.37299,           ,1.12554,           ,1.16763,           ,1.31894,           ,1.52366,           ,1.73209,           ,1.62527,           ,0.76569,           ,0.62093,           ,0.54778,           ,0.53594,           ,0.53387,           ,0.54444,           ,0.63206,           ,0.85401,           ,1.06764,           ,1.36637,           ,0.19961,           ,0.37001,           ,0.55401,           ,0.74328,           ,0.93665,           ,1.13548,           ,1.34099,           ,1.55381,           ,1.77421,           ,2.00196,           ,2.23653,           ,2.47729,           ,2.72349,           ,2.9743,           ,3.22922,           ,0.21962,           ,0.28837,           ,0.38062,           ,0.49404,           ,0.6273,           ,0.77631,           ,0.93608,           ,1.10195,           ,1.27025,           ,1.4385,           ,1.60523,           ,1.76923,           ,1.92983,           ,2.08676,           ,2.23937,           ,1.18708,           ,1.19219,           ,1.19542,           ,1.19703,           ,1.19736,           ,1.19727,           ,1.19697,           ,1.19691,           ,1.19695,           ,1.19671,           ,1.19631,           ,1.19566,           ,1.19459,           ,1.19339,           ,1.19272,           ,6.13651,           ,6.12588,           ,6.10798,           ,6.08402,           ,6.05421,           ,6.01843,           ,5.97726,           ,5.93089,           ,5.88057,           ,5.82693,           ,5.77078,           ,5.71325,           ,5.65532,           ,5.59768,           ,5.5417,           ,2.21196,           ,2.21826,           ,2.22288,           ,2.22559,           ,2.22681,           ,2.22724,           ,2.22718,           ,2.22736,           ,2.22737,           ,2.22736,           ,2.22726,           ,2.22673,           ,2.22561,           ,2.22387,           ,2.22137,           ,0.89137,           ,0.84304,           ,1.61297,           ,1.53259,           ,0.0,           ,0.0,           ,2.06155,           ,0.82464,           ,0.54861,           ,6.13721,           ,2.14207,           ,0.05819,           ,0.1891,           ,3.42683,           ,3.41436,           
#,           ,max,           ,17.75,           ,17.757,           ,17.756,           ,17.837,           ,17.633,           ,17.843,           ,17.716,           ,15.216,           ,8.563,           ,10.015,           ,12.894,           ,19.384,           ,19.36,           ,19.237,           ,19.398,           ,19.248,           ,19.466,           ,18.914,           ,18.612,           ,18.151,           ,17.696,           ,17.315,           ,16.567,           ,15.204,           ,14.405,           ,12.436,           ,11.053,           ,11.292,           ,12.569,           ,8.725,           ,8.589,           ,9.198,           ,10.315,           ,11.629,           ,12.729,           ,9.116,           ,9.249,           ,10.384,           ,11.609,           ,10.77,           ,10.832,           ,10.904,           ,15.386,           ,15.311,           ,0.709,           ,1.096,           ,1.481,           ,1.87,           ,2.269,           ,2.666,           ,3.059,           ,3.447,           ,3.829,           ,4.203,           ,4.602,           ,5.0,           ,5.395,           ,5.787,           ,6.18,           ,0.957,           ,0.98,           ,1.119,           ,1.357,           ,1.618,           ,1.879,           ,2.142,           ,2.411,           ,2.689,           ,2.979,           ,3.284,           ,3.605,           ,3.944,           ,4.301,           ,4.675,           ,6.556,           ,6.556,           ,6.556,           ,6.556,           ,6.556,           ,6.556,           ,6.556,           ,6.556,           ,6.556,           ,6.556,           ,6.556,           ,6.556,           ,6.556,           ,6.556,           ,6.556,           ,11.747,           ,11.747,           ,11.747,           ,11.747,           ,11.747,           ,11.747,           ,11.747,           ,11.747,           ,11.747,           ,11.747,           ,11.747,           ,11.747,           ,11.747,           ,11.747,           ,11.747,           ,0.939,           ,0.939,           ,0.939,           ,0.939,           ,0.939,           ,0.939,           ,0.939,           ,0.939,           ,0.939,           ,0.939,           ,0.939,           ,0.939,           ,0.939,           ,0.939,           ,0.939,           ,1.565,           ,1.066,           ,20.294,           ,7.462,           ,0.0,           ,1.049,           ,3.141,           ,1.0,           ,1.0,           ,12.139,           ,1.253,           ,0.359,           ,0.448,           ,10.281,           ,10.0,           
#,           ,min,           ,0.348,           ,0.351,           ,0.394,           ,0.384,           ,0.401,           ,0.407,           ,0.395,           ,0.442,           ,0.468,           ,0.439,           ,0.527,           ,0.504,           ,0.501,           ,0.56,           ,0.581,           ,0.626,           ,0.747,           ,0.818,           ,0.911,           ,0.896,           ,0.95,           ,0.957,           ,1.061,           ,1.063,           ,1.041,           ,0.963,           ,0.882,           ,0.836,           ,0.732,           ,0.666,           ,0.597,           ,0.558,           ,0.562,           ,0.495,           ,0.537,           ,0.492,           ,0.5,           ,0.496,           ,0.502,           ,0.514,           ,0.544,           ,0.554,           ,0.543,           ,0.563,           ,-0.719,           ,-1.051,           ,-1.392,           ,-1.77,           ,-2.166,           ,-2.561,           ,-2.956,           ,-3.352,           ,-3.747,           ,-4.143,           ,-4.539,           ,-4.936,           ,-5.332,           ,-5.726,           ,-6.119,           ,-0.732,           ,-1.072,           ,-1.424,           ,-1.685,           ,-2.08,           ,-2.478,           ,-2.877,           ,-3.271,           ,-3.658,           ,-4.036,           ,-4.402,           ,-4.756,           ,-5.106,           ,-5.475,           ,-5.827,           ,2.032,           ,2.032,           ,2.032,           ,2.032,           ,2.032,           ,2.032,           ,2.032,           ,2.032,           ,2.032,           ,2.032,           ,2.032,           ,2.032,           ,2.032,           ,2.032,           ,2.032,           ,-6.071,           ,-6.071,           ,-6.071,           ,-6.071,           ,-6.071,           ,-6.071,           ,-6.071,           ,-6.071,           ,-6.071,           ,-6.071,           ,-6.071,           ,-6.071,           ,-6.071,           ,-6.071,           ,-6.071,           ,-5.641,           ,-5.641,           ,-5.641,           ,-5.641,           ,-5.641,           ,-5.641,           ,-5.641,           ,-5.641,           ,-5.641,           ,-5.641,           ,-5.641,           ,-5.641,           ,-5.641,           ,-5.641,           ,-5.641,           ,-1.566,           ,-1.066,           ,-8.119,           ,-0.997,           ,0.0,           ,1.049,           ,-3.14,           ,-1.0,           ,-1.0,           ,-6.219,           ,-6.089,           ,-1.362,           ,-0.448,           ,-1.5,           ,-1.0,           
#
# Does user modified normalization info calculated from data?: No
#
# Normalization Information:
,LIDAR_0000,LIDAR_0001,LIDAR_0002,LIDAR_0003,LIDAR_0004,LIDAR_0005,LIDAR_0006,LIDAR_0007,LIDAR_0008,LIDAR_0009,LIDAR_0010,LIDAR_0011,LIDAR_0012,LIDAR_0013,LIDAR_0014,LIDAR_0015,LIDAR_0016,LIDAR_0017,LIDAR_0018,LIDAR_0019,LIDAR_0020,LIDAR_0021,LIDAR_0022,LIDAR_0023,LIDAR_0024,LIDAR_0025,LIDAR_0026,LIDAR_0027,LIDAR_0028,LIDAR_0029,LIDAR_0030,LIDAR_0031,LIDAR_0032,LIDAR_0033,LIDAR_0034,LIDAR_0035,LIDAR_0036,LIDAR_0037,LIDAR_0038,LIDAR_0039,LIDAR_0040,LIDAR_0041,LIDAR_0042,LIDAR_0043,WYPT_REL_X_00,WYPT_REL_X_01,WYPT_REL_X_02,WYPT_REL_X_03,WYPT_REL_X_04,WYPT_REL_X_05,WYPT_REL_X_06,WYPT_REL_X_07,WYPT_REL_X_08,WYPT_REL_X_09,WYPT_REL_X_10,WYPT_REL_X_11,WYPT_REL_X_12,WYPT_REL_X_13,WYPT_REL_X_14,WYPT_REL_Y_00,WYPT_REL_Y_01,WYPT_REL_Y_02,WYPT_REL_Y_03,WYPT_REL_Y_04,WYPT_REL_Y_05,WYPT_REL_Y_06,WYPT_REL_Y_07,WYPT_REL_Y_08,WYPT_REL_Y_09,WYPT_REL_Y_10,WYPT_REL_Y_11,WYPT_REL_Y_12,WYPT_REL_Y_13,WYPT_REL_Y_14,WYPT_VX_00,WYPT_VX_01,WYPT_VX_02,WYPT_VX_03,WYPT_VX_04,WYPT_VX_05,WYPT_VX_06,WYPT_VX_07,WYPT_VX_08,WYPT_VX_09,WYPT_VX_10,WYPT_VX_11,WYPT_VX_12,WYPT_VX_13,WYPT_VX_14,WYPT_X_00,WYPT_X_01,WYPT_X_02,WYPT_X_03,WYPT_X_04,WYPT_X_05,WYPT_X_06,WYPT_X_07,WYPT_X_08,WYPT_X_09,WYPT_X_10,WYPT_X_11,WYPT_X_12,WYPT_X_13,WYPT_X_14,WYPT_Y_00,WYPT_Y_01,WYPT_Y_02,WYPT_Y_03,WYPT_Y_04,WYPT_Y_05,WYPT_Y_06,WYPT_Y_07,WYPT_Y_08,WYPT_Y_09,WYPT_Y_10,WYPT_Y_11,WYPT_Y_12,WYPT_Y_13,WYPT_Y_14,angular_control,angular_control_calculated,angular_vel_z,linear_vel_x,linear_vel_y,mu,pose_theta,pose_theta_cos,pose_theta_sin,pose_x,pose_y,slip_angle,steering_angle,translational_control,translational_control_calculated
mean,4.09004,3.51333,3.05087,2.64785,2.17609,1.87335,1.70955,1.69761,1.85909,2.12822,2.38458,2.56629,2.74092,2.99061,3.48255,4.01411,4.54856,5.04732,5.28367,5.37774,5.3096,5.03782,4.68648,4.28625,3.93773,3.64388,3.26619,2.77567,2.44954,2.2824,2.18267,2.13377,2.11567,1.98514,1.6735,1.61233,1.58433,1.58187,1.60045,1.63833,1.70556,1.8218,1.97646,2.20218,0.34725,0.67707,0.99414,1.2954,1.57716,1.83628,2.07148,2.28252,2.47002,2.6346,2.77705,2.89838,2.99953,3.08146,3.1456,0.02444,-0.03231,-0.11208,-0.21347,-0.33428,-0.471,-0.62052,-0.77962,-0.94628,-1.11811,-1.29319,-1.4701,-1.64748,-1.82384,-1.99822,3.95084,3.96753,3.98833,4.01272,4.04028,4.07002,4.10125,4.13327,4.1657,4.19841,4.23085,4.26228,4.29254,4.32193,4.35094,2.04898,2.0408,2.03215,2.02269,2.01312,2.00455,1.99742,1.99253,1.98978,1.9897,1.99249,1.99823,2.00704,2.01916,2.03445,-2.23004,-2.23527,-2.2365,-2.23333,-2.22563,-2.21372,-2.1979,-2.17856,-2.15606,-2.13062,-2.10264,-2.07243,-2.04027,-2.00669,-1.97193,-0.03971,-0.04082,-0.51002,3.57161,0.0,1.049,0.01086,-0.13577,-0.02523,2.07461,-2.27832,-0.00182,-0.05744,3.74191,3.7394
std,2.76083,2.58729,2.41656,2.19944,1.75712,1.28171,0.80547,0.61637,0.98214,1.32992,1.51317,1.58638,1.66279,1.90041,2.51407,2.92597,3.25062,3.37508,3.3115,3.25294,3.14096,2.80703,2.40751,2.00157,1.85164,1.87708,1.79556,1.37299,1.12554,1.16763,1.31894,1.52366,1.73209,1.62527,0.76569,0.62093,0.54778,0.53594,0.53387,0.54444,0.63206,0.85401,1.06764,1.36637,0.19961,0.37001,0.55401,0.74328,0.93665,1.13548,1.34099,1.55381,1.77421,2.00196,2.23653,2.47729,2.72349,2.9743,3.22922,0.21962,0.28837,0.38062,0.49404,0.6273,0.77631,0.93608,1.10195,1.27025,1.4385,1.60523,1.76923,1.92983,2.08676,2.23937,1.18708,1.19219,1.19542,1.19703,1.19736,1.19727,1.19697,1.19691,1.19695,1.19671,1.19631,1.19566,1.19459,1.19339,1.19272,6.13651,6.12588,6.10798,6.08402,6.05421,6.01843,5.97726,5.93089,5.88057,5.82693,5.77078,5.71325,5.65532,5.59768,5.5417,2.21196,2.21826,2.22288,2.22559,2.22681,2.22724,2.22718,2.22736,2.22737,2.22736,2.22726,2.22673,2.22561,2.22387,2.22137,0.89137,0.84304,1.61297,1.53259,0.0,0.0,2.06155,0.82464,0.54861,6.13721,2.14207,0.05819,0.1891,3.42683,3.41436
max,17.75,17.757,17.756,17.837,17.633,17.843,17.716,15.216,8.563,10.015,12.894,19.384,19.36,19.237,19.398,19.248,19.466,18.914,18.612,18.151,17.696,17.315,16.567,15.204,14.405,12.436,11.053,11.292,12.569,8.725,8.589,9.198,10.315,11.629,12.729,9.116,9.249,10.384,11.609,10.77,10.832,10.904,15.386,15.311,0.709,1.096,1.481,1.87,2.269,2.666,3.059,3.447,3.829,4.203,4.602,5.0,5.395,5.787,6.18,0.957,0.98,1.119,1.357,1.618,1.879,2.142,2.411,2.689,2.979,3.284,3.605,3.944,4.301,4.675,6.556,6.556,6.556,6.556,6.556,6.556,6.556,6.556,6.556,6.556,6.556,6.556,6.556,6.556,6.556,11.747,11.747,11.747,11.747,11.747,11.747,11.747,11.747,11.747,11.747,11.747,11.747,11.747,11.747,11.747,0.939,0.939,0.939,0.939,0.939,0.939,0.939,0.939,0.939,0.939,0.939,0.939,0.939,0.939,0.939,1.565,1.066,20.294,7.462,0.0,1.049,3.141,1.0,1.0,12.139,1.253,0.359,0.448,10.281,10.0
min,0.348,0.351,0.394,0.384,0.401,0.407,0.395,0.442,0.468,0.439,0.527,0.504,0.501,0.56,0.581,0.626,0.747,0.818,0.911,0.896,0.95,0.957,1.061,1.063,1.041,0.963,0.882,0.836,0.732,0.666,0.597,0.558,0.562,0.495,0.537,0.492,0.5,0.496,0.502,0.514,0.544,0.554,0.543,0.563,-0.719,-1.051,-1.392,-1.77,-2.166,-2.561,-2.956,-3.352,-3.747,-4.143,-4.539,-4.936,-5.332,-5.726,-6.119,-0.732,-1.072,-1.424,-1.685,-2.08,-2.478,-2.877,-3.271,-3.658,-4.036,-4.402,-4.756,-5.106,-5.475,-5.827,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,-6.071,-6.071,-6.071,-6.071,-6.071,-6.071,-6.071,-6.071,-6.071,-6.071,-6.071,-6.071,-6.071,-6.071,-6.071,-5.641,-5.641,-5.641,-5.641,-5.641,-5.641,-5.641,-5.641,-5.641,-5.641,-5.641,-5.641,-5.641,-5.641,-5.641,-1.566,-1.066,-8.119,-0.997,0.0,1.049,-3.14,-1.0,-1.0,-6.219,-6.089,-1.362,-0.448,-1.5,-1.0
