epoch;loss;lr;val_loss
0;0.006571964826434851;0.01;0.004889804869890213
1;0.0034254903439432383;0.01;0.002590017393231392
2;0.0023718271404504776;0.01;0.002821143716573715
3;0.0008552669314667583;0.0031599998;0.0009375896188430488
4;0.0008012931793928146;0.0031599998;0.00076497026020661
5;0.0008120134589262307;0.0031599998;0.0008764066151343286
6;0.0004973754403181374;0.00099856;0.00045737079926766455
7;0.00048368627903982997;0.00099856;0.00040949255344457924
8;0.00039740491774864495;0.00031554495;0.0003583282232284546
9;0.00037119589978829026;9.9712204e-05;0.0003497575526125729
10;0.00036792215541936457;9.9712204e-05;0.00033838048693723977
11;0.0003580303455237299;3.150906e-05;0.00033339549554511905
12;0.00035405607195571065;1e-05;0.00033072635415010154
13;0.00035357294837012887;1e-05;0.0003308781888335943
14;0.0003530431422404945;1e-05;0.0003282338147982955
