epoch;loss;lr;val_loss
0;0.050636958330869675;0.01;0.010082362219691277
1;0.007404899224638939;0.01;0.00535996537655592
2;0.0041690184734761715;0.01;0.0049836779944598675
3;0.003660782938823104;0.01;0.0034881802275776863
4;0.0030786725692451;0.01;0.003001654986292124
5;0.00278455694206059;0.01;0.002500468399375677
6;0.0027317535132169724;0.01;0.00308591709472239
7;0.0013996054185554385;0.0009999999;0.001501984428614378
8;0.00126647821161896;0.0009999999;0.0014687867369502783
9;0.0011901166290044785;1e-04;0.0013687851605936885
10;0.0011767343385145068;1e-04;0.0013701289426535368
11;0.0011704780627042055;1e-04;0.0013549455907195807
12;0.001167838228866458;1e-04;0.0013611249160021544
13;0.0011645405320450664;1e-04;0.0013567041605710983
14;0.001159262959845364;1e-04;0.001351307611912489
