epoch;loss;lr;val_loss
0;0.4307633340358734;0.01;0.4302259385585785
1;0.4267115890979767;0.01;0.4288944602012634
2;0.42397284507751465;0.01;0.4258902370929718
3;0.42321035265922546;0.01;0.4285642206668854
4;0.4219459593296051;0.0009999999;0.4236554503440857
5;0.419325590133667;0.0009999999;0.42331355810165405
6;0.4185575842857361;0.0009999999;0.4215187132358551
7;0.4183494746685028;0.0009999999;0.4218626022338867
8;0.41766485571861267;1e-04;0.4217393100261688
9;0.4177085757255554;1e-04;0.4215673804283142
10;0.41768693923950195;1e-04;0.4212857782840729
11;0.417560338973999;1e-04;0.4212730824947357
12;0.4175761342048645;1e-04;0.42155343294143677
13;0.41725045442581177;1e-04;0.42154020071029663
14;0.41759881377220154;1e-04;0.4212512969970703
