s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,d_right_iqp,d_left_iqp
0.000000,1.041030,-21.526169,1.372317,-0.376077,3.840272,1.494766,1.159745,0.843829
0.099864,0.943513,-21.504651,1.335009,-0.371152,3.878948,1.468251,1.119664,0.878329
0.199727,0.846869,-21.479537,1.298172,-0.366714,3.916565,1.438819,1.064221,0.918733
0.299591,0.751202,-21.450898,1.261751,-0.362739,3.953082,1.406550,1.012352,0.966592
0.399454,0.656642,-21.418816,1.225708,-0.359227,3.988456,1.371144,0.964755,0.998794
0.499318,0.563286,-21.383359,1.189988,-0.356186,4.022640,1.322524,0.917686,1.021222
0.599181,0.471257,-21.344607,1.154553,-0.353594,4.055340,1.266824,0.853908,1.013523
0.699045,0.380647,-21.302627,1.119354,-0.351375,4.086416,1.210393,0.794589,1.019144
0.798909,0.291573,-21.257498,1.084359,-0.349595,4.115890,1.151777,0.740912,1.037839
0.898772,0.204120,-21.209282,1.049519,-0.348179,4.143741,1.092040,0.693423,1.068887
0.998636,0.118405,-21.158060,1.014803,-0.347199,4.169976,1.029729,0.642150,1.111199
1.098499,0.034508,-21.103891,0.980170,-0.346440,4.194564,0.968464,0.599911,1.163499
1.198363,-0.047455,-21.046859,0.945595,-0.346113,4.217558,0.904267,0.568796,1.220402
1.298227,-0.127410,-20.987020,0.911041,-0.345921,4.238915,0.842404,0.530937,1.280405
1.398090,-0.205237,-20.924466,0.876491,-0.346160,4.258715,0.771830,0.493666,1.343470
1.497954,-0.280870,-20.859247,0.841903,-0.346525,4.276775,0.698113,0.471390,1.317016
1.597817,-0.354186,-20.791464,0.807265,-0.347326,4.293045,0.622735,0.466294,1.262020
1.697681,-0.425124,-20.721166,0.772582,-0.347234,4.307507,0.570292,0.466672,1.201383
1.797544,-0.493565,-20.648466,0.737899,-0.347529,4.320708,0.515254,0.463661,1.144184
1.897408,-0.559455,-20.573413,0.702951,-0.352523,4.332601,0.376745,0.431935,1.096198
1.997272,-0.622644,-20.496107,0.667475,-0.358135,4.341276,0.237881,0.415159,1.046711
2.097135,-0.683053,-20.416572,0.631660,-0.358910,4.346744,0.202078,0.398787,0.987830
