epoch;loss;lr;mu;step
0;0.0009418666013516486;0.001;0.89900047;2
0;0.002263883827254176;0.001;0.8980398;3
0;0.0007203394779935479;0.001;0.89715123;4
0;4.2901727283606306e-05;0.001;0.89641684;5
0;0.0006704820552840829;0.001;0.8956876;6
0;0.001964063849300146;0.001;0.8948725;7
0;0.00350592820905149;0.001;0.8940182;8
0;0.002872514771297574;0.001;0.8931171;9
0;0.0010760282166302204;0.001;0.8922307;10
0;0.007986471988260746;0.001;0.8913775;11
0;0.0003294305643066764;0.001;0.89059526;12
0;0.012902152724564075;0.001;0.8897793;13
0;0.0001750961528159678;0.001;0.88903964;14
0;3.2982596167130396e-05;0.001;0.8883699;15
0;0.0014598504640161991;0.001;0.8877293;16
0;0.001420728163793683;0.001;0.88710785;17
0;0.00015297623758669943;0.001;0.8865378;18
0;7.303205347852781e-05;0.001;0.88601786;19
0;0.0020927172154188156;0.001;0.88547844;20
0;0.0003190864808857441;0.001;0.88497895;21
0;0.0002310302370460704;0.001;0.88451505;22
0;4.2430099711054936e-05;0.001;0.884092;23
0;0.004271476063877344;0.001;0.8835811;24
0;0.0020043598487973213;0.001;0.88305604;25
0;0.0011892799520865083;0.001;0.8825361;26
0;0.00034965682425536215;0.001;0.8820524;27
0;0.001317173126153648;0.001;0.88156533;28
0;0.004864941351115704;0.001;0.8809798;29
0;0.0011741762282326818;0.001;0.88040334;30
0;0.0006056195707060397;0.001;0.879859;31
0;0.0016504412051290274;0.001;0.879303;32
0;0.012736257165670395;0.001;0.87854487;33
0;0.004423836246132851;0.001;0.8777499;34
0;0.0014289277605712414;0.001;0.87698466;35
0;0.0005533701041713357;0.001;0.8762746;36
0;0.00022758476552553475;0.001;0.87562025;37
0;0.0079097431153059;0.001;0.87484187;38
0;0.0017750068800523877;0.001;0.87408954;39
0;0.002422180725261569;0.001;0.87333804;40
0;0.006390794645994902;0.001;0.87250423;41
0;0.0018580361502245069;0.001;0.87170017;42
0;0.002421744866296649;0.001;0.8709028;43
0;0.0007405088981613517;0.001;0.87015975;44
0;3.470321462373249e-05;0.001;0.8694822;45
0;2.2416395950131118e-05;0.001;0.86886585;46
0;3.362755160196684e-05;0.001;0.8683039;47
0;7.771342325213482e-07;0.001;0.86779284;48
0;0.003991937264800072;0.001;0.86721486;49
0;0.00026033096946775913;0.001;0.86668265;50
0;0.0005298953619785607;0.001;0.8661819;51
0;1.3972278793517035e-05;0.001;0.86572677;52
0;0.00419963663443923;0.001;0.8652004;53
0;0.00899911392480135;0.001;0.8644964;54
0;0.0013619803357869387;0.001;0.86382514;55
0;0.0003372573119122535;0.001;0.863209;56
0;0.001030579674988985;0.001;0.8626272;57
0;0.0037664584815502167;0.001;0.86199313;58
0;0.005412515718489885;0.001;0.8612871;59
0;0.00042702286737039685;0.001;0.860637;60
0;0.0002634178090374917;0.001;0.8600373;61
0;1.1962535609200131e-05;0.001;0.85949266;62
0;0.001080326153896749;0.001;0.8589654;63
0;0.0024221884086728096;0.001;0.8584171;64
0;4.09639051213162e-06;0.001;0.85791963;65
0;0.0002758398186415434;0.001;0.85746044;66
0;1.4005349839862902e-06;0.001;0.85704386;67
0;0.004685623571276665;0.001;0.85653114;68
0;0.00014172124792821705;0.001;0.85606396;69
0;0.00012903478636872023;0.001;0.8556396;70
0;0.0006983887287788093;0.001;0.85524076;71
0;0.0013711455976590514;0.001;0.8548355;72
0;0.0003207427798770368;0.001;0.85446393;73
0;5.3294024837668985e-05;0.001;0.8541271;74
0;0.0026154769584536552;0.001;0.8537395;75
0;3.3457097288192017e-06;0.001;0.8533883;76
0;7.544162144768052e-06;0.001;0.85306966;77
0;7.508527050958946e-05;0.001;0.8527769;78
0;0.0006239013746380806;0.001;0.85249156;79
0;0.0003538718447089195;0.001;0.85222524;80
0;0.0002746047102846205;0.001;0.85197306;81
0;5.673490522895008e-05;0.001;0.851743;82
0;0.0003075885761063546;0.001;0.85152245;83
0;2.890455289161764e-05;0.001;0.85132205;84
0;0.0011109247570857406;0.001;0.8511006;85
0;8.650286326883361e-05;0.001;0.85089546;86
0;0.00010713742085499689;0.001;0.8507059;87
0;0.0009661310468800366;0.001;0.85049945;88
0;0.0003504982450976968;0.001;0.85029835;89
0;0.003404715098440647;0.001;0.8500126;90
0;0.0003801992570515722;0.001;0.849734;91
0;3.4672801120905206e-05;0.001;0.84948087;92
0;6.19337079115212e-05;0.001;0.8492524;93
0;0.0005627454956993461;0.001;0.8490332;94
0;4.990132583770901e-05;0.001;0.84883237;95
0;4.0609265852253884e-05;0.001;0.8486499;96
0;3.9306014514295384e-06;0.001;0.8484847;97
0;0.0005236013676039875;0.001;0.8483127;98
0;3.549475877662189e-05;0.001;0.8481548;99
0;0.0013578282669186592;0.001;0.8479672;100
0;1.025357505568536e-05;0.001;0.84779716;101
0;0.0004017485771328211;0.001;0.84762806;102
0;1.8624497897690162e-05;0.001;0.847474;103
0;0.00027346430579200387;0.001;0.847324;104
0;6.033403769833967e-05;0.001;0.8471871;105
0;0.0009093252592720091;0.001;0.84702754;106
0;0.00036108208587393165;0.001;0.84687;107
0;7.63486314099282e-05;0.001;0.8467221;108
0;0.00030035560484975576;0.001;0.8465774;109
0;3.075184940826148e-05;0.001;0.8464439;110
0;2.5695411750348285e-05;0.001;0.8463214;111
0;0.0019766988698393106;0.001;0.8461378;112
0;2.5322826331830584e-05;0.001;0.84597045;113
0;0.0007630097679793835;0.001;0.8457904;114
0;0.0005162538727745414;0.001;0.84560215;115
0;0.0034110387787222862;0.001;0.84532166;116
0;0.0003033423563465476;0.001;0.845062;117
0;0.0005008608568459749;0.001;0.84480256;118
0;0.00041550511377863586;0.001;0.8445585;119
0;0.00067514757392928;0.001;0.8443105;120
0;0.0005089422920718789;0.001;0.8440576;121
0;0.004361376166343689;0.001;0.8436806;122
0;9.44809362408705e-05;0.001;0.84333736;123
0;3.833109076367691e-05;0.001;0.84302634;124
0;0.000630837632343173;0.001;0.84273326;125
0;0.0008224935736507177;0.001;0.84243435;126
0;9.272471652366221e-05;0.001;0.84216297;127
0;0.00027279765345156193;0.001;0.8419029;128
0;0.001818383694626391;0.001;0.84159166;129
0;0.00042888132156804204;0.001;0.8412958;130
0;0.0017310724360868335;0.001;0.8409559;131
0;4.644425644073635e-06;0.001;0.8406486;132
0;0.00032864633249118924;0.001;0.8403556;133
0;6.096573201830324e-07;0.001;0.8400908;134
0;0.00017965998267754912;0.001;0.83984053;135
0;0.0009083939366973937;0.001;0.8395743;136
0;0.003806482069194317;0.001;0.8391809;137
0;2.9867362172808498e-05;0.001;0.8388234;138
0;0.001529483706690371;0.001;0.83843154;139
0;0.00019900145707651973;0.001;0.83807194;140
0;0.0005633850232698023;0.001;0.8377163;141
0;0.0002901017141994089;0.001;0.837388;142
0;0.003100193105638027;0.001;0.83694804;143
0;3.486519926809706e-05;0.001;0.8365491;144
0;0.0001727473281789571;0.001;0.8361802;145
