s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,d_right_iqp,d_left_iqp
0.000000,-1.525519,-5.093527,-1.346539,1.000033,2.686334,-0.017877,1.472858,0.398188
0.099830,-1.429494,-5.066591,-1.248713,0.962236,2.685669,0.261229,1.499906,0.415069
0.199661,-1.336384,-5.030518,-1.154125,0.933263,2.695362,0.422300,1.516442,0.440606
0.299491,-1.247119,-4.986075,-1.064836,0.857638,2.710958,0.900980,1.525380,0.462190
0.399321,-1.161842,-4.934070,-0.982662,0.788836,2.743936,1.259422,1.549096,0.485721
0.499152,-1.081047,-4.875582,-0.906623,0.736118,2.789380,1.451944,1.586080,0.510655
0.598982,-1.004668,-4.811234,-0.835548,0.687799,2.840869,1.605092,1.547842,0.546301
0.698812,-0.932954,-4.741872,-0.769431,0.637678,2.896724,1.779809,1.491460,0.590902
0.798643,-0.865741,-4.668021,-0.708114,0.590934,2.957426,1.934387,1.435745,0.637495
0.898473,-0.803032,-4.590372,-0.651300,0.547660,3.022017,2.077536,1.372700,0.683499
0.998303,-0.744650,-4.509393,-0.598693,0.506585,3.089885,2.228927,1.300974,0.735799
1.098134,-0.690427,-4.425564,-0.550326,0.462081,3.161079,2.433877,1.221689,0.790396
1.197964,-0.640143,-4.339346,-0.506388,0.418555,3.237031,2.650107,1.148806,0.841201
1.297794,-0.593482,-4.251059,-0.466709,0.376137,3.317754,2.900958,1.083389,0.888182
1.397625,-0.550197,-4.161141,-0.431268,0.334208,3.403924,3.179065,1.026711,0.930946
1.497455,-0.509904,-4.069762,-0.400070,0.290325,3.495917,3.514020,0.979913,0.970911
1.597285,-0.472306,-3.977327,-0.373298,0.246244,3.594864,3.861950,0.942579,1.008303
1.697116,-0.436961,-3.883921,-0.350932,0.201527,3.700557,4.263731,0.907537,1.043523
1.796946,-0.403530,-3.789899,-0.333066,0.156516,3.813846,4.756457,0.845439,1.082373
1.896776,-0.371547,-3.695294,-0.319716,0.110730,3.936382,5.354209,0.784572,1.127414
1.996607,-0.340633,-3.600409,-0.310965,0.064604,4.069905,6.009965,0.733323,1.178248
2.096437,-0.310313,-3.505268,-0.306823,0.018334,4.214746,6.735532,0.690687,1.220150
2.196267,-0.280183,-3.410123,-0.307309,-0.028113,4.371373,3.620558,0.650339,1.250230
2.296098,-0.249773,-3.315021,-0.312449,-0.074874,4.453289,-4.835077,0.607023,1.280610
2.395928,-0.218664,-3.220181,-0.322260,-0.121730,4.343548,-4.154236,0.550551,1.311709
2.495759,-0.186396,-3.125706,-0.336755,-0.168665,4.246996,-3.461972,0.506462,1.343987
2.595589,-0.152548,-3.031799,-0.355935,-0.215607,4.164823,-2.817395,0.472955,1.377872
2.695419,-0.116686,-2.938639,-0.379754,-0.261509,4.096734,-2.185646,0.441278,1.413804
2.795250,-0.078403,-2.846443,-0.408150,-0.307355,4.043123,-1.546947,0.428318,1.452201
2.895080,-0.037312,-2.755470,-0.441119,-0.353259,4.004744,-0.865829,0.412900,1.493469
2.994910,0.006964,-2.665998,-0.478701,-0.399674,3.983102,-0.476922,0.396139,1.523022
3.094741,0.054741,-2.578367,-0.520039,-0.426474,3.971131,-0.095002,0.400208,1.542281
3.194571,0.106218,-2.492828,-0.563851,-0.451180,3.968742,-0.026779,0.402054,1.571526
3.294401,0.161442,-2.409707,-0.608904,-0.448782,3.968069,0.013194,0.400532,1.599725
3.394232,0.220366,-2.329099,-0.653467,-0.443918,3.968400,0.088705,0.415922,1.633207
3.494062,0.282767,-2.251214,-0.697287,-0.433598,3.970631,0.244224,0.429719,1.564829
3.593892,0.348511,-2.176067,-0.740066,-0.423392,3.976767,0.386322,0.461142,1.503364
3.693723,0.417343,-2.103795,-0.781795,-0.412725,3.986453,0.526105,0.470253,1.449782
3.793553,0.489121,-2.034394,-0.822496,-0.402679,3.999606,0.647411,0.474096,1.404946
3.893383,0.563606,-1.967952,-0.862139,-0.391497,4.015733,0.773755,0.494519,1.352512
3.993214,0.640650,-1.904456,-0.900687,-0.380803,4.034923,0.884897,0.523612,1.289697
4.093044,0.720038,-1.843945,-0.938180,-0.370404,4.056757,0.985927,0.555543,1.228625
4.192874,0.801618,-1.786404,-0.974663,-0.360555,4.080947,1.073914,0.596576,1.170771
4.292705,0.885213,-1.731839,-1.010170,-0.350798,4.107134,1.157780,0.636593,1.116154
4.392535,0.970666,-1.680235,-1.044721,-0.341480,4.135180,1.232380,0.685970,1.058127
4.492365,1.057833,-1.631570,-1.078328,-0.331693,4.164825,1.314260,0.734251,0.989336
4.592196,1.146554,-1.585823,-1.110960,-0.322156,4.196210,1.391047,0.779875,0.928899
4.692026,1.236714,-1.542946,-1.142653,-0.312723,4.229174,1.465992,0.822782,0.878514
4.791856,1.328152,-1.502911,-1.173410,-0.303580,4.263639,1.527625,0.866861,0.838195
4.891687,1.420781,-1.465658,-1.203263,-0.294394,4.299258,1.577866,0.917201,0.801390
4.991517,1.514442,-1.431151,-1.232198,-0.285399,4.335742,1.626598,0.972842,0.766831
5.091347,1.609073,-1.399318,-1.260246,-0.276438,4.373034,1.677051,1.032976,0.746959
5.191178,1.704520,-1.370117,-1.287398,-0.267639,4.411153,1.726814,1.085591,0.742891
5.291008,1.800740,-1.343468,-1.313683,-0.258869,4.450061,1.778736,1.139585,0.729282
5.390838,1.897589,-1.319322,-1.339089,-0.250218,4.489787,1.831083,1.197425,0.705400
5.490669,1.995039,-1.297596,-1.363642,-0.241594,4.530318,1.914459,1.258642,0.683553
5.590499,2.092956,-1.278232,-1.387330,-0.233056,4.572311,2.008384,1.313357,0.678304
5.690329,2.191326,-1.261146,-1.410174,-0.224533,4.615953,2.104579,1.363461,0.689949
5.790160,2.290026,-1.246274,-1.432163,-0.216070,4.661247,2.202459,1.416976,0.683522
5.889990,2.389050,-1.233530,-1.453316,-0.207647,4.708181,2.302792,1.472674,0.687292
5.989820,2.488292,-1.222845,-1.473623,-0.199266,4.756758,2.402924,1.527025,0.707312
6.089651,2.587751,-1.214134,-1.493118,-0.191318,4.806924,2.478271,1.584230,0.721739
6.189481,2.687335,-1.207326,-1.511823,-0.183464,4.858120,2.555998,1.618819,0.742494
6.289311,2.787048,-1.202342,-1.529769,-0.176122,4.910363,2.626118,1.653322,0.763849
6.389142,2.886816,-1.199113,-1.546989,-0.168889,4.963466,2.698448,1.666711,0.792957
6.488972,2.986639,-1.197565,-1.563487,-0.161592,5.017446,2.780239,1.668260,0.812899
6.588802,3.086461,-1.197629,-1.579253,-0.154290,5.072462,2.873332,1.669929,0.833053
6.688633,3.186281,-1.199230,-1.594294,-0.147050,5.128700,2.970036,1.676017,0.845708
6.788463,3.286059,-1.202296,-1.608613,-0.139817,5.186190,3.071993,1.686546,0.871108
6.888294,3.385789,-1.206754,-1.622218,-0.132777,5.244990,3.174391,1.701503,0.891811
6.988124,3.485450,-1.212534,-1.635123,-0.125768,5.305065,3.262485,1.703160,0.899056
7.087954,3.585030,-1.219565,-1.647334,-0.118896,5.366107,3.351222,1.696130,0.918391
7.187785,3.684522,-1.227778,-1.658862,-0.112044,5.428095,3.445888,1.687918,0.949011
7.287615,3.783911,-1.237103,-1.669712,-0.105364,5.491104,3.542073,1.678594,0.971567
7.387445,3.883205,-1.247473,-1.679899,-0.098708,5.555127,3.700467,1.668225,0.981947
7.487276,3.982381,-1.258820,-1.689427,-0.092202,5.621234,3.870859,1.652043,0.993307
7.587106,4.081461,-1.271082,-1.698308,-0.085719,5.689564,4.048441,1.619809,1.005583
7.686936,4.180419,-1.284189,-1.706548,-0.079378,5.760160,4.218255,1.592363,1.018707
7.786767,4.279286,-1.298082,-1.714157,-0.073058,5.832810,4.325142,1.558915,1.032619
7.886597,4.378031,-1.312693,-1.721139,-0.066852,5.906372,4.436746,1.526582,1.047253
7.986427,4.476696,-1.327966,-1.727505,-0.060666,5.980892,4.556410,1.497253,1.062550
8.086258,4.575246,-1.343833,-1.733257,-0.054590,6.056468,4.685246,1.473528,1.078446
8.186088,4.673729,-1.360240,-1.738405,-0.048535,6.133210,4.823932,1.455731,1.094884
8.285918,4.772112,-1.377121,-1.742952,-0.042589,6.211233,4.967846,1.432604,1.111799
8.385749,4.870441,-1.394424,-1.746908,-0.036664,6.290572,5.151359,1.394617,1.129138
8.485579,4.968688,-1.412083,-1.750270,-0.030689,6.371799,5.377289,1.355052,1.146837
8.585409,5.066899,-1.430047,-1.753036,-0.024718,6.455498,5.606926,1.303861,1.164842
8.685240,5.165047,-1.448249,-1.755202,-0.018670,6.541631,5.558016,1.258306,1.183090
