s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,d_right_iqp,d_left_iqp
0.000000,-1.540271,-5.101907,1.756857,-0.999938,2.688307,-0.027938,0.401828,1.464337
0.099801,-1.639033,-5.115459,1.657585,-0.992438,2.687269,0.032432,0.399950,1.436474
0.199603,-1.738799,-5.119176,1.558459,-0.994026,2.688473,0.014316,0.403670,1.404711
0.299404,-1.838305,-5.113079,1.461425,-0.953525,2.689005,0.307191,0.406832,1.371758
0.399205,-1.936921,-5.097523,1.367752,-0.924435,2.700382,0.461247,0.424627,1.349211
0.499007,-2.033604,-5.073014,1.278192,-0.871558,2.717375,0.766511,0.455207,1.340936
0.598808,-2.127846,-5.040174,1.193523,-0.826278,2.745383,0.970401,0.478252,1.323202
0.698609,-2.219051,-4.999682,1.113091,-0.786065,2.780435,1.106555,0.512463,1.321064
0.798411,-2.306778,-4.952174,1.036426,-0.751600,2.819875,1.189053,0.540534,1.299455
0.898212,-2.390746,-4.898197,0.963088,-0.717866,2.861648,1.267913,0.575954,1.278194
0.998013,-2.470570,-4.838391,0.893002,-0.687956,2.905531,1.318757,0.619345,1.264013
1.097815,-2.546178,-4.773185,0.825756,-0.659143,2.950481,1.368017,0.669284,1.256650
1.197616,-2.617253,-4.703229,0.761326,-0.633363,2.996397,1.398552,0.719382,1.255853
1.297417,-2.683855,-4.628824,0.699332,-0.608278,3.042622,1.443801,0.768750,1.261363
1.397219,-2.745729,-4.550628,0.639836,-0.585302,3.089618,1.478403,0.822358,1.263845
1.497020,-2.803021,-4.468826,0.582477,-0.563392,3.137010,1.511776,0.879582,1.264679
1.596821,-2.855537,-4.384071,0.527322,-0.543160,3.184743,1.537374,0.939586,1.278891
1.696623,-2.903468,-4.296444,0.474050,-0.523569,3.232561,1.565767,1.002037,1.270066
1.796424,-2.946677,-4.206595,0.422771,-0.505262,3.280546,1.599265,1.066279,1.266560
1.896226,-2.985373,-4.114511,0.373165,-0.488014,3.328843,1.634808,1.132197,1.261871
1.996027,-3.019476,-4.020828,0.325331,-0.471661,3.377501,1.667849,1.199258,1.247348
2.095828,-3.049188,-3.925464,0.278975,-0.456539,3.426429,1.694115,1.267484,1.231282
2.195630,-3.074478,-3.829019,0.234175,-0.442168,3.475423,1.719050,1.336430,1.211075
2.295431,-3.095526,-3.731385,0.190698,-0.428433,3.524442,1.736052,1.365964,1.203231
2.395232,-3.112352,-3.633098,0.148635,-0.415286,3.573264,1.745933,1.382726,1.204889
2.495034,-3.125111,-3.534049,0.107794,-0.402605,3.621700,1.758074,1.395449,1.205578
2.594835,-3.133868,-3.434705,0.068254,-0.390423,3.669826,1.771434,1.394366,1.196808
2.694636,-3.138755,-3.334970,0.029848,-0.378814,3.717688,1.784447,1.378626,1.191917
2.794438,-3.139866,-3.235235,-0.007374,-0.367611,3.765287,1.806611,1.366244,1.193661
2.894239,-3.137316,-3.135426,-0.043543,-0.356928,3.812872,1.843744,1.357416,1.202662
2.994040,-3.131217,-3.035858,-0.078630,-0.346610,3.860830,1.880658,1.351330,1.223238
3.093842,-3.121672,-2.936487,-0.112740,-0.336762,3.909142,1.915601,1.341803,1.254726
3.193643,-3.108800,-2.837554,-0.145858,-0.327257,3.957746,1.950344,1.328965,1.294934
3.293444,-3.092696,-2.739046,-0.178073,-0.318217,4.006625,1.979912,1.313727,1.332671
3.393246,-3.073480,-2.641135,-0.209384,-0.309505,4.055643,1.991111,1.302800,1.366531
3.493047,-3.051243,-2.543839,-0.239859,-0.301166,4.104348,2.002257,1.296381,1.397531
3.592848,-3.026097,-2.447273,-0.269506,-0.293173,4.152750,2.013442,1.294632,1.436779
3.692650,-2.998133,-2.351473,-0.298383,-0.285524,4.200859,2.024316,1.278997,1.484008
3.792451,-2.967452,-2.256514,-0.326505,-0.278210,4.248679,2.034720,1.264962,1.522152
3.892252,-2.934147,-2.162442,-0.353918,-0.271167,4.296209,2.016601,1.255938,1.568175
3.992054,-2.898308,-2.069304,-0.380641,-0.264497,4.342802,1.997982,1.247974,1.621316
4.091855,-2.860023,-1.977147,-0.406714,-0.258055,4.388477,1.981976,1.234628,1.670666
4.191656,-2.819378,-1.886004,-0.432160,-0.252001,4.433322,1.964898,1.220684,1.711495
4.291458,-2.776452,-1.795912,-0.457016,-0.246128,4.477336,1.950442,1.203219,1.754598
4.391259,-2.731329,-1.706904,-0.481300,-0.240614,4.520603,1.953931,1.183637,1.799441
4.491060,-2.684076,-1.618997,-0.505045,-0.235226,4.563536,1.980247,1.159463,1.846475
4.590862,-2.634781,-1.532237,-0.528264,-0.230201,4.606639,2.001882,1.126379,1.881690
4.690663,-2.583492,-1.446610,-0.550994,-0.225255,4.649807,2.024795,1.092959,1.917608
4.790464,-2.530309,-1.362188,-0.573248,-0.220827,4.693065,2.039239,1.065673,1.952276
4.890266,-2.475254,-1.278921,-0.595073,-0.216466,4.736233,2.055101,1.045039,1.992118
4.990067,-2.418444,-1.196907,-0.616474,-0.212534,4.779341,2.051231,0.999206,2.035785
5.089869,-2.359874,-1.116071,-0.637496,-0.208675,4.821984,2.043146,0.957436,2.083224
5.189670,-2.299666,-1.036517,-0.658138,-0.205135,4.864088,2.031105,0.922627,2.124596
5.289471,-2.237809,-0.958169,-0.678442,-0.201706,4.905585,2.019921,0.882379,2.167813
5.389273,-2.174420,-0.881123,-0.698414,-0.198665,4.946509,2.002601,0.843768,2.212111
5.489074,-2.109483,-0.805310,-0.718097,-0.195786,4.986750,1.984534,0.813665,2.235851
5.588875,-2.043108,-0.730815,-0.737508,-0.193305,5.026310,1.963843,0.793113,2.235371
5.688677,-1.975280,-0.657585,-0.756684,-0.191036,5.065153,1.942705,0.782877,2.241263
5.788478,-1.906093,-0.585686,-0.775652,-0.189141,5.103288,1.914438,0.783398,2.227883
5.888279,-1.835539,-0.515084,-0.794440,-0.187426,5.140591,1.884007,0.782876,2.204237
5.988081,-1.763693,-0.445831,-0.813073,-0.186047,5.177038,1.847063,0.780715,2.181831
6.087882,-1.690557,-0.377907,-0.831579,-0.184752,5.212524,1.810329,0.777040,2.157997
6.187683,-1.616191,-0.311354,-0.849958,-0.183598,5.247071,1.772096,0.773823,2.140379
6.287485,-1.540609,-0.246166,-0.868203,-0.181406,5.280669,1.754364,0.781605,2.107547
6.387286,-1.463866,-0.182361,-0.886143,-0.178123,5.313722,1.768807,0.789933,2.068644
6.487087,-1.385999,-0.119929,-0.903729,-0.173723,5.346840,1.816925,0.782963,2.030752
6.586889,-1.307062,-0.058857,-0.920799,-0.168370,5.380647,1.893829,0.786943,1.992301
6.686690,-1.227116,0.000875,-0.937365,-0.163973,5.415660,1.943503,0.801760,1.947839
6.786491,-1.146196,0.059296,-0.953540,-0.160161,5.451358,1.977224,0.826871,1.897475
6.886293,-1.064366,0.116406,-0.969356,-0.157074,5.487437,1.990849,0.855330,1.852569
6.986094,-0.981633,0.172238,-0.984900,-0.154399,5.523526,2.017890,0.878400,1.812080
7.085895,-0.898067,0.226778,-1.000168,-0.151555,5.559867,2.064364,0.910439,1.759843
7.185697,-0.813665,0.280061,-1.015152,-0.148687,5.596800,2.112850,0.943451,1.713170
7.285498,-0.728503,0.332071,-1.029854,-0.146020,5.634350,2.156237,0.972955,1.672536
7.385299,-0.642569,0.382849,-1.044300,-0.143441,5.672415,2.198090,1.010175,1.638351
7.485101,-0.555943,0.432377,-1.058486,-0.140883,5.710958,2.240584,1.041080,1.602809
7.584902,-0.468600,0.480698,-1.072422,-0.138358,5.749980,2.283281,1.067021,1.559943
