epoch;loss;lr;val_loss
0;0.008966573514044285;0.01;0.0072826663963496685
1;0.004815602675080299;0.01;0.004936747718602419
2;0.004526669625192881;0.01;0.004803293384611607
3;0.003942929208278656;0.01;0.002998142037540674
4;0.002132794354110956;0.01;0.00191298290155828
5;0.0017722422489896417;0.01;0.001993129262700677
6;0.0006565002840943635;0.0031599998;0.0006397037068381906
7;0.0006552456179633737;0.0031599998;0.0005795250763185322
8;0.0004487709084060043;0.00099856;0.0003852737136185169
9;0.0003749407478608191;0.00099856;0.0003194075252395123
