epoch;loss;lr;val_loss
0;0.4585510194301605;0.01;0.43029913306236267
1;0.4190796911716461;0.01;0.42634904384613037
2;0.4160124659538269;0.01;0.42475661635398865
3;0.4100648760795593;0.01;0.4227311611175537
4;0.4060838520526886;0.01;0.4206489324569702
5;0.4003562331199646;0.01;0.4245242178440094
6;0.39449435472488403;0.0009999999;0.42201751470565796
7;0.39286378026008606;1e-04;0.42098432779312134
8;0.39294901490211487;1e-04;0.420915424823761
9;0.3924531042575836;1e-04;0.42067018151283264
10;0.39251476526260376;1e-04;0.42068803310394287
11;0.39242783188819885;1e-04;0.4208866357803345
12;0.39274388551712036;1e-04;0.42104026675224304
13;0.39232513308525085;1e-04;0.4205934405326843
14;0.3921830952167511;1e-04;0.4209353029727936
