epoch;loss;lr;val_loss
0;0.0024129468947649;0.001;0.011686746031045914
1;0.0014924416318535805;0.001;0.0014102939749136567
2;0.0013341668527573347;0.001;0.0014173793606460094
3;0.0011202346067875624;0.00020000001;0.0011834179749712348
4;0.0010998495854437351;0.00020000001;0.001122131128795445
5;0.0010545962722972035;4.0000003e-05;0.0010748259956017137
6;0.0010520544601604342;4.0000003e-05;0.0010750385699793696
7;0.0010428648674860597;8.000001e-06;0.0010674280347302556
8;0.001041210489347577;1.6000001e-06;0.0010621075052767992
9;0.0010404976783320308;1e-06;0.0010650729527696967
