s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,d_right_iqp,d_left_iqp
0.000000,-2.618814,-4.783123,-2.004872,0.734714,2.964171,0.644414,1.728503,0.435767
0.099991,-2.526748,-4.821846,-1.933756,0.688586,2.985830,0.951088,1.710503,0.473906
0.199983,-2.432065,-4.854203,-1.867223,0.641052,3.017513,1.242963,1.699979,0.505709
0.299974,-2.335683,-4.880377,-1.805460,0.596535,3.058424,1.491841,1.652100,0.531568
0.399966,-2.237705,-4.900798,-1.747732,0.557803,3.106815,1.678010,1.561100,0.566754
0.499957,-2.138891,-4.915702,-1.693919,0.519176,3.160359,1.865867,1.474091,0.611561
0.599948,-2.039341,-4.925468,-1.643867,0.482016,3.218853,2.045371,1.391651,0.664321
0.699940,-1.939524,-4.930415,-1.597289,0.450217,3.281776,2.188164,1.314808,0.723369
0.799931,-1.839497,-4.930864,-1.553782,0.419773,3.347782,2.340161,1.244408,0.782310
0.899923,-1.739610,-4.927119,-1.513384,0.388614,3.416963,2.515651,1.175727,0.841498
0.999914,-1.639887,-4.919491,-1.476037,0.358345,3.489803,2.697302,1.110445,0.905057
1.099905,-1.540547,-4.908300,-1.441689,0.328867,3.566250,2.867189,1.034428,0.972203
1.199897,-1.441590,-4.893843,-1.410251,0.299927,3.645755,3.047733,0.961890,1.042418
1.299888,-1.343139,-4.876431,-1.381709,0.271054,3.728407,3.250078,0.897012,1.115205
1.399879,-1.245177,-4.856352,-1.356033,0.242513,3.814575,3.504474,0.841352,1.190249
1.499871,-1.147741,-4.833906,-1.333206,0.214082,3.905357,3.795512,0.787851,1.263823
1.599862,-1.050803,-4.809379,-1.313214,0.185802,4.001356,4.114099,0.723540,1.333010
1.699854,-0.954335,-4.783054,-1.296057,0.157362,4.102877,4.426821,0.657936,1.404661
1.799845,-0.858302,-4.755217,-1.281742,0.128996,4.209381,4.776256,0.603239,1.457634
1.899836,-0.762620,-4.726140,-1.270257,0.100684,4.321349,5.122438,0.556362,1.484545
1.999828,-0.667257,-4.696106,-1.261606,0.072400,4.438294,5.487885,0.510663,1.516632
2.099819,-0.572086,-4.665375,-1.255766,0.044389,4.560257,5.955314,0.468444,1.553847
2.199811,-0.477086,-4.634231,-1.252730,0.016345,4.689019,6.542793,0.445535,1.596057
2.299802,-0.382098,-4.602920,-1.252493,-0.011624,4.826525,6.521119,0.432590,1.641159
2.399793,-0.287118,-4.571734,-1.255057,-0.039693,4.959784,5.883710,0.411980,1.686407
2.499785,-0.191964,-4.540908,-1.260441,-0.067992,5.077017,5.090205,0.414716,1.732751
2.599776,-0.096661,-4.510749,-1.268653,-0.095642,5.176297,4.270897,0.417761,1.782414
2.699768,-0.001020,-4.481477,-1.279283,-0.116918,5.258152,3.590398,0.404660,1.812231
2.799759,0.094897,-4.453343,-1.292018,-0.135452,5.325991,2.950489,0.410234,1.848048
2.899750,0.191223,-4.426473,-1.305482,-0.133800,5.381099,2.893828,0.421095,1.889699
2.999742,0.287871,-4.400902,-1.318769,-0.131614,5.434606,2.857048,0.418212,1.936781
3.099733,0.384864,-4.376597,-1.331685,-0.126724,5.486921,2.905688,0.424327,1.988409
3.199724,0.482154,-4.353524,-1.344112,-0.122011,5.539620,2.993495,0.411352,2.040978
3.299716,0.579718,-4.331641,-1.356130,-0.118386,5.593392,3.064581,0.418533,2.097992
