# This is F1TENTH simulation from 10.01.2024 at time 14:55:37
# Done with git-revision: unknown
# Starting position :,""[0.0, 0.0, 0.0]""
# Saving: 0.04 s
# Speedfactor 0.5
# Controller: Random input
#
# Data:
time,angular_control,translational_control,angular_vel_z,linear_vel_x,pose_theta,pose_theta_cos,pose_theta_sin,pose_x,pose_y,slip_angle,steering_angle,experiment_index,D_pose_x,D_pose_y,D_pose_theta,D_pose_theta_sin,D_pose_theta_cos,D_linear_vel_x,D_angular_vel_z,D_slip_angle,D_steering_angle,D_car_pose_x,D_car_pose_y
0.4,-0.061329346,2.0501945,-0.8697128,5.339341,-0.3602922,0.9357939,-0.35254768,-20.246403,-22.399279,0.1209371,-0.06896779,0,5.21307,-1.1113167,-0.9757317,-0.91956407,-0.32608807,0.2963066,3.635919,-0.002782233,0.12730733,5.270151,0.79789233
0.44,-0.061329346,2.0501945,-1.8479396,4.978941,-0.40680745,0.9183887,-0.39567935,-20.042902,-22.45096,0.12992516,-0.06591241,0,5.0875187,-1.292038,-1.1628814,-1.078292,-0.4351288,-9.010005,-24.45567,0.22470151,0.07638447,5.1835527,0.82643294
0.48,-0.0903477,2.0501945,-2.356398,4.618541,-0.4863972,0.8840227,-0.46744397,-19.855331,-22.506231,0.16766833,-0.06407918,0,4.6892643,-1.3817787,-1.989744,-1.7941154,-0.8591503,-9.010005,-12.711462,0.94357914,0.045830756,4.7913203,0.9704447
0.52,-0.0903477,2.0501945,-2.7420404,4.2581406,-0.5844034,0.83404136,-0.5517019,-19.684044,-22.565107,0.21112268,-0.074586585,0,4.2821884,-1.4719009,-2.4501548,-2.1064482,-1.2495339,-9.010005,-9.641057,1.0863587,-0.26268512,4.3835726,1.1348654
0.56,-0.0903477,2.0501945,-3.107615,3.8977404,-0.6979968,0.76613116,-0.6426843,-19.52985,-22.628452,0.25277013,-0.08089103,0,3.854847,-1.5836239,-2.839835,-2.2745595,-1.6977549,-9.010005,-9.139365,1.0411862,-0.15761107,3.9710884,1.264186
0.6,-0.0903477,2.0501945,-3.351115,3.5373402,-0.8251395,0.67845446,-0.73464245,-19.39383,-22.696898,0.28918728,-0.0846737,0,3.4005165,-1.7111301,-3.1785684,-2.2989542,-2.1919177,-9.010005,-6.0875,0.91042894,-0.09456687,3.5641644,1.3372399
0.64,-0.0903477,2.0501945,-3.4219472,3.17694,-0.9603855,0.57320416,-0.8194126,-19.277163,-22.77031,0.3139364,-0.0869433,0,2.9166698,-1.8352985,-3.3811495,-2.1192536,-2.6312575,-9.010005,-1.7708063,0.6187282,-0.056739897,3.175714,1.3379552
0.68,-0.0903477,2.0501945,-3.2895052,2.8165398,-1.096479,0.4567312,-0.88960475,-19.180952,-22.847605,0.3204704,-0.088305056,0,2.405262,-1.9323826,-3.402339,-1.7548039,-2.911824,-9.010005,3.31105,0.16334951,-0.034043938,2.817615,1.2571532
0.72,-0.4446644,2.0501945,-2.9463952,2.4561396,-1.2251453,0.33880925,-0.9408551,-19.105831,-22.92657,0.30374077,-0.08912212,0,1.8780231,-1.9741535,-3.2166572,-1.2812585,-2.9480488,-9.010005,8.577752,-0.41824058,-0.020426512,2.493684,1.0980861
0.76,-0.4446644,2.0501945,-2.4526649,2.1635342,-1.3325183,0.23602962,-0.97174585,-19.05124,-23.004616,0.23747769,-0.21712214,0,1.3647556,-1.9511223,-2.684325,-0.77226907,-2.5694907,-7.315135,12.343258,-1.656577,-3.2000005,2.2181177,0.86567295
0.8,-0.4446644,6.0834947,-1.7748011,2.081839,-1.4170127,0.1531782,-0.9881986,-19.016045,-23.082651,0.119231,-0.30813903,0,0.8799076,-1.9508839,-2.1123588,-0.41131824,-2.0712857,-2.042377,16.946592,-2.9561672,-2.275422,2.0626433,0.5706906
0.84,-0.4446644,6.0834947,-0.74663603,2.4422393,-1.4644792,0.10611694,-0.99435365,-18.996527,-23.16722,0.023681615,-0.36274916,0,0.48794746,-2.1142006,-1.1866629,-0.15387684,-1.1765314,9.010005,25.704128,-2.3887346,-1.3652533,2.1540425,0.26083982
0.88,-0.4446644,6.0834947,-1.4269916,2.8026395,-1.5013713,0.06936931,-0.997591,-18.985565,-23.267897,-0.016367693,-0.39551526,0,0.2740383,-2.5169373,-0.9223014,-0.08093417,-0.91869086,9.010005,-17.008888,-1.0012326,-0.8191526,2.5298839,0.09877996
0.92,-0.4446644,6.0834947,-1.9290888,3.1630397,-1.5640992,0.006697084,-0.9999776,-18.981375,-23.383514,-0.017809257,-0.4151749,0,0.10476112,-2.8904438,-1.5681982,-0.05966425,-1.5668056,9.010005,-12.552431,-0.03603911,-0.49149096,2.8910806,0.08540123
0.96,-0.35166487,6.0834947,-2.2169464,3.52344,-1.644685,-0.07382149,-0.9972715,-18.984926,-23.513577,-0.0004585106,-0.4189,0,-0.08878708,-3.2515526,-2.014646,0.06765276,-2.0129645,9.010005,-7.1964383,0.43376866,-0.09312779,3.249235,0.15148965
1.0,-0.35166487,6.0834947,-2.2778325,3.88384,-1.7346976,-0.16316842,-0.98659825,-18.99803,-23.657505,0.025554465,-0.39200598,0,-0.32758713,-3.5982132,-2.2503138,0.26683062,-2.233673,9.010005,-1.5221536,0.6503244,0.6723508,3.6034427,0.26391786
1.04,-0.35166487,6.0834947,-2.146933,4.2442403,-1.824694,-0.2511786,-0.96794075,-19.022501,-23.814548,0.052062288,-0.3758695,0,-0.6117821,-3.9260864,-2.2499113,0.46643764,-2.2002544,9.010005,3.2724857,0.6626956,0.4034117,3.9538856,0.39398003
1.08,-0.35166487,6.0834947,-2.0970244,4.5756736,-1.91032,-0.33303803,-0.9429134,-19.059954,-23.98351,0.07369694,-0.36618763,0,-0.93631744,-4.2240143,-2.14065,0.62568337,-2.046486,8.285832,1.247716,0.5408663,0.24204701,4.294709,0.5238911
1.12,-0.35166487,6.0834947,-2.2566407,4.847383,-1.996398,-0.41286883,-0.9107905,-19.11172,-24.161867,0.09386834,-0.3603785,0,-1.294136,-4.458952,-2.1519482,0.80307275,-1.9957699,6.792736,-3.9904058,0.5042849,0.1452282,4.5954795,0.66227543
1.16,-0.35166487,6.0834947,-2.4810152,5.0701303,-2.0896394,-0.49587584,-0.8683934,-19.17878,-24.346138,0.11797693,-0.35689306,0,-1.6765118,-4.6067715,-2.3310363,1.0599271,-2.0751753,5.568683,-5.6093636,0.6027149,0.08713603,4.831832,0.8285148
1.2,-0.10497723,5.5010786,-2.7063892,5.252739,-2.1918702,-0.5819088,-0.813254,-19.262056,-24.53302,0.1464263,-0.35480177,0,-2.0819187,-4.6720505,-2.5557697,1.3784856,-2.1508245,4.565215,-5.6343493,0.7112343,0.052282214,5.01105,1.0255786
1.24,-0.10497723,5.5010786,-3.337939,5.29749,-2.3102577,-0.67389005,-0.73883164,-19.362005,-24.718294,0.18570036,-0.25487196,0,-2.498722,-4.631853,-2.9596865,1.860559,-2.2995307,1.1187792,-15.788746,0.9818513,2.4982452,5.106024,1.2752249
1.28,-0.10497723,5.5010786,-2.9708707,5.334177,-2.4412894,-0.76464677,-0.6444496,-19.477137,-24.896576,0.23678221,-0.19491407,0,-2.8782845,-4.4570446,-3.2757938,2.3595512,-2.2689178,0.91717243,9.176707,1.2770463,1.4989473,5.0732117,1.5531555
1.32,-0.10497723,5.5010786,-2.3731296,5.364253,-2.5541935,-0.8323849,-0.554198,-19.607193,-25.066044,0.2654631,-0.15893933,0,-3.2514095,-4.236698,-2.8226018,2.256289,-1.6934528,0.7519007,14.943528,0.71702266,0.8993685,5.054394,1.7246387
1.36,-0.10497723,5.5010786,-1.8518282,5.3889093,-2.643579,-0.8785331,-0.4776814,-19.751892,-25.224749,0.2698356,-0.1373545,0,-3.6174774,-3.967619,-2.2346377,1.9129157,-1.153706,0.6164074,13.032535,0.10931194,0.53962094,5.0733314,1.7576829
1.4,-0.10497723,5.5010786,-1.4884315,5.4091225,-2.7136555,-0.9098238,-0.4149949,-19.910156,-25.371323,0.25794706,-0.12440359,0,-3.956604,-3.6643505,-1.7519116,1.5671625,-0.78226626,0.5053282,9.084919,-0.29721335,0.3237726,5.120499,1.6919428
1.44,0.13989034,5.5010786,-1.2713361,5.4256926,-2.7707405,-0.9320189,-0.36240977,-20.080334,-25.505138,0.23840755,-0.11663305,0,-4.2544365,-3.3453941,-1.4271259,1.3146281,-0.5548775,0.41425228,5.4273844,-0.48848763,0.19426346,5.177619,1.5761211
1.48,0.13989034,5.5010786,-0.9447956,5.4392767,-2.8203123,-0.94883186,-0.31578168,-20.260605,-25.626162,0.22022481,-0.014023695,0,-4.5067787,-3.0255795,-1.2392938,1.1657022,-0.4203245,0.33960342,8.163511,-0.45456848,2.565234,5.2315974,1.447608
1.52,0.13989034,5.5010786,-0.13620183,5.4504137,-2.8501318,-0.9578251,-0.28735182,-20.448664,-25.735752,0.19758533,0.047541916,0,-4.7014713,-2.7397633,-0.7454872,0.71074665,-0.2248317,0.27842522,20.214844,-0.56598705,1.5391403,5.290463,1.2732378
1.56,0.13989034,5.5010786,0.6306852,5.459543,-2.8473763,-0.9570297,-0.28998992,-20.642265,-25.836168,0.15598641,0.084481284,0,-4.84004,-2.5104046,0.06888509,-0.06595254,0.0198856,0.2282381,19.172176,-1.0399729,0.9234842,5.3600545,0.99896896
1.6,0.13989034,3.5136688,1.1939334,5.4670277,-2.815884,-0.94742423,-0.31998014,-20.839598,-25.929874,0.10095218,0.10664491,0,-4.9333096,-2.3426533,0.78730583,-0.7497556,0.24013668,0.1871109,14.081203,-1.3758559,0.55409074,5.423539,0.6409254
1.64,0.13989034,3.5136688,1.330245,5.1066275,-2.7679887,-0.93101805,-0.36497316,-21.035595,-26.018436,0.047619775,0.11994308,0,-4.899931,-2.2140503,1.1973858,-1.1248254,0.41015446,-9.010005,3.4077911,-1.3333101,0.3324542,5.3699927,0.27297747
1.68,0.11806152,3.5136688,1.76407,4.7462273,-2.7107208,-0.90860194,-0.41766316,-21.21861,-26.100714,-0.0013200324,0.12792198,0,-4.5753956,-2.0569324,1.4316976,-1.31725,0.56040287,-9.010005,10.845626,-1.2234951,0.19947253,5.0163183,-0.0420413
1.72,0.11806152,3.5136688,2.228563,4.385827,-2.6352146,-0.8745069,-0.48501307,-21.387583,-26.17904,-0.05513899,0.123977795,0,-4.2243004,-1.9581795,1.8876553,-1.6837478,0.8523762,-9.010005,11.612326,-1.345474,-0.09860471,4.6439223,-0.33639956
1.76,0.11806152,3.5136688,2.6017926,4.025427,-2.5421762,-0.825665,-0.56416076,-21.541609,-26.255198,-0.111424506,0.12161128,0,-3.8506508,-1.9039154,2.325958,-1.9786924,1.2210473,-9.010005,9.330737,-1.4071379,-0.059162825,4.253462,-0.60038984
1.8,0.11806152,3.5136688,2.894617,3.6650267,-2.4349484,-0.760545,-0.6492852,-21.679724,-26.330692,-0.16362315,0.12019138,0,-3.4528732,-1.8873692,2.680695,-2.128111,1.6279995,-9.010005,7.3206124,-1.3049662,-0.035497546,3.8515062,-0.8064703
1.84,0.11806152,3.5136688,2.0154643,3.5559278,-2.3302557,-0.6885295,-0.7252083,-21.80278,-26.408293,-0.18525453,0.11933944,0,-3.0764103,-1.940012,2.6173174,-1.8980771,1.8003881,-2.7274728,-21.978819,-0.54078436,-0.021298602,3.525112,-0.89528286
1.88,0.11806152,3.5136688,1.3654823,3.5254674,-2.2579858,-0.6343671,-0.77303195,-21.915833,-26.494045,-0.16691852,0.11882827,0,-2.8263092,-2.1438122,1.8067479,-1.1955917,1.3540596,-0.76150894,-16.24955,0.4584003,-0.012779236,3.4501529,-0.82486343
1.92,-0.21919067,3.5136688,1.0913557,3.516963,-2.2070246,-0.5941659,-0.8043425,-22.020075,-26.588842,-0.13553968,0.11882827,0,-2.6060581,-2.3699284,1.2740314,-0.78276396,1.0050297,-0.21260977,-6.853166,0.7844709,0.0,3.4546652,-0.6880326
1.96,-0.21919067,3.5136688,0.72992975,3.5145884,-2.164449,-0.55939245,-0.82890296,-22.116285,-26.691414,-0.11325591,-0.009171739,0,-2.405262,-2.5642872,1.06439,-0.6140113,0.8693367,-0.059366226,-9.035648,0.5570943,-3.2,3.4710307,-0.5592859
2.0,-0.21919067,1.6965182,-0.15345699,3.5139256,-2.1443057,-0.5425833,-0.840002,-22.206467,-26.799242,-0.09703731,-0.09317931,0,-2.2545338,-2.6957035,0.50358176,-0.277476,0.42022914,-0.016570091,-22.08467,0.40546507,-2.1001892,3.4876688,-0.43116927
2.04,-0.21919067,1.6965182,-0.64580554,3.1535254,-2.154408,-0.55104136,-0.8344779,-22.29124,-26.906801,-0.078427814,-0.14358386,0,-2.1193504,-2.68898,-0.2525568,0.13810247,-0.21145195,-9.010005,-12.308714,0.46523735,-1.260114,3.4117444,-0.28681183
2.08,-0.21919067,1.6965182,-1.2560896,2.7931252,-2.1869044,-0.5778633,-0.8161336,-22.366657,-27.00338,-0.052942622,-0.17382658,0,-1.8854141,-2.414465,-0.8124113,0.45860708,-0.6705478,-9.010005,-15.257101,0.6371298,-0.75606775,3.0600376,-0.14351916
2.12,-0.21919067,1.6965182,-1.6574829,2.432725,-2.241918,-0.62186486,-0.78312457,-22.434109,-27.087881,-0.02125331,-0.19197223,0,-1.6862869,-2.1125317,-1.3753414,0.8252263,-1.1000395,-9.010005,-10.034832,0.7922328,-0.45364127,2.703018,-0.006863594
2.16,-0.059294313,1.6965182,-1.800715,2.0723248,-2.3103862,-0.673985,-0.73874503,-22.494581,-27.159456,0.004269398,-0.20285961,0,-1.5118122,-1.7893791,-1.7117023,1.1094882,-1.3030037,-9.010005,-3.5808027,0.6380677,-0.2721846,2.3408337,0.08917093
2.2,-0.059294313,1.6965182,-1.3874032,1.8014433,-2.3796859,-0.72352105,-0.6903023,-22.549242,-27.21811,0.0140919,-0.14543349,0,-1.3665199,-1.466322,-1.7324924,1.211068,-1.2384012,-6.772035,10.332793,0.24556254,1.4356531,2.0009115,0.117602885
2.24,-0.059294313,1.6965182,-0.71516204,1.7258134,-2.4249966,-0.75404584,-0.6568217,-22.600914,-27.26723,-0.00090033934,-0.11097782,0,-1.2917995,-1.2279987,-1.1327684,0.8370146,-0.76311976,-1.8907487,16.80603,-0.374806,0.8613916,1.7806523,0.07748532
2.28,-0.059294313,1.6965182,-0.5050841,1.7046974,-2.4505718,-0.7705958,-0.6373242,-22.653334,-27.311817,-0.013959651,-0.09030441,0,-1.3104916,-1.1147022,-0.639379,0.48743784,-0.41374862,-0.52790046,5.2519484,-0.3264828,0.5168352,1.7202861,0.02377683
2.32,-0.059294313,1.6965182,-0.41706124,1.6988018,-2.4696257,-0.7825987,-0.6225265,-22.706705,-27.35416,-0.018149072,-0.07790037,0,-1.3342857,-1.0585785,-0.4763484,0.3699422,-0.30007213,-0.14739037,2.2005715,-0.10473554,0.310101,1.7032034,-0.0021861792
2.36,-0.059294313,1.6965182,-0.3680214,1.6971557,-2.485696,-0.79250145,-0.6098701,-22.760809,-27.395245,-0.018510157,-0.07045794,0,-1.3525963,-1.0271072,-0.40175915,0.31641126,-0.24756938,-0.041151047,1.225996,-0.009027123,0.18606074,1.6983364,-0.010924041
2.4,0.20026179,5.458418,-0.338537,1.6966963,-2.500054,-0.80117583,-0.598429,-22.815504,-27.435448,-0.017844403,-0.0659925,0,-1.3673782,-1.0050774,-0.35894513,0.2860263,-0.21685958,-0.011485815,0.7371098,0.016643852,0.11163615,1.6969779,-0.013035178
2.44,0.20026179,5.458418,-0.14188853,2.0570962,-2.5120618,-0.80830383,-0.5887656,-22.873663,-27.476992,-0.01124866,0.040509216,0,-1.4539719,-1.038599,-0.3001988,0.24158508,-0.1782,9.009999,4.916212,0.16489357,2.6625428,1.7867424,-0.016545057
2.48,0.20026179,5.458418,0.19130251,2.4174964,-2.5142539,-0.8095925,-0.5869924,-22.943502,-27.526983,0.004005178,0.104410246,0,-1.7459869,-1.2497902,-0.05480051,0.044330955,-0.03221631,9.010005,8.329776,0.38134596,1.5975257,2.1471553,-0.013060212
2.52,0.20026179,5.458418,0.5011138,2.7778966,-2.5032597,-0.80309016,-0.59585756,-23.024199,-27.586557,0.011440476,0.14275086,0,-2.0174026,-1.4893532,0.2748549,-0.22162944,0.16255826,9.010005,7.7452817,0.18588246,0.95851535,2.5075984,-0.0059998035
2.56,0.20026179,5.458418,0.7436359,3.1382968,-2.4805412,-0.7893472,-0.61394715,-23.115164,-27.656456,0.010293724,0.16575524,0,-2.2741318,-1.7474651,0.56796074,-0.4522398,0.34357458,9.010005,6.063053,-0.02866881,0.57510954,2.867931,-0.0168401
2.6,0.20026179,5.458418,0.91056275,3.498697,-2.4489074,-0.76953393,-0.6386059,-23.21578,-27.737398,0.0030284105,0.17955786,0,-2.5154114,-2.0235538,0.79084635,-0.6164685,0.495331,9.010005,4.1731715,-0.18163283,0.34506544,3.2279477,-0.049163103
2.64,-0.07804348,5.458418,1.0196261,3.8518388,-2.4111907,-0.7449063,-0.6671691,-23.325285,-27.830101,-0.007657111,0.18783942,0,-2.7376175,-2.3175716,0.9429157,-0.71408004,0.61569065,8.828545,2.7265847,-0.26713803,0.20703897,3.5854807,-0.10008013
2.68,-0.07804348,5.458418,1.0086735,4.1413445,-2.368416,-0.71569574,-0.69841224,-23.442217,-27.934814,-0.022954127,0.081486255,0,-2.923298,-2.617836,1.0693669,-0.78107864,0.7302642,7.237643,-0.2738148,-0.3824254,-2.658829,3.9205208,-0.16809297
2.72,-0.07804348,5.458418,0.540196,4.3786807,-2.3323183,-0.69002384,-0.7237866,-23.56452,-28.050028,-0.039027207,0.017674357,0,-3.0575752,-2.8803349,0.9024441,-0.6343588,0.6417975,5.933404,-11.711939,-0.401827,-1.5952975,4.1945477,-0.2255323
2.76,-0.07804348,5.458418,0.055214927,4.5732493,-2.3157833,-0.6779622,-0.73509675,-23.691133,-28.173841,-0.041064467,-0.02061278,0,-3.1653404,-3.0953407,0.4133761,-0.282754,0.3015414,4.864216,-12.124527,-0.050931517,-0.9571784,4.421356,-0.22830772
2.8,-0.07804348,3.703787,-0.3031566,4.732757,-2.3175294,-0.67924476,-0.73391175,-23.821377,-28.304554,-0.031098988,-0.04358506,0,-3.2560825,-3.2678127,-0.04365444,0.029624999,-0.03206432,3.9876938,-8.959289,0.24913698,-0.57430696,4.6099634,-0.17003274
2.84,-0.07804348,3.703787,-0.48851424,4.372357,-2.3311408,-0.6891711,-0.72459865,-23.951654,-28.436897,-0.017697413,-0.05736843,0,-3.2569408,-3.3085823,-0.34028292,0.23282766,-0.24815798,-9.010005,-4.6339407,0.33503938,-0.34458432,4.6419835,-0.0797956
2.88,-0.10932289,3.703787,-0.75043994,4.0119567,-2.3533444,-0.7050886,-0.7091192,-24.072018,-28.558771,-0.0014175512,-0.06563845,0,-3.009081,-3.0468464,-0.5550921,0.38698614,-0.3979385,-9.010005,-6.5481424,0.40699652,-0.20675054,4.2822456,0.014499664
2.92,-0.10932289,3.703787,-0.9296447,3.7898278,-2.3848763,-0.72709423,-0.6865377,-24.184053,-28.670542,0.016986307,-0.083112225,0,-2.8008938,-2.7942657,-0.78829527,0.56453794,-0.55014044,-5.5532217,-4.480119,0.46009645,-0.4368443,3.9548826,0.10877526
2.96,-0.10932289,3.703787,-0.9661818,3.7278094,-2.4222486,-0.7522381,-0.6588914,-24.292591,-28.775478,0.031630058,-0.09359649,0,-2.7134418,-2.623415,-0.93430877,0.6911576,-0.62859654,-1.5504599,-0.91342777,0.36609378,-0.26210657,3.7697,0.18556917
3.0,-0.10932289,3.703787,-0.97357196,3.710494,-2.460853,-0.7771075,-0.62936795,-24.402178,-28.876335,0.04084368,-0.09988704,0,-2.739668,-2.5214195,-0.96511245,0.7380858,-0.62173456,-0.4328847,-0.18475354,0.23034057,-0.15726388,3.715917,0.23515487
3.04,-0.10932289,3.703787,-0.9862202,3.7056599,-2.4998782,-0.8010707,-0.59856975,-24.514362,-28.973429,0.046481334,-0.10366139,0,-2.804613,-2.4273396,-0.9756267,0.7699549,-0.5990803,-0.12085438,-0.31620562,0.14094132,-0.09435862,3.6996255,0.26571393
3.08,-0.10932289,3.703787,-1.0017976,3.70431,-2.5394797,-0.8241407,-0.5663851,-24.629665,-29.066547,0.050256357,-0.10592599,0,-2.882576,-2.3279667,-0.9900391,0.8046165,-0.57675093,-0.03374815,-0.3894344,0.09437557,-0.0566151,3.6941738,0.28592408
3.12,-0.08722711,3.703787,-1.015088,3.7039332,-2.5796957,-0.84624594,-0.53279245,-24.748232,-29.155396,0.053030066,-0.107284755,0,-2.9641628,-2.2212029,-1.0053992,0.83981603,-0.5526304,-0.009417534,-0.33226013,0.06934274,-0.03396906,3.6918507,0.30040026
3.16,-0.08722711,3.703787,-1.0045159,3.7038279,-2.6204042,-0.86722803,-0.49791113,-24.870056,-29.239698,0.055526685,-0.0992617,0,-3.0456066,-2.1075726,-1.0177135,0.87203306,-0.52455217,-0.0026345253,0.2643019,0.06241547,0.20057634,3.6906192,0.31130457
3.2,-0.08722711,6.467857,-0.9489399,3.7037983,-2.660024,-0.88626945,-0.46317005,-24.995,-29.3193,0.057309326,-0.094447866,0,-3.1236172,-1.9900322,-0.9904921,0.8685268,-0.47603548,-0.0007390976,1.3893992,0.04456602,0.120345876,3.69009,0.31693888
3.24,-0.08722711,6.467857,-0.26316229,4.0641985,-2.6889906,-0.89931226,-0.43730706,-25.125996,-29.395903,0.050963126,-0.09155956,0,-3.27487,-1.9150734,-0.72416663,0.6465748,-0.3260702,9.010005,17.144442,-0.15865499,0.072207674,3.7826056,0.29012525
3.28,-0.08722711,6.467857,-0.14204986,4.4245987,-2.6974807,-0.90299255,-0.42965618,-25.27209,-29.475073,0.034462217,-0.089826584,0,-3.652382,-1.9792557,-0.21225214,0.19127205,-0.09200722,9.010005,3.0278106,-0.41252273,0.04332438,4.148473,0.21798468
3.32,-0.08722711,6.467857,-0.21772715,4.784999,-2.7036955,-0.9056454,-0.42403594,-25.43279,-29.557455,0.022924703,-0.088786796,0,-4.017496,-2.059555,-0.15537143,0.14050603,-0.0663206,9.010005,-1.8919322,-0.28843787,0.025994703,4.511752,0.16166377
3.36,0.062656865,6.467857,-0.39087427,5.08825,-2.7143168,-0.910098,-0.41439307,-25.607273,-29.643244,0.018899808,-0.08816293,0,-4.3620586,-2.1447182,-0.26553273,0.24107173,-0.111316144,7.5812817,-4.3286777,-0.10062237,0.015596673,4.8586574,0.14429688
3.4,0.062656865,6.467857,-0.4504219,5.336855,-2.7318268,-0.9172141,-0.39839458,-25.793436,-29.731478,0.023554843,-0.027835013,0,-4.6540737,-2.2058487,-0.43774843,0.39996207,-0.17790198,6.2151194,-1.4886909,0.11637588,1.5081979,5.14758,0.16907775
3.44,0.062656865,6.467857,-0.18608378,5.540662,-2.7475863,-0.92337847,-0.3838909,-25.989246,-29.821497,0.030320667,0.008361736,0,-4.895258,-2.2504807,-0.3939867,0.3625922,-0.1541093,5.095172,6.608453,0.1691456,0.90491873,5.384115,0.19880044
3.48,0.062656865,6.467857,0.13278055,5.7077427,-2.7517588,-0.92497224,-0.38003471,-26.1929,-29.913078,0.02830437,0.030079788,0,-5.0913334,-2.2895336,-0.10431409,0.09640455,-0.039844215,4.177022,7.971608,-0.050407413,0.5429513,5.5794444,0.18287146
3.52,0.062656865,6.467857,0.38753504,5.844715,-2.7436588,-0.9218636,-0.38751447,-26.402876,-30.006155,0.01759535,0.043110617,0,-5.249405,-2.3269176,0.20250082,-0.18699393,0.077715516,3.4243107,6.368862,-0.2677255,0.32577074,5.7409496,0.110880375
3.56,0.062656865,6.467857,0.5541853,5.9570055,-2.7262452,-0.9149762,-0.4035079,-26.617783,-30.101015,0.0018633548,0.050929114,0,-5.3726673,-2.371502,0.4353404,-0.3998354,0.1721859,2.8072596,4.166256,-0.3932999,0.19546244,5.872782,0.0019540787
3.6,-0.14256884,3.59354,0.64902115,6.049061,-2.702933,-0.9053218,-0.42472634,-26.836342,-30.19822,-0.015320456,0.055620216,0,-5.4639816,-2.4301052,0.5828023,-0.5304612,0.24136007,2.301383,2.3708968,-0.42959526,0.11727754,5.978791,-0.1206696
3.64,-0.14256884,3.59354,0.8365211,5.6886606,-2.672216,-0.8918504,-0.4523305,-27.053415,-30.296677,-0.038227234,-0.0236554,0,-5.426836,-2.4614334,0.76792836,-0.69010407,0.33678412,-9.010005,4.6874986,-0.57266945,-1.9818904,5.953307,-0.25949287
