epoch;loss;lr;val_loss
0;0.006605904549360275;0.01;0.00208932813256979
1;0.0017953556962311268;0.01;0.0017796941101551056
2;0.0015092231333255768;0.01;0.0016750150825828314
3;0.0013689519837498665;0.01;0.0012996579753234982
4;0.0013628170127049088;0.01;0.0010843652999028563
5;0.0012248267885297537;0.01;0.0012541665928438306
6;0.0005571384681388736;0.0031599998;0.000494502077344805
7;0.0005555134266614914;0.0031599998;0.00044484823592938483
8;0.00042945591849274933;0.00099856;0.00040304925641976297
9;0.00039416240178979933;0.00031554495;0.00036570176598615944
10;0.0003923612821381539;0.00031554495;0.00035617128014564514
11;0.00037794618401676416;9.9712204e-05;0.00034864238114096224
12;0.00037218994111754;3.150906e-05;0.0003447281487751752
13;0.00037050587707199156;1e-05;0.0003434648097027093
14;0.00037023346521891654;1e-05;0.00034209381556138396
