epoch;loss;lr;val_loss
0;0.04254429042339325;0.01;0.006713492795825005
1;0.004944814369082451;0.01;0.004487603437155485
2;0.003316138871014118;0.01;0.0025187404826283455
3;0.0026049846783280373;0.01;0.0021915165707468987
4;0.0017792829312384129;0.01;0.001673256978392601
5;0.0014493063790723681;0.01;0.0015895480755716562
6;0.0007781722815707326;0.0009999999;0.0008471242035739124
7;0.0007220915867947042;0.0009999999;0.0008205869235098362
8;0.0006945055210962892;1e-04;0.0008042911649681628
9;0.0006899961153976619;1e-04;0.0007964632241055369
10;0.0006873804377391934;1e-04;0.0007950123399496078
11;0.0006843755254521966;1e-04;0.0007898140465840697
12;0.0006814742228016257;1e-04;0.0007883141515776515
13;0.0006780974799767137;1e-04;0.0007810764946043491
14;0.0006747103179804981;1e-04;0.0007809312082827091
