epoch;loss;lr;val_loss
0;0.0037979569751769304;0.001;0.0020413591992110014
1;0.0016998409992083907;0.001;0.0014924012357369065
2;0.0014091029297560453;0.001;0.001142597058787942
3;0.0012730936286970973;0.001;0.0014158599078655243
4;0.0008631045348010957;0.00031600002;0.0008599489228799939
5;0.0008277656743302941;0.00031600002;0.0008190748048946261
6;0.0008081026026047766;0.00031600002;0.0008262709015980363
7;0.0006977770826779306;9.9856006e-05;0.0007328146602958441
8;0.0006877268897369504;9.9856006e-05;0.0007292473455891013
9;0.0006531752878800035;3.1554497e-05;0.0006853148224763572
10;0.0006490953383035958;3.1554497e-05;0.000682176963891834
11;0.0006376124219968915;1e-05;0.0006709481822326779
12;0.0006361975101754069;1e-05;0.0006694611511193216
13;0.0006350653129629791;1e-05;0.0006701182574033737
14;0.0006341427797451615;1e-05;0.000666859676130116
