# This is normalization information calculated 2022-11-24 at time 16-13-23
# Done with git-revision: unknown
# Data files used to calculate normalization information:
#     ./SI_Toolkit_ASF/Experiments/Experiment-MPPI-Imitator/Recordings/Train/F1TENTH_Blank-MPPI-0__2022-11-24_15-52-16.csv
#     ./SI_Toolkit_ASF/Experiments/Experiment-MPPI-Imitator/Recordings/Train/F1TENTH_Blank-MPPI-0__2022-11-24_15-54-25.csv
#
# Original (calculated from data) Normalization Information:
#,         ,      ,         ,LIDAR_0,         ,LIDAR_1,         ,LIDAR_10,         ,LIDAR_11,         ,LIDAR_12,         ,LIDAR_13,         ,LIDAR_14,         ,LIDAR_15,         ,LIDAR_16,         ,LIDAR_17,         ,LIDAR_18,         ,LIDAR_19,         ,LIDAR_2,         ,LIDAR_20,         ,LIDAR_21,         ,LIDAR_22,         ,LIDAR_23,         ,LIDAR_24,         ,LIDAR_25,         ,LIDAR_26,         ,LIDAR_27,         ,LIDAR_28,         ,LIDAR_29,         ,LIDAR_3,         ,LIDAR_30,         ,LIDAR_31,         ,LIDAR_32,         ,LIDAR_33,         ,LIDAR_34,         ,LIDAR_35,         ,LIDAR_36,         ,LIDAR_37,         ,LIDAR_38,         ,LIDAR_39,         ,LIDAR_4,         ,LIDAR_40,         ,LIDAR_41,         ,LIDAR_42,         ,LIDAR_43,         ,LIDAR_44,         ,LIDAR_45,         ,LIDAR_46,         ,LIDAR_47,         ,LIDAR_48,         ,LIDAR_49,         ,LIDAR_5,         ,LIDAR_50,         ,LIDAR_51,         ,LIDAR_52,         ,LIDAR_53,         ,LIDAR_54,         ,LIDAR_55,         ,LIDAR_56,         ,LIDAR_57,         ,LIDAR_58,         ,LIDAR_59,         ,LIDAR_6,         ,LIDAR_60,         ,LIDAR_61,         ,LIDAR_62,         ,LIDAR_63,         ,LIDAR_64,         ,LIDAR_65,         ,LIDAR_66,         ,LIDAR_67,         ,LIDAR_7,         ,LIDAR_8,         ,LIDAR_9,         ,WYPT_X_0,         ,WYPT_X_1,         ,WYPT_X_10,         ,WYPT_X_11,         ,WYPT_X_12,         ,WYPT_X_13,         ,WYPT_X_14,         ,WYPT_X_2,         ,WYPT_X_3,         ,WYPT_X_4,         ,WYPT_X_5,         ,WYPT_X_6,         ,WYPT_X_7,         ,WYPT_X_8,         ,WYPT_X_9,         ,WYPT_Y_0,         ,WYPT_Y_1,         ,WYPT_Y_10,         ,WYPT_Y_11,         ,WYPT_Y_12,         ,WYPT_Y_13,         ,WYPT_Y_14,         ,WYPT_Y_2,         ,WYPT_Y_3,         ,WYPT_Y_4,         ,WYPT_Y_5,         ,WYPT_Y_6,         ,WYPT_Y_7,         ,WYPT_Y_8,         ,WYPT_Y_9,         ,angular_control,         ,angular_vel_z,         ,linear_vel_x,         ,linear_vel_y,         ,pose_theta,         ,pose_theta_cos,         ,pose_theta_sin,         ,pose_x,         ,pose_y,         ,slip_angle,         ,steering_angle,         ,translational_control,         
#,           ,mean,           ,1.70767,           ,1.73126,           ,1.76499,           ,1.78385,           ,1.80113,           ,1.8423,           ,1.8667,           ,1.90755,           ,1.92759,           ,1.97347,           ,2.02338,           ,2.08045,           ,1.73348,           ,2.15196,           ,2.24057,           ,2.33603,           ,2.46491,           ,2.59955,           ,2.75573,           ,2.96499,           ,3.22224,           ,3.53429,           ,3.96959,           ,1.72004,           ,4.5819,           ,5.52743,           ,6.81934,           ,8.12097,           ,8.78062,           ,8.38377,           ,7.04788,           ,5.70455,           ,4.69819,           ,3.99382,           ,1.7283,           ,3.46715,           ,3.12818,           ,2.87168,           ,2.66367,           ,2.49942,           ,2.40839,           ,2.33585,           ,2.29864,           ,2.24132,           ,2.21252,           ,1.73965,           ,2.1713,           ,2.15509,           ,2.14847,           ,2.14745,           ,2.11776,           ,2.10814,           ,2.06429,           ,2.02812,           ,1.95905,           ,1.89513,           ,1.76843,           ,1.84759,           ,1.79824,           ,1.7422,           ,1.70858,           ,1.70467,           ,1.6932,           ,1.66883,           ,1.64302,           ,1.7734,           ,1.77159,           ,1.76115,           ,10.8695,           ,10.88335,           ,11.00012,           ,11.01221,           ,11.02388,           ,11.03537,           ,11.04687,           ,10.89724,           ,10.91021,           ,10.9228,           ,10.93618,           ,10.94961,           ,10.96262,           ,10.9751,           ,10.98769,           ,-17.09255,           ,-17.12392,           ,-17.39539,           ,-17.42429,           ,-17.45231,           ,-17.47967,           ,-17.5068,           ,-17.155,           ,-17.1862,           ,-17.21689,           ,-17.24701,           ,-17.2769,           ,-17.30669,           ,-17.33634,           ,-17.3659,           ,-0.04924,           ,-0.37923,           ,17.26469,           ,0.0,           ,0.56994,           ,-0.0096,           ,-0.02288,           ,-17.08805,           ,10.87835,           ,0.11452,           ,-0.0331,           ,1.02245,           
#,           ,std,           ,1.88087,           ,2.00958,           ,1.70322,           ,1.75734,           ,1.81651,           ,1.92041,           ,1.96455,           ,1.9562,           ,1.90363,           ,1.93706,           ,1.92662,           ,1.9335,           ,2.00474,           ,1.91408,           ,1.92996,           ,1.96531,           ,2.0994,           ,2.1686,           ,2.1902,           ,2.40848,           ,2.57491,           ,2.71263,           ,2.96104,           ,1.82698,           ,3.54891,           ,4.68464,           ,6.24925,           ,7.65658,           ,8.32652,           ,8.05106,           ,6.65801,           ,5.10588,           ,4.12127,           ,3.45746,           ,1.85604,           ,2.9689,           ,2.7747,           ,2.70022,           ,2.48444,           ,2.3182,           ,2.37016,           ,2.36449,           ,2.53384,           ,2.47792,           ,2.49351,           ,1.90445,           ,2.45607,           ,2.40088,           ,2.44466,           ,2.53142,           ,2.46154,           ,2.49881,           ,2.37851,           ,2.29984,           ,2.09508,           ,1.9136,           ,2.01831,           ,1.77251,           ,1.70355,           ,1.59041,           ,1.62335,           ,1.7703,           ,1.85342,           ,1.87095,           ,1.81684,           ,2.04176,           ,1.87676,           ,1.75245,           ,8.37859,           ,8.37469,           ,8.35967,           ,8.35963,           ,8.35966,           ,8.3596,           ,8.35967,           ,8.37142,           ,8.36838,           ,8.36611,           ,8.3644,           ,8.36272,           ,8.36144,           ,8.36047,           ,8.35986,           ,20.69183,           ,20.69468,           ,20.75633,           ,20.76684,           ,20.77749,           ,20.78798,           ,20.79859,           ,20.69841,           ,20.70285,           ,20.7081,           ,20.71395,           ,20.72027,           ,20.72789,           ,20.73669,           ,20.74625,           ,2.75346,           ,5.25258,           ,2.02926,           ,0.0,           ,1.84869,           ,0.82637,           ,0.5628,           ,20.67236,           ,8.35012,           ,0.72745,           ,0.19159,           ,4.85981,           
#,           ,max,           ,29.995,           ,30.021,           ,28.042,           ,28.38,           ,27.235,           ,27.687,           ,27.844,           ,26.796,           ,26.407,           ,27.4,           ,25.935,           ,26.778,           ,30.007,           ,27.021,           ,25.405,           ,26.078,           ,25.598,           ,27.016,           ,25.771,           ,27.08,           ,26.388,           ,25.926,           ,25.483,           ,29.995,           ,30.004,           ,30.016,           ,30.023,           ,30.022,           ,30.019,           ,30.026,           ,30.019,           ,30.022,           ,30.022,           ,30.014,           ,30.001,           ,30.018,           ,30.017,           ,30.019,           ,30.008,           ,30.013,           ,30.016,           ,30.013,           ,30.023,           ,30.007,           ,30.024,           ,30.002,           ,30.02,           ,29.999,           ,30.015,           ,30.012,           ,30.013,           ,30.016,           ,30.003,           ,30.017,           ,28.671,           ,29.985,           ,30.009,           ,24.703,           ,23.168,           ,24.37,           ,30.022,           ,30.012,           ,29.996,           ,30.013,           ,30.0,           ,30.002,           ,27.84,           ,27.348,           ,26.031,           ,26.031,           ,26.031,           ,26.031,           ,26.031,           ,26.031,           ,26.031,           ,26.031,           ,26.031,           ,26.031,           ,26.031,           ,26.031,           ,26.031,           ,26.031,           ,26.031,           ,25.262,           ,25.262,           ,25.262,           ,25.262,           ,25.262,           ,25.262,           ,25.262,           ,25.262,           ,25.262,           ,25.262,           ,25.262,           ,25.262,           ,25.262,           ,25.262,           ,25.262,           ,3.5,           ,21.011,           ,18.879,           ,0.0,           ,3.141,           ,1.0,           ,1.0,           ,25.191,           ,25.985,           ,2.665,           ,0.448,           ,10.0,           
#,           ,min,           ,0.54,           ,0.57,           ,0.552,           ,0.557,           ,0.539,           ,0.561,           ,0.572,           ,0.545,           ,0.542,           ,0.534,           ,0.501,           ,0.528,           ,0.532,           ,0.508,           ,0.516,           ,0.514,           ,0.516,           ,0.508,           ,0.519,           ,0.51,           ,0.491,           ,0.51,           ,0.504,           ,0.558,           ,0.516,           ,0.484,           ,0.485,           ,0.517,           ,0.52,           ,0.501,           ,0.506,           ,0.504,           ,0.494,           ,0.496,           ,0.549,           ,0.489,           ,0.475,           ,0.504,           ,0.478,           ,0.464,           ,0.493,           ,0.484,           ,0.477,           ,0.46,           ,0.476,           ,0.571,           ,0.474,           ,0.462,           ,0.474,           ,0.459,           ,0.471,           ,0.492,           ,0.489,           ,0.506,           ,0.511,           ,0.509,           ,0.534,           ,0.552,           ,0.501,           ,0.515,           ,0.534,           ,0.543,           ,0.556,           ,0.543,           ,0.568,           ,0.552,           ,0.56,           ,0.55,           ,-6.195,           ,-6.195,           ,-6.195,           ,-6.195,           ,-6.195,           ,-6.195,           ,-6.195,           ,-6.195,           ,-6.195,           ,-6.195,           ,-6.195,           ,-6.195,           ,-6.195,           ,-6.195,           ,-6.195,           ,-47.901,           ,-47.901,           ,-47.901,           ,-47.901,           ,-47.901,           ,-47.901,           ,-47.901,           ,-47.901,           ,-47.901,           ,-47.901,           ,-47.901,           ,-47.901,           ,-47.901,           ,-47.901,           ,-47.901,           ,-3.5,           ,-25.242,           ,0.0,           ,0.0,           ,-3.138,           ,-1.0,           ,-1.0,           ,-48.005,           ,-6.196,           ,-2.359,           ,-0.449,           ,-7.0,           
#
# Does user modified normalization info calculated from data?: Yes
#
# Normalization Information:
,LIDAR_0,LIDAR_1,LIDAR_10,LIDAR_11,LIDAR_12,LIDAR_13,LIDAR_14,LIDAR_15,LIDAR_16,LIDAR_17,LIDAR_18,LIDAR_19,LIDAR_2,LIDAR_20,LIDAR_21,LIDAR_22,LIDAR_23,LIDAR_24,LIDAR_25,LIDAR_26,LIDAR_27,LIDAR_28,LIDAR_29,LIDAR_3,LIDAR_30,LIDAR_31,LIDAR_32,LIDAR_33,LIDAR_34,LIDAR_35,LIDAR_36,LIDAR_37,LIDAR_38,LIDAR_39,LIDAR_4,LIDAR_40,LIDAR_41,LIDAR_42,LIDAR_43,LIDAR_44,LIDAR_45,LIDAR_46,LIDAR_47,LIDAR_48,LIDAR_49,LIDAR_5,LIDAR_50,LIDAR_51,LIDAR_52,LIDAR_53,LIDAR_54,LIDAR_55,LIDAR_56,LIDAR_57,LIDAR_58,LIDAR_59,LIDAR_6,LIDAR_60,LIDAR_61,LIDAR_62,LIDAR_63,LIDAR_64,LIDAR_65,LIDAR_66,LIDAR_67,LIDAR_7,LIDAR_8,LIDAR_9,WYPT_X_0,WYPT_X_1,WYPT_X_10,WYPT_X_11,WYPT_X_12,WYPT_X_13,WYPT_X_14,WYPT_X_2,WYPT_X_3,WYPT_X_4,WYPT_X_5,WYPT_X_6,WYPT_X_7,WYPT_X_8,WYPT_X_9,WYPT_Y_0,WYPT_Y_1,WYPT_Y_10,WYPT_Y_11,WYPT_Y_12,WYPT_Y_13,WYPT_Y_14,WYPT_Y_2,WYPT_Y_3,WYPT_Y_4,WYPT_Y_5,WYPT_Y_6,WYPT_Y_7,WYPT_Y_8,WYPT_Y_9,angular_control,angular_vel_z,linear_vel_x,linear_vel_y,pose_theta,pose_theta_cos,pose_theta_sin,pose_x,pose_y,slip_angle,steering_angle,translational_control
mean,1.70767,1.73126,1.76499,1.78385,1.80113,1.8423,1.8667,1.90755,1.92759,1.97347,2.02338,2.08045,1.73348,2.15196,2.24057,2.33603,2.46491,2.59955,2.75573,2.96499,3.22224,3.53429,3.96959,1.72004,4.5819,5.52743,6.81934,8.12097,8.78062,8.38377,7.04788,5.70455,4.69819,3.99382,1.7283,3.46715,3.12818,2.87168,2.66367,2.49942,2.40839,2.33585,2.29864,2.24132,2.21252,1.73965,2.1713,2.15509,2.14847,2.14745,2.11776,2.10814,2.06429,2.02812,1.95905,1.89513,1.76843,1.84759,1.79824,1.7422,1.70858,1.70467,1.6932,1.66883,1.64302,1.7734,1.77159,1.76115,10.8695,10.88335,11.00012,11.01221,11.02388,11.03537,11.04687,10.89724,10.91021,10.9228,10.93618,10.94961,10.96262,10.9751,10.98769,-17.09255,-17.12392,-17.39539,-17.42429,-17.45231,-17.47967,-17.5068,-17.155,-17.1862,-17.21689,-17.24701,-17.2769,-17.30669,-17.33634,-17.3659,-0.04924,-0.37923,17.26469,0.0,0.56994,-0.0096,-0.02288,-17.08805,10.87835,0.11452,-0.0331,1.02245
std,1.88087,2.00958,1.70322,1.75734,1.81651,1.92041,1.96455,1.9562,1.90363,1.93706,1.92662,1.9335,2.00474,1.91408,1.92996,1.96531,2.0994,2.1686,2.1902,2.40848,2.57491,2.71263,2.96104,1.82698,3.54891,4.68464,6.24925,7.65658,8.32652,8.05106,6.65801,5.10588,4.12127,3.45746,1.85604,2.9689,2.7747,2.70022,2.48444,2.3182,2.37016,2.36449,2.53384,2.47792,2.49351,1.90445,2.45607,2.40088,2.44466,2.53142,2.46154,2.49881,2.37851,2.29984,2.09508,1.9136,2.01831,1.77251,1.70355,1.59041,1.62335,1.7703,1.85342,1.87095,1.81684,2.04176,1.87676,1.75245,8.37859,8.37469,8.35967,8.35963,8.35966,8.3596,8.35967,8.37142,8.36838,8.36611,8.3644,8.36272,8.36144,8.36047,8.35986,20.69183,20.69468,20.75633,20.76684,20.77749,20.78798,20.79859,20.69841,20.70285,20.7081,20.71395,20.72027,20.72789,20.73669,20.74625,2.75346,5.25258,2.02926,0.0,1.84869,0.82637,0.5628,20.67236,8.35012,0.72745,0.19159,4.85981
max,29.995,30.021,28.042,28.38,27.235,27.687,27.844,26.796,26.407,27.4,25.935,26.778,30.007,27.021,25.405,26.078,25.598,27.016,25.771,27.08,26.388,25.926,25.483,29.995,30.004,30.016,30.023,30.022,30.019,30.026,30.019,30.022,30.022,30.014,30.001,30.018,30.017,30.019,30.008,30.013,30.016,30.013,30.023,30.007,30.024,30.002,30.02,29.999,30.015,30.012,30.013,30.016,30.003,30.017,28.671,29.985,30.009,24.703,23.168,24.37,30.022,30.012,29.996,30.013,30.0,30.002,27.84,27.348,26.031,26.031,26.031,26.031,26.031,26.031,26.031,26.031,26.031,26.031,26.031,26.031,26.031,26.031,26.031,25.262,25.262,25.262,25.262,25.262,25.262,25.262,25.262,25.262,25.262,25.262,25.262,25.262,25.262,25.262,3.5,21.011,18.879,0.0,3.141,1.0,1.0,25.191,25.985,2.665,0.448,10.0
min,0.54,0.57,0.552,0.557,0.539,0.561,0.572,0.545,0.542,0.534,0.501,0.528,0.532,0.508,0.516,0.514,0.516,0.508,0.519,0.51,0.491,0.51,0.504,0.558,0.516,0.484,0.485,0.517,0.52,0.501,0.506,0.504,0.494,0.496,0.549,0.489,0.475,0.504,0.478,0.464,0.493,0.484,0.477,0.46,0.476,0.571,0.474,0.462,0.474,0.459,0.471,0.492,0.489,0.506,0.511,0.509,0.534,0.552,0.501,0.515,0.534,0.543,0.556,0.543,0.568,0.552,0.56,0.55,-6.195,-6.195,-6.195,-6.195,-6.195,-6.195,-6.195,-6.195,-6.195,-6.195,-6.195,-6.195,-6.195,-6.195,-6.195,-47.901,-47.901,-47.901,-47.901,-47.901,-47.901,-47.901,-47.901,-47.901,-47.901,-47.901,-47.901,-47.901,-47.901,-47.901,-3.5,-25.242,-18.879,0.0,-3.138,-1.0,-1.0,-48.005,-6.196,-2.359,-0.449,-10.0
