s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,d_right_iqp,d_left_iqp
0.000000,0.564951,-0.013097,1.037716,-0.384133,3.969910,-1.143005,0.421332,2.331342
0.099876,0.479925,0.039299,0.999323,-0.384750,3.941049,-1.211002,0.410137,2.405288
0.199752,0.396981,0.094919,0.960841,-0.385969,3.910239,-1.276917,0.401233,2.413908
0.299628,0.316238,0.153704,0.922098,-0.389931,3.877487,-1.304300,0.413062,2.369744
0.399504,0.237853,0.215580,0.882932,-0.394490,3.843744,-1.326931,0.424639,2.332642
0.499380,0.161959,0.280504,0.843266,-0.399884,3.809109,-1.341116,0.432348,2.303039
0.599257,0.088726,0.348400,0.803033,-0.405906,3.773780,-1.349356,0.436104,2.271758
0.699133,0.018299,0.419214,0.762178,-0.412293,3.737898,-1.361709,0.435831,2.246197
0.799009,-0.049148,0.492862,0.720655,-0.419341,3.701334,-1.383212,0.450327,2.228882
0.898885,-0.113453,0.569273,0.678372,-0.427494,3.663820,-1.395178,0.459431,2.198530
0.998761,-0.174437,0.648359,0.635239,-0.436347,3.625588,-1.401010,0.446614,2.169479
1.098637,-0.231915,0.730024,0.591160,-0.446498,3.586786,-1.393416,0.429449,2.148660
1.198513,-0.285698,0.814177,0.546024,-0.457409,3.547773,-1.376489,0.407847,2.125931
1.298389,-0.335574,0.900686,0.499752,-0.469444,3.508809,-1.342982,0.404464,2.110564
1.398265,-0.381349,0.989456,0.452222,-0.482365,3.470371,-1.340029,0.420727,2.103388
1.498141,-0.422789,1.080301,0.403531,-0.493019,3.431589,-1.328849,0.414067,2.086624
1.598017,-0.459718,1.173105,0.353703,-0.504785,3.392692,-1.328821,0.401906,2.077731
1.697894,-0.491914,1.267620,0.302743,-0.516083,3.353345,-1.319672,0.409278,2.070340
1.797770,-0.519206,1.363702,0.250569,-0.528720,3.313807,-1.301036,0.435071,2.066995
1.897646,-0.541380,1.461057,0.197090,-0.542652,3.274360,-1.274470,0.456920,1.992206
1.997522,-0.558251,1.559501,0.142118,-0.558209,3.235252,-1.250738,0.473611,1.896802
2.097398,-0.569608,1.658706,0.085564,-0.574759,3.196407,-1.210469,0.484879,1.803840
2.197274,-0.575253,1.758419,0.027241,-0.593309,3.158358,-1.158694,0.490495,1.714056
2.297150,-0.574983,1.858278,-0.032990,-0.613292,3.121502,-1.082207,0.490224,1.626062
2.397026,-0.568598,1.957936,-0.095351,-0.635794,3.086681,-0.983813,0.483841,1.542376
2.496902,-0.555899,2.056995,-0.160050,-0.660254,3.054682,-0.846122,0.471117,1.464638
2.596778,-0.536702,2.154980,-0.227346,-0.687927,3.026890,-0.648336,0.451831,1.386792
2.696654,-0.510809,2.251451,-0.297635,-0.720052,3.005422,-0.378246,0.425756,1.310873
2.796530,-0.478067,2.345754,-0.371329,-0.756701,2.992825,-0.227746,0.411453,1.243672
2.896407,-0.438290,2.437403,-0.447979,-0.777802,2.985215,-0.034424,0.395508,1.187229
2.996283,-0.391568,2.525587,-0.526906,-0.804496,2.984063,-0.034424,0.392033,1.129263
3.096159,-0.337942,2.609884,-0.605654,-0.769947,2.982911,0.240492,0.405826,1.059868
3.196035,-0.278062,2.689718,-0.680869,-0.738044,2.990952,0.485227,0.419881,0.999902
3.295911,-0.212402,2.765027,-0.752556,-0.696500,3.007112,0.783817,0.440794,0.945237
3.395787,-0.141746,2.835506,-0.820082,-0.657057,3.033033,1.032423,0.456640,0.895524
3.495663,-0.066538,2.901267,-0.883968,-0.621885,3.066842,1.220960,0.486705,0.860774
3.595539,0.012538,2.962177,-0.944364,-0.588475,3.106350,1.383751,0.528711,0.842720
3.695415,0.095124,3.018377,-1.001696,-0.559364,3.150526,1.501165,0.580256,0.806752
3.795291,0.180666,3.069846,-1.056142,-0.531535,3.197761,1.608491,0.639049,0.770602
3.895167,0.268864,3.116727,-1.107867,-0.504151,3.247611,1.716469,0.703375,0.736236
3.995044,0.359278,3.159094,-1.156881,-0.477779,3.299977,1.836243,0.771836,0.719283
4.094920,0.451635,3.197107,-1.203384,-0.453430,3.355092,1.941593,0.843484,0.707236
4.194796,0.545606,3.230896,-1.247478,-0.429774,3.412400,2.047929,0.917563,0.701181
4.294672,0.640945,3.260622,-1.289248,-0.406747,3.471823,2.156649,0.993554,0.680287
4.394548,0.737418,3.286452,-1.328744,-0.384288,3.533320,2.258607,1.065483,0.670355
4.494424,0.834801,3.308559,-1.366045,-0.362775,3.596597,2.351156,1.138766,0.679005
4.594300,0.932939,3.327126,-1.401222,-0.341621,3.661306,2.451689,1.213581,0.683373
4.694176,1.031631,3.342332,-1.434276,-0.320417,3.727585,2.566002,1.289674,0.695947
4.794052,1.130788,3.354375,-1.465235,-0.299574,3.795715,2.711474,1.366920,0.683914
4.893928,1.230227,3.363443,-1.494145,-0.279475,3.866404,2.871013,1.444049,0.674853
4.993804,1.329920,3.369735,-1.521067,-0.259670,3.939869,3.040291,1.518922,0.668566
5.093681,1.429701,3.373437,-1.546047,-0.240685,4.016201,3.204813,1.594888,0.664867
5.193557,1.529589,3.374739,-1.569149,-0.221894,4.095124,3.355623,1.671931,0.663565
5.293433,1.629434,3.373828,-1.590383,-0.203429,4.176163,3.518385,1.749915,0.664477
5.393309,1.729289,3.370888,-1.609789,-0.185146,4.259477,3.690292,1.828864,0.673450
5.493185,1.829024,3.366103,-1.627380,-0.167213,4.345145,3.827575,1.908663,0.698520
5.593061,1.928716,3.359650,-1.643194,-0.149436,4.432251,3.982986,1.989362,0.728667
5.692937,2.028252,3.351714,-1.657242,-0.131954,4.521113,4.173992,2.070860,0.736597
5.792813,2.127722,3.342461,-1.669555,-0.114585,4.612399,4.450344,2.153220,0.745842
5.892689,2.227036,3.332076,-1.680137,-0.097366,4.707780,4.747680,2.236357,0.756218
5.992565,2.326286,3.320721,-1.689007,-0.080233,4.807447,5.044514,2.320335,0.767565
6.092441,2.425404,3.308575,-1.696167,-0.063192,4.911130,5.348386,2.405085,0.779701
6.192317,2.524478,3.295799,-1.701631,-0.046218,5.018720,5.684050,2.490667,0.792469
6.292194,2.623462,3.282570,-1.705403,-0.029328,5.130590,6.065786,2.577026,0.805690
6.392070,2.722432,3.269047,-1.707490,-0.012430,5.247343,6.286918,2.566934,0.825855
6.491946,2.821365,3.255405,-1.707878,0.004660,5.365672,6.220817,2.519909,0.857366
6.591822,2.920320,3.241806,-1.706560,0.021800,5.480242,6.069161,2.475191,0.896739
6.691698,3.019292,3.228426,-1.703511,0.039257,5.589757,1.940689,2.428093,0.910090
6.791574,3.118325,3.215432,-1.698717,0.056744,5.624326,-4.691985,2.384602,0.923058
6.891450,3.217423,3.203000,-1.692169,0.074390,5.540380,-4.213245,2.345088,0.935467
6.991326,3.316614,3.191305,-1.683857,0.092073,5.463900,-3.789472,2.305753,0.947143
7.091202,3.415907,3.180523,-1.673771,0.109901,5.394186,-3.378270,2.257333,0.943822
7.191078,3.515311,3.170831,-1.661903,0.127782,5.331269,-2.971793,2.210826,0.867975
7.290954,3.614833,3.162409,-1.648239,0.145845,5.275302,-2.561431,2.167340,0.796503
7.390831,3.714462,3.155438,-1.632769,0.163948,5.226582,-2.143604,2.129011,0.730571
7.490707,3.814197,3.150099,-1.615487,0.182118,5.185457,-1.722029,2.096297,0.663128
7.590583,3.914006,3.146575,-1.596388,0.200376,5.152183,-1.287432,2.069653,0.595339
7.690459,4.013872,3.145049,-1.575452,0.218882,5.127165,-0.848545,2.036863,0.528020
7.790335,4.113741,3.145706,-1.552666,0.237115,5.110609,-0.438422,2.005839,0.470476
7.890211,4.213572,3.148727,-1.528158,0.253673,5.102034,-0.100553,1.976074,0.426534
7.990087,4.313287,3.154275,-1.502017,0.267014,5.100065,-0.100553,1.950046,0.400562
8.089963,4.412826,3.162460,-1.475546,0.263084,5.098095,0.003110,1.931446,0.396012
8.189839,4.512112,3.173257,-1.449466,0.258418,5.098156,0.124231,1.918659,0.393103
8.289715,4.611089,3.186608,-1.424127,0.249021,5.100589,0.362052,1.904370,0.411894
8.389591,4.709703,3.202416,-1.399715,0.240322,5.107674,0.570324,1.889417,0.450307
8.489468,4.807907,3.220590,-1.375994,0.234710,5.118814,0.688948,1.877714,0.503919
8.589344,4.905662,3.241061,-1.352828,0.229164,5.132239,0.801499,1.863254,0.558001
8.689220,5.002917,3.263763,-1.330224,0.223521,5.147813,0.912876,1.843668,0.617809
8.789096,5.099649,3.288632,-1.308176,0.218038,5.165494,1.016778,1.829455,0.678433
8.888972,5.195808,3.315599,-1.286655,0.212954,5.185116,1.107332,1.821881,0.742195
8.988848,5.291382,3.344609,-1.265635,0.207962,5.206402,1.193551,1.807642,0.811823
9.088724,5.386323,3.375594,-1.245112,0.203033,5.229248,1.276611,1.799869,0.885927
9.188600,5.480626,3.408501,-1.225075,0.198200,5.253574,1.354678,1.795576,0.963489
9.288476,5.574250,3.443266,-1.205517,0.193477,5.279265,1.421246,1.798807,1.043724
9.388352,5.667194,3.479836,-1.186425,0.188832,5.306085,1.485148,1.809475,1.126072
9.488228,5.759423,3.518150,-1.167797,0.184222,5.333967,1.547859,1.827087,1.210086
9.588104,5.850939,3.558157,-1.149624,0.179685,5.362871,1.608495,1.832043,1.295450
9.687981,5.941717,3.599797,-1.131903,0.175184,5.392744,1.668318,1.834297,1.355792
9.787857,6.031757,3.643022,-1.114628,0.170704,5.423554,1.727956,1.838581,1.367352
9.887733,6.121044,3.687773,-1.097815,0.165993,5.455282,1.795070,1.849946,1.377331
9.987609,6.209579,3.734000,-1.081469,0.161249,5.488048,1.863781,1.868217,1.385513
10.087485,6.297357,3.781645,-1.065627,0.156001,5.521862,1.970917,1.887766,1.392786
10.187361,6.384382,3.830652,-1.050306,0.150782,5.557397,2.090994,1.901170,1.397372
10.287237,6.470660,3.880964,-1.035512,0.145479,5.594849,2.215402,1.915336,1.400827
10.387113,6.556197,3.932524,-1.021245,0.140209,5.634259,2.340796,1.935976,1.403333
10.486989,6.641005,3.985278,-1.007505,0.134933,5.675601,2.468778,1.960136,1.406847
10.586865,6.725092,4.039168,-0.994291,0.129649,5.718881,2.599744,1.977750,1.407439
10.686741,6.808478,4.094145,-0.981617,0.124140,5.764104,2.725191,1.998529,1.410339
10.786618,6.891171,4.150148,-0.969493,0.118634,5.811133,2.816851,2.016794,1.409192
10.886494,6.973200,4.207130,-0.957925,0.113022,5.859346,2.915373,2.040428,1.408970
10.986370,7.054576,4.265032,-0.946917,0.107388,5.908831,3.018131,2.066534,1.406302
11.086246,7.135331,4.323806,-0.936484,0.101509,5.959628,3.133285,2.088408,1.403186
11.186122,7.215481,4.383392,-0.926640,0.095609,6.011909,3.254120,2.115744,1.399220
11.285998,7.295063,4.443743,-0.917396,0.089500,6.065729,3.390080,2.148280,1.393444
11.385874,7.374099,4.504801,-0.908762,0.083330,6.121294,3.533129,2.185720,1.388416
11.485750,7.452627,4.566517,-0.900771,0.076688,6.178672,3.699422,2.226039,1.389733
11.585626,7.530678,4.628830,-0.893443,0.070100,6.238185,3.869565,2.253253,1.377021
11.685502,7.608292,4.691690,-0.886751,0.063910,6.299834,4.068131,2.285173,1.364034
11.785378,7.685502,4.755043,-0.880676,0.057964,6.364003,4.273686,2.311902,1.357649
11.885255,7.762344,4.818845,-0.875091,0.053871,6.430724,4.410723,2.340481,1.350165
11.985131,7.838840,4.883058,-0.869914,0.049824,6.498866,4.551832,2.286163,1.338487
12.085007,7.915017,4.947653,-0.865123,0.046125,6.568447,4.669555,2.195452,1.324654
12.184883,7.990894,5.012597,-0.860701,0.042356,6.639070,4.795829,2.105777,1.317804
12.284759,8.066497,5.077862,-0.856687,0.038036,6.710829,4.953053,2.017259,1.318084
12.384635,8.141851,5.143413,-0.853103,0.033731,6.784144,5.121770,1.928623,1.325023
12.484511,8.216985,5.209218,-0.849943,0.029552,6.859132,5.298092,1.840432,1.315607
12.584387,8.291922,5.275244,-0.847200,0.025356,6.935849,5.333432,1.753646,1.308248
12.684263,8.366695,5.341461,-0.844885,0.021012,7.012230,5.289779,1.668458,1.308241
12.784139,8.441326,5.407832,-0.843003,0.016661,7.087172,5.246905,1.585107,1.296341
12.884015,8.515849,5.474330,-0.841560,0.012246,7.160733,5.204779,1.503866,1.289230
12.983891,8.590287,5.540916,-0.840557,0.007827,7.232963,5.163373,1.425077,1.289715
13.083768,8.664678,5.607564,-0.839997,0.003382,7.303913,5.122663,1.349131,1.275680
13.183644,8.739041,5.674233,-0.839881,-0.001067,7.373630,5.082622,1.275199,1.269231
13.283520,8.813417,5.740899,-0.840211,-0.005539,7.442156,3.228304,1.200861,1.270635
13.383396,8.887823,5.807518,-0.840988,-0.010015,7.485355,-6.321938,1.125986,1.276142
13.483272,8.962303,5.874068,-0.842212,-0.014503,7.400522,-6.093945,1.052026,1.279070
13.583148,9.036872,5.940504,-0.843885,-0.019002,7.317817,-5.872110,0.977508,1.266114
13.683024,9.111574,6.006805,-0.846011,-0.023577,7.237228,-5.659668,0.907727,1.261148
13.782900,9.186425,6.072923,-0.848595,-0.028157,7.158697,-5.454969,0.843672,1.264314
13.882776,9.261468,6.138837,-0.851637,-0.032766,7.082182,-5.258919,0.777820,1.265316
13.982652,9.336720,6.204499,-0.855140,-0.037376,7.007626,-5.055632,0.719576,1.254276
14.082528,9.412223,6.269885,-0.859103,-0.041980,6.935196,-4.858690,0.670869,1.251509
14.182405,9.487993,6.334948,-0.863525,-0.046582,6.864868,-4.670762,0.627266,1.257116
14.282281,9.564071,6.399664,-0.868406,-0.051154,6.796574,-4.492964,0.589937,1.236428
