s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,d_right_iqp,d_left_iqp
0.000000,0.590215,-0.134885,-2.122228,0.376227,3.872337,1.409170,0.510974,2.207218
0.099963,0.676306,-0.185663,-2.085440,0.359917,3.908545,1.563248,0.513762,2.136399
0.199926,0.764181,-0.233318,-2.050255,0.344091,3.948324,1.709464,0.515116,2.062165
0.299889,0.853639,-0.277907,-2.016262,0.336136,3.991369,1.731530,0.532148,1.986761
0.399852,0.944551,-0.319469,-1.983039,0.328620,4.034502,1.735652,0.542213,1.914629
0.499815,1.036773,-0.358024,-1.950682,0.318801,4.077279,1.779301,0.555004,1.847534
0.599778,1.130181,-0.393622,-1.919290,0.309321,4.120672,1.821228,0.562708,1.786040
0.699741,1.224644,-0.426315,-1.888836,0.300033,4.164618,1.863966,0.571571,1.730732
0.799704,1.320043,-0.456159,-1.859296,0.291049,4.209121,1.905528,0.571205,1.682194
0.899667,1.416274,-0.483218,-1.830663,0.281825,4.254135,1.953099,0.576581,1.627933
0.999630,1.513223,-0.507553,-1.802943,0.272835,4.299784,1.974726,0.596136,1.573899
1.099593,1.610808,-0.529238,-1.776118,0.263869,4.345450,2.001753,0.617738,1.516834
1.199556,1.708921,-0.548339,-1.750183,0.255093,4.391257,2.030688,0.636784,1.461338
1.299519,1.807500,-0.564934,-1.725119,0.246355,4.437243,2.064330,0.653343,1.412997
1.399482,1.906446,-0.579096,-1.700925,0.237763,4.483508,2.100303,0.667481,1.365230
1.499445,2.005714,-0.590903,-1.677582,0.229241,4.530093,2.168412,0.688516,1.314621
1.599408,2.105213,-0.600431,-1.655090,0.220833,4.577692,2.254031,0.719149,1.271977
1.699371,2.204912,-0.607761,-1.633422,0.212661,4.626652,2.338479,0.749487,1.238055
1.799334,2.304730,-0.612970,-1.612570,0.204577,4.676904,2.425137,0.786573,1.180450
1.899297,2.404648,-0.616136,-1.592511,0.196749,4.728454,2.510454,0.818998,1.081857
1.999260,2.504596,-0.617336,-1.573233,0.188988,4.781232,2.585175,0.844677,0.983948
2.099222,2.604560,-0.616648,-1.554724,0.181317,4.834979,2.653194,0.869635,0.886947
2.199185,2.704486,-0.614149,-1.536981,0.173695,4.889526,2.725392,0.881957,0.791230
2.299148,2.804362,-0.609915,-1.519997,0.166101,4.944931,2.802357,0.903549,0.697312
2.399111,2.904146,-0.604023,-1.503772,0.158541,5.001261,2.884248,0.933830,0.606055
2.499074,3.003831,-0.596550,-1.488298,0.151035,5.058581,2.979609,0.966917,0.518835
2.599037,3.103386,-0.587574,-1.473575,0.143554,5.117123,3.080095,0.994923,0.438070
2.699000,3.202808,-0.577169,-1.459597,0.136105,5.176943,3.185744,1.022187,0.362779
2.798963,3.302074,-0.565413,-1.446364,0.128674,5.238096,3.297227,1.048262,0.288964
2.898926,3.401185,-0.552381,-1.433871,0.121271,5.300646,3.396707,1.076586,0.230517
2.998889,3.500127,-0.538149,-1.422118,0.113880,5.364321,3.498642,1.092763,0.173477
3.098852,3.598903,-0.522791,-1.411102,0.106516,5.429126,3.607126,1.101216,0.165536
3.198815,3.697509,-0.506382,-1.400822,0.099159,5.495140,3.722957,1.116236,0.166346
3.298778,3.795948,-0.488995,-1.391225,0.092866,5.562453,3.877367,1.136454,0.219588
3.398741,3.894222,-0.470695,-1.382256,0.086590,5.631702,4.043961,1.150731,0.298402
3.498704,3.992331,-0.451539,-1.373707,0.084484,5.703031,4.083166,1.167077,0.382070
3.598667,4.090276,-0.431554,-1.365365,0.082420,5.774157,4.096044,1.172886,0.465060
3.698630,4.188052,-0.410763,-1.357223,0.080491,5.844639,4.054438,1.184755,0.549030
3.798593,4.285659,-0.389185,-1.349273,0.078567,5.913577,4.017271,1.190157,0.633893
3.898556,4.383092,-0.366843,-1.341523,0.076489,5.981099,3.990112,1.203090,0.694996
3.998519,4.480353,-0.343755,-1.333981,0.074414,6.047419,3.970738,1.223336,0.718125
4.098482,4.577438,-0.319946,-1.326647,0.072323,6.112702,3.957447,1.236250,0.741987
4.198445,4.674350,-0.295434,-1.319521,0.070235,6.177080,3.947933,1.248661,0.730967
4.298408,4.771085,-0.270243,-1.312605,0.068152,6.240642,3.942083,1.268167,0.723837
4.398371,4.867649,-0.244394,-1.305896,0.066072,6.303470,3.980265,1.276271,0.731122
4.498334,4.964038,-0.217907,-1.299395,0.064001,6.366278,4.027922,1.284622,0.738460
4.598297,5.060257,-0.190804,-1.293100,0.061933,6.429213,4.078160,1.280801,0.740896
4.698260,5.156306,-0.163106,-1.287013,0.059867,6.492312,4.131052,1.278225,0.743355
